Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,30.552904,[ 30 139] ; [20 11],[ 42.25 126.75] ; [ 7.75 23.25],1
s7,1,4e-06,21.169846,[ 22 138] ; [15 15],[ 31.15789474 128.84210526] ; [ 5.84210526 24.15789474],1
s8,1,7.8e-05,15.613501,[ 16 156] ; [11 20],[ 22.87684729 149.12315271] ; [ 4.12315271 26.87684729],1
p7,1,0.010454,6.555867,[ 68 102] ; [19 10],[74.32160804 95.67839196] ; [12.67839196 16.32160804],0
p8,1,0.02753,4.857288,[ 53 117] ; [16 15],[ 58.35820896 111.64179104] ; [10.64179104 20.35820896],0
p10,1,0.028495,4.797874,[94 76] ; [23  7],[99.45 70.55] ; [17.55 12.45],0
p2,1,0.029174,4.757334,[101  70] ; [24  6],[106.34328358  64.65671642] ; [18.65671642 11.34328358],0
r2,1,0.039169,4.253515,[138  31] ; [29  1],[141.8241206  27.1758794] ; [25.1758794  4.8241206],0
p6,1,0.053281,3.735077,[ 29 139] ; [10 21],[ 32.92462312 135.07537688] ; [ 6.07537688 24.92462312],0
a7,1,0.056942,3.624273,[106  65] ; [24  6],[110.59701493  60.40298507] ; [19.40298507 10.59701493],0
a8,1,0.077912,3.107927,[ 12 148] ; [ 5 23],[ 14.46808511 145.53191489] ; [ 2.53191489 25.46808511],0
s4,1,0.090392,2.86737,[ 12 160] ; [ 5 26],[ 14.40394089 157.59605911] ; [ 2.59605911 28.40394089],0
n2,1,0.09299,2.821828,[38 29] ; [7 1],[40.2 26.8] ; [4.8 3.2],0
p9,1,0.122435,2.385888,[100  68] ; [23  8],[103.83919598  64.16080402] ; [19.16080402 11.83919598],0
r3,1,0.124185,2.363726,[134  37] ; [28  3],[137.13861386  33.86138614] ; [24.86138614  6.13861386],0
a4,1,0.173863,1.849317,[ 66 105] ; [ 8 23],[ 62.64356436 108.35643564] ; [11.35643564 19.64356436],0
n5,1,0.218984,1.511014,[95 75] ; [21 10],[98.10945274 71.89054726] ; [17.89054726 13.10945274],0
p3,1,0.235628,1.406564,[ 45 127] ; [11 19],[ 47.68316832 124.31683168] ; [ 8.31683168 21.68316832],0
u1,1,0.259649,1.270628,[ 12 160] ; [ 4 27],[ 13.55665025 158.44334975] ; [ 2.44334975 28.55665025],0
p11,1,0.267288,1.230611,[104  68] ; [22  9],[106.75862069  65.24137931] ; [19.24137931 11.75862069],0
v3,1,0.281444,1.160103,[ 35 131] ; [ 9 21],[ 37.26530612 128.73469388] ; [ 6.73469388 23.26530612],0
b4,1,0.284528,1.145333,[101  71] ; [15 16],[98.28571429 73.71428571] ; [17.71428571 13.28571429],0
n4,1,0.321326,0.983543,[106  66] ; [22  9],[108.45320197  63.54679803] ; [19.54679803 11.45320197],0
r4,1,0.420512,0.648884,[115  57] ; [23  8],[116.92610837  55.07389163] ; [21.07389163  9.92610837],0
d5,1,0.482705,0.492745,[120  52] ; [19 11],[118.35643564  53.64356436] ; [20.64356436  9.35643564],0
a3,1,0.491689,0.472827,[105  66] ; [17 14],[103.27722772  67.72277228] ; [18.72277228 12.27722772],0
a6,1,0.517335,0.419202,[106  66] ; [21 10],[107.60591133  64.39408867] ; [19.39408867 11.60591133],0
v4,1,0.522932,0.408106,[140  31] ; [26  4],[141.2238806  29.7761194] ; [24.7761194  5.2238806],0
v2,1,0.55202,0.35371,[ 56 107] ; [12 18],[ 57.43005181 105.56994819] ; [10.56994819 19.43005181],0
s5,1,0.554712,0.348943,[ 12 155] ; [ 3 26],[ 12.78061224 154.21938776] ; [ 2.21938776 26.78061224],0
d3,1,0.576819,0.311406,[99 72] ; [19 11],[100.3880597  70.6119403] ; [17.6119403 12.3880597],0
d1,1,0.637847,0.221569,[80 92] ; [13 18],[78.79802956 93.20197044] ; [14.20197044 16.79802956],0
d4,1,0.649384,0.206677,[122  48] ; [21 10],[120.94527363  49.05472637] ; [22.05472637  8.94527363],0
d2,1,0.652657,0.202567,[ 69 100] ; [14 17],[70.135 98.865] ; [12.865 18.135],0
