Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.947793,[ 1 15] ; [61 15],[10.7826087  5.2173913] ; [51.2173913 24.7826087],1
r1,1,0.002908,8.864219,[ 5 11] ; [53 22],[10.1978022  5.8021978] ; [47.8021978 27.1978022],0
a6,1,0.003746,8.403091,[ 5 11] ; [53 23],[10.08695652  5.91304348] ; [47.91304348 28.08695652],0
r2,1,0.007296,7.198633,[9 7] ; [65 11],[12.86956522  3.13043478] ; [61.13043478 14.86956522],0
s2,1,0.010037,6.628398,[ 2 14] ; [36 40],[6.60869565 9.39130435] ; [31.39130435 44.60869565],0
s6,1,0.011887,6.327711,[ 3 13] ; [40 35],[7.56043956 8.43956044] ; [35.43956044 39.56043956],0
d5,1,0.019161,5.486792,[7 9] ; [56 20],[10.95652174  5.04347826] ; [52.04347826 23.95652174],0
v4,1,0.021147,5.314653,[10  6] ; [65 10],[13.18681319  2.81318681] ; [61.81318681 13.18681319],0
d1,1,0.022267,5.224773,[ 3 13] ; [38 38],[7.13043478 8.86956522] ; [33.86956522 42.13043478],0
v2,1,0.030334,4.690257,[ 3 13] ; [33 35],[6.85714286 9.14285714] ; [29.14285714 38.85714286],0
b1,1,0.035265,4.432301,[12  4] ; [35 41],[8.17391304 7.82608696] ; [38.82608696 37.17391304],0
p3,1,0.076163,3.144928,[ 2 14] ; [26 48],[ 4.97777778 11.02222222] ; [23.02222222 50.97777778],0
p11,1,0.080734,3.050068,[ 5 11] ; [42 34],[8.17391304 7.82608696] ; [38.82608696 37.17391304],0
s3,1,0.080734,3.050068,[ 5 11] ; [42 34],[8.17391304 7.82608696] ; [38.82608696 37.17391304],0
a5,1,0.080734,3.050068,[ 5 11] ; [42 34],[8.17391304 7.82608696] ; [38.82608696 37.17391304],0
s8,1,0.086274,2.942552,[ 2 14] ; [26 50],[ 4.86956522 11.13043478] ; [23.13043478 52.86956522],0
s5,1,0.103659,2.648332,[ 1 15] ; [18 55],[ 3.41573034 12.58426966] ; [15.58426966 57.41573034],0
d3,1,0.132621,2.261557,[7 9] ; [48 27],[9.67032967 6.32967033] ; [45.32967033 29.67032967],0
p4,1,0.14862,2.08636,[ 4 12] ; [33 41],[6.57777778 9.42222222] ; [30.42222222 43.57777778],0
d2,1,0.164054,1.936458,[ 3 13] ; [28 48],[ 5.39130435 10.60869565] ; [25.60869565 50.39130435],0
d4,1,0.170317,1.880147,[10  6] ; [59 16],[12.13186813  3.86813187] ; [56.86813187 18.13186813],0
p8,1,0.198915,1.65032,[ 4 11] ; [33 41],[6.23595506 8.76404494] ; [30.76404494 43.23595506],0
p6,1,0.280492,1.164706,[ 2 14] ; [18 54],[ 3.63636364 12.36363636] ; [16.36363636 55.63636364],0
u3,1,0.328446,0.955014,[5 1] ; [22 13],[3.95121951 2.04878049] ; [23.04878049 11.95121951],0
n2,1,0.354777,0.856298,[3 4] ; [18 11],[4.08333333 2.91666667] ; [16.91666667 12.08333333],0
a7,1,0.407325,0.686595,[9 7] ; [51 25],[10.43478261  5.56521739] ; [49.56521739 26.43478261],0
s1,1,0.416851,0.659177,[ 2 14] ; [ 5 71],[ 1.2173913 14.7826087] ; [ 5.7826087 70.2173913],0
a3,1,0.471355,0.518797,[10  6] ; [40 36],[8.69565217 7.30434783] ; [41.30434783 34.69565217],0
p7,1,0.480758,0.497143,[6 9] ; [36 36],[7.24137931 7.75862069] ; [34.75862069 37.24137931],0
n5,1,0.484825,0.48799,[ 5 11] ; [17 57],[ 3.91111111 12.08888889] ; [18.08888889 55.91111111],0
p10,1,0.487271,0.482547,[8 8] ; [44 30],[9.24444444 6.75555556] ; [42.75555556 31.24444444],0
p9,1,0.516718,0.420438,[9 7] ; [48 26],[10.13333333  5.86666667] ; [46.86666667 27.13333333],0
s4,1,0.570084,0.322542,[ 2 14] ; [14 62],[ 2.7826087 13.2173913] ; [13.2173913 62.7826087],0
s7,1,0.584285,0.299359,[ 3 11] ; [20 50],[ 3.83333333 10.16666667] ; [19.16666667 50.83333333],0
p2,1,0.631972,0.229396,[9 7] ; [47 28],[9.84615385 6.15384615] ; [46.15384615 28.84615385],0
a4,1,0.64609,0.210866,[ 6 10] ; [24 52],[ 5.2173913 10.7826087] ; [24.7826087 51.2173913],0
p5,1,0.656074,0.198328,[ 1 14] ; [ 3 71],[ 0.6741573 14.3258427] ; [ 3.3258427 70.6741573],0
a1,1,0.681439,0.168511,[ 1 15] ; [ 3 73],[ 0.69565217 15.30434783] ; [ 3.30434783 72.69565217],0
p1,1,0.702473,0.145912,[ 1 15] ; [ 7 69],[ 1.39130435 14.60869565] ; [ 6.60869565 69.39130435],0
v1,1,0.705795,0.142513,[7 9] ; [29 46],[6.32967033 9.67032967] ; [29.67032967 45.32967033],0
n1,1,0.721761,0.126812,[2 5] ; [10 18],[2.4 4.6] ; [ 9.6 18.4],0
v3,1,0.740599,0.109601,[ 3 13] ; [16 55],[ 3.49425287 12.50574713] ; [15.50574713 55.49425287],0
b3,1,0.794063,0.068141,[2 6] ; [13 31],[2.30769231 5.69230769] ; [12.69230769 31.30769231],0
b2,1,0.794063,0.068141,[2 6] ; [13 31],[2.30769231 5.69230769] ; [12.69230769 31.30769231],0
b5,1,0.903691,0.014641,[9 7] ; [44 32],[9.2173913 6.7826087] ; [43.7826087 32.2173913],0
u2,1,0.926191,0.008582,[4 2] ; [24 11],[4.09756098 1.90243902] ; [23.90243902 11.09756098],0
b4,1,0.942457,0.00521,[9 7] ; [42 34],[8.86956522 7.13043478] ; [42.13043478 33.86956522],0
a2,1,0.943382,0.005044,[ 2 14] ; [10 66],[ 2.08695652 13.91304348] ; [ 9.91304348 66.08695652],0
n3,1,0.958343,0.002728,[5 2] ; [21  8],[5.05555556 1.94444444] ; [20.94444444  8.05555556],0
