Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,175.146123,[421  50] ; [ 67 105],[357.46189736 113.53810264] ; [130.53810264  41.46189736],1
a8,1,0.004052,8.260466,[ 68 350] ; [ 11 146],[ 57.42956522 360.57043478] ; [ 21.57043478 135.42956522],0
p7,1,0.004333,8.138608,[300 156] ; [89 78],[284.72552167 171.27447833] ; [104.27447833  62.72552167],0
s2,1,0.004878,7.924035,[257 208] ; [73 98],[241.27358491 223.72641509] ; [88.72641509 82.27358491],0
u1,1,0.006404,7.432872,[116 356] ; [ 25 147],[103.34161491 368.65838509] ; [ 37.65838509 134.34161491],0
s3,1,0.007199,7.222708,[274 188] ; [81 90],[259.09952607 202.90047393] ; [95.90047393 75.09952607],0
n2,1,0.007454,7.160182,[74 17] ; [27 18],[67.58088235 23.41911765] ; [33.41911765 11.58088235],0
v3,1,0.010487,6.550237,[195 257] ; [ 52 112],[181.24025974 270.75974026] ; [65.75974026 98.24025974],0
d2,1,0.012617,6.222086,[243 226] ; [ 70 102],[229.0124805 239.9875195] ; [83.9875195 88.0124805],0
a6,1,0.015248,5.887612,[375  94] ; [122  50],[363.63962559 105.36037441] ; [133.36037441  38.63962559],0
a3,1,0.016185,5.782661,[348 121] ; [111  61],[335.83619345 133.16380655] ; [123.16380655  48.83619345],0
p12,1,0.030028,4.707708,[ 44 425] ; [  7 163],[ 37.43192488 431.56807512] ; [ 13.56807512 156.43192488],0
r1,1,0.032781,4.557161,[403  66] ; [135  36],[394.253125  74.746875] ; [143.746875  27.253125],0
s5,1,0.075573,3.157616,[155 298] ; [ 44 121],[145.86893204 307.13106796] ; [ 53.13106796 111.86893204],0
b2,1,0.079699,3.071031,[107 178] ; [25 66],[100.05319149 184.94680851] ; [31.94680851 59.05319149],0
b3,1,0.079699,3.071031,[107 178] ; [25 66],[100.05319149 184.94680851] ; [31.94680851 59.05319149],0
d1,1,0.101104,2.688037,[305 167] ; [99 73],[296.09937888 175.90062112] ; [107.90062112  64.09937888],0
s4,1,0.117522,2.450044,[ 70 392] ; [ 35 137],[ 76.51419558 385.48580442] ; [ 28.48580442 143.51419558],0
a1,1,0.128737,2.307665,[ 24 448] ; [  4 168],[ 20.52173913 451.47826087] ; [  7.47826087 164.52173913],0
p1,1,0.13941,2.184464,[ 49 421] ; [ 11 157],[ 44.20062696 425.79937304] ; [ 15.79937304 152.20062696],0
v2,1,0.167149,1.908331,[270 183] ; [87 76],[262.53409091 190.46590909] ; [94.46590909 68.53409091],0
v4,1,0.227085,1.45903,[458  13] ; [163   8],[455.59345794  15.40654206] ; [165.40654206   5.59345794],0
b1,1,0.272296,1.205146,[173 299] ; [ 55 117],[167.10559006 304.89440994] ; [ 60.89440994 111.10559006],0
p2,1,0.300801,1.070641,[398  73] ; [137  32],[393.7265625  77.2734375] ; [141.2734375  27.7265625],0
d5,1,0.465211,0.533327,[394  76] ; [140  32],[390.93457944  79.06542056] ; [143.06542056  28.93457944],0
u3,1,0.528991,0.396329,[76 48] ; [39 20],[77.92349727 46.07650273] ; [37.07650273 21.92349727],0
d4,1,0.570515,0.321822,[393  77] ; [147  25],[395.3271028  74.6728972] ; [144.6728972  27.3271028],0
s1,1,0.618055,0.24861,[ 15 446] ; [  7 165],[ 16.0221169 444.9778831] ; [  5.9778831 166.0221169],0
b4,1,0.631154,0.230499,[281 191] ; [106  66],[283.63975155 188.36024845] ; [103.36024845  68.63975155],0
r3,1,0.643764,0.213853,[451  18] ; [164   8],[449.97659906  19.02340094] ; [165.02340094   6.97659906],0
n3,1,0.833958,0.043944,[65 25] ; [34 12],[65.51470588 24.48529412] ; [33.48529412 12.51470588],0
u2,1,0.845494,0.037975,[69 54] ; [34 25],[69.60989011 53.39010989] ; [33.39010989 25.60989011],0
d3,1,0.902756,0.014928,[366 103] ; [135  37],[366.56630265 102.43369735] ; [134.43369735  37.56630265],0
b5,1,0.934207,0.006815,[309 163] ; [112  60],[308.55900621 163.44099379] ; [112.44099379  59.55900621],0
