Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,175.146123,[421  50] ; [ 67 105],[357.46189736 113.53810264] ; [130.53810264  41.46189736],1
n6,1,0.0,52.707354,[424  45] ; [114  57],[394.253125  74.746875] ; [143.746875  27.253125],1
v1,1,1e-06,24.912434,[276 185] ; [ 62 104],[248.51355662 212.48644338] ; [89.48644338 76.51355662],1
p4,1,2e-06,22.586732,[308 160] ; [77 94],[281.97183099 186.02816901] ; [103.02816901  67.97183099],1
p10,1,3.9e-05,16.913747,[398  69] ; [119  49],[380.21889764  86.78110236] ; [136.78110236  31.21889764],1
p11,1,0.000113,14.900129,[379  93] ; [113  59],[360.59627329 111.40372671] ; [131.40372671  40.59627329],1
s6,1,0.000222,13.636353,[330 132] ; [95 75],[310.68037975 151.31962025] ; [114.31962025  55.68037975],1
s7,1,0.000387,12.592364,[231 214] ; [ 59 106],[211.55737705 233.44262295] ; [78.44262295 86.55737705],1
a5,1,0.000551,11.933495,[368 104] ; [111  61],[351.06832298 120.93167702] ; [127.93167702  44.06832298],1
p3,1,0.00059,11.807579,[253 216] ; [ 66 105],[233.7671875 235.2328125] ; [85.2328125 85.7671875],1
a2,1,0.000747,11.368044,[155 317] ; [ 33 139],[137.78881988 334.21118012] ; [ 50.21118012 121.78881988],1
s8,1,0.001065,10.710316,[213 252] ; [ 54 118],[194.90580848 270.09419152] ; [72.09419152 99.90580848],0
a4,1,0.001342,10.283385,[228 242] ; [ 59 113],[210.10903427 259.89096573] ; [76.89096573 95.10903427],0
n1,1,0.001433,10.163089,[42 46] ; [ 9 37],[33.49253731 54.50746269] ; [17.50746269 28.49253731],0
p8,1,0.001625,9.930997,[263 198] ; [73 97],[245.4770206 215.5229794] ; [90.5229794 79.4770206],0
p5,1,0.001832,9.710973,[ 63 404] ; [  8 162],[ 52.05180534 414.94819466] ; [ 18.94819466 151.05180534],0
r4,1,0.002148,9.418888,[451  21] ; [153  19],[442.68322981  29.31677019] ; [161.31677019  10.68322981],0
p9,1,0.002186,9.386338,[403  61] ; [129  39],[390.58227848  73.41772152] ; [141.41772152  26.58227848],0
p6,1,0.002702,8.998837,[184 281] ; [ 45 124],[167.95741325 297.04258675] ; [ 61.04258675 107.95741325],0
