Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,70.82827,[43 11] ; [ 31 141],[17.68141593 36.31858407] ; [ 56.31858407 115.68141593],1
p6,1,0.001383,10.228236,[11 43] ; [ 10 161],[ 5.04 48.96] ; [ 15.96 155.04],0
p1,1,0.002038,9.515022,[10 44] ; [  9 164],[ 4.51982379 49.48017621] ; [ 14.48017621 158.51982379],0
s2,1,0.005674,7.651051,[21 32] ; [ 35 134],[13.36936937 39.63063063] ; [ 42.63063063 126.36936937],0
b5,1,0.012535,6.233519,[24 30] ; [110  63],[31.87665198 22.12334802] ; [102.12334802  70.87665198],0
s8,1,0.015805,5.824442,[13 41] ; [ 19 154],[ 7.6123348 46.3876652] ; [ 24.3876652 148.6123348],0
p8,1,0.017228,5.673043,[18 36] ; [ 31 141],[11.7079646 42.2920354] ; [ 37.2920354 134.7079646],0
s6,1,0.018533,5.545036,[30 24] ; [ 64 107],[22.56 31.44] ; [71.44 99.56],0
p2,1,0.020045,5.407999,[41 13] ; [101  72],[33.77973568 20.22026432] ; [108.22026432  64.77973568],0
v1,1,0.020681,5.353459,[27 26] ; [ 57 114],[19.875 33.125] ; [ 64.125 106.875],0
p5,1,0.046476,3.964242,[ 5 49] ; [  5 168],[ 2.37885463 51.62114537] ; [  7.62114537 165.37885463],0
n3,1,0.05273,3.752469,[12  2] ; [36 26],[8.84210526 5.15789474] ; [39.15789474 22.84210526],0
s5,1,0.060134,3.533673,[13 37] ; [ 24 141],[ 8.60465116 41.39534884] ; [ 28.39534884 136.60465116],0
p10,1,0.06144,3.498067,[40 14] ; [102  68],[34.23214286 19.76785714] ; [107.76785714  62.23214286],0
n4,1,0.062984,3.45701,[40 14] ; [104  69],[34.25550661 19.74449339] ; [109.74449339  63.25550661],0
p11,1,0.085875,2.950039,[42 12] ; [113  60],[36.8722467 17.1277533] ; [118.1277533  54.8722467],0
r2,1,0.096937,2.755235,[51  3] ; [148  24],[47.54867257  6.45132743] ; [151.45132743  20.54867257],0
r4,1,0.101219,2.686228,[45  9] ; [125  48],[40.44052863 13.55947137] ; [129.55947137  43.44052863],0
s3,1,0.105682,2.617635,[22 31] ; [ 50 119],[17.18918919 35.81081081] ; [ 54.81081081 114.18918919],0
v4,1,0.128309,2.312848,[49  5] ; [142  31],[45.43612335  8.56387665] ; [145.56387665  27.43612335],0
a5,1,0.139334,2.185298,[37 17] ; [99 74],[32.35242291 21.64757709] ; [103.64757709  69.35242291],0
d2,1,0.140478,2.172716,[25 28] ; [ 61 109],[20.43946188 32.56053812] ; [ 65.56053812 104.43946188],0
u3,1,0.178878,1.806917,[15  9] ; [37 42],[12.11650485 11.88349515] ; [39.88349515 39.11650485],0
p12,1,0.200657,1.637588,[ 5 49] ; [  8 165],[ 3.09251101 50.90748899] ; [  9.90748899 163.09251101],0
v2,1,0.210052,1.57107,[26 26] ; [65 97],[22.11214953 29.88785047] ; [68.88785047 93.11214953],0
p9,1,0.239201,1.385297,[41 13] ; [114  55],[37.53363229 16.46636771] ; [117.46636771  51.53363229],0
d1,1,0.241732,1.370464,[28 26] ; [74 99],[24.26431718 29.73568282] ; [77.73568282 95.26431718],0
r1,1,0.276972,1.181887,[38 15] ; [110  63],[34.7079646 18.2920354] ; [113.2920354  59.7079646],0
d5,1,0.279753,1.16829,[41 13] ; [118  55],[37.82378855 16.17621145] ; [121.17621145  51.82378855],0
r3,1,0.301293,1.068461,[48  6] ; [142  29],[45.6  8.4] ; [144.4  26.6],0
a7,1,0.319124,0.992535,[40 14] ; [115  57],[37.03539823 16.96460177] ; [117.96460177  54.03539823],0
n2,1,0.384369,0.756682,[11  3] ; [42 21],[9.63636364 4.36363636] ; [43.36363636 19.63636364],0
u1,1,0.404759,0.694141,[ 6 48] ; [ 13 160],[ 4.51982379 49.48017621] ; [ 14.48017621 158.51982379],0
n6,1,0.440869,0.59402,[41 13] ; [122  51],[38.7753304 15.2246696] ; [124.2246696  48.7753304],0
a8,1,0.446088,0.580573,[ 3 46] ; [ 16 150],[ 4.33023256 44.66976744] ; [ 14.66976744 151.33023256],0
v3,1,0.501858,0.451006,[12 39] ; [ 47 119],[13.86635945 37.13364055] ; [ 45.13364055 120.86635945],0
n5,1,0.50386,0.446797,[36 18] ; [106  66],[33.92920354 20.07079646] ; [108.07079646  63.92920354],0
n1,1,0.547172,0.362408,[ 4 10] ; [23 39],[4.97368421 9.02631579] ; [22.02631579 39.97368421],0
a4,1,0.552639,0.35261,[22 32] ; [ 62 109],[20.16 33.84] ; [ 63.84 107.16],0
u2,1,0.602724,0.270908,[13 11] ; [38 41],[11.88349515 12.11650485] ; [39.11650485 39.88349515],0
