Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,67.814905,[ 31 159] ; [86 58],[ 66.55688623 123.44311377] ; [50.44311377 93.55688623],1
s2,1,0.0,67.254225,[ 45 144] ; [99 45],[ 81.72972973 107.27027027] ; [62.27027027 81.72972973],1
s3,1,0.0,57.039657,[ 66 122] ; [110  33],[99.96374622 88.03625378] ; [76.03625378 66.96374622],1
s6,1,0.0,50.814997,[ 82 106] ; [117  25],[113.36969697  74.63030303] ; [85.63030303 56.36969697],1
s5,1,0.0,27.368484,[ 29 153] ; [59 81],[ 49.73913043 132.26086957] ; [ 38.26086957 101.73913043],1
p4,1,0.000148,14.400706,[ 78 110] ; [90 54],[95.13253012 92.86746988] ; [72.86746988 71.13253012],1
p10,1,0.000163,14.210689,[122  64] ; [121  23],[136.96363636  49.03636364] ; [106.03636364  37.96363636],1
n4,1,0.000198,13.846374,[122  68] ; [119  25],[137.09580838  52.90419162] ; [103.90419162  40.09580838],1
p9,1,0.000448,12.322301,[128  59] ; [121  21],[141.52887538  45.47112462] ; [107.47112462  34.52887538],1
a3,1,0.000889,11.045458,[123  67] ; [117  27],[136.52694611  53.47305389] ; [103.47305389  40.52694611],1
p5,1,0.001171,10.535542,[  6 182] ; [ 18 126],[ 13.59036145 174.40963855] ; [ 10.40963855 133.59036145],0
p6,1,0.001857,9.685728,[ 38 149] ; [51 92],[ 50.43333333 136.56666667] ; [ 38.56666667 104.43333333],0
p3,1,0.001992,9.55721,[ 60 130] ; [69 74],[ 73.6036036 116.3963964] ; [55.3963964 87.6036036],0
s4,1,0.002488,9.149325,[ 23 164] ; [ 36 107],[ 33.43333333 153.56666667] ; [ 25.56666667 117.43333333],0
u1,1,0.003555,8.498009,[ 22 168] ; [ 34 110],[ 31.85628743 158.14371257] ; [ 24.14371257 119.85628743],0
r1,1,0.003702,8.424502,[133  56] ; [121  23],[144.16216216  44.83783784] ; [109.83783784  34.16216216],0
p7,1,0.004881,7.922899,[91 95] ; [91 50],[103.52293578  82.47706422] ; [78.47706422 62.52293578],0
