Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.8e-05,18.351533,[39 59] ; [13 87],[25.73737374 72.26262626] ; [26.26262626 73.73737374],1
v1,1,0.00027,13.269625,[51 48] ; [27 75],[38.41791045 60.58208955] ; [39.58208955 62.41791045],1
d5,1,0.000579,11.840761,[87 16] ; [66 38],[76.13043478 26.86956522] ; [76.86956522 27.13043478],1
d1,1,0.000661,11.596561,[62 41] ; [38 66],[49.75845411 53.24154589] ; [50.24154589 53.75845411],1
r3,1,0.001075,10.69449,[101   2] ; [89 15],[94.5410628  8.4589372] ; [95.4589372  8.5410628],0
a5,1,0.001211,10.472866,[75 28] ; [53 51],[63.69082126 39.30917874] ; [64.30917874 39.69082126],0
r2,1,0.002543,9.10917,[94  6] ; [82 21],[86.69950739 13.30049261] ; [89.30049261 13.69950739],0
a6,1,0.008346,6.957632,[71 32] ; [53 51],[61.70048309 41.29951691] ; [62.29951691 41.70048309],0
r1,1,0.012276,6.270603,[80 22] ; [65 39],[71.7961165 30.2038835] ; [73.2038835 30.7961165],0
a3,1,0.014358,5.993557,[73 30] ; [56 47],[64.5 38.5] ; [64.5 38.5],0
d3,1,0.02139,5.294771,[76 27] ; [61 43],[68.16908213 34.83091787] ; [68.83091787 35.16908213],0
d4,1,0.037671,4.319821,[89 14] ; [78 26],[83.09661836 19.90338164] ; [83.90338164 20.09661836],0
p12,1,0.085525,2.956644,[ 7 95] ; [  2 101],[ 4.47804878 97.52195122] ; [ 4.52195122 98.47804878],0
r4,1,0.096353,2.764893,[86 17] ; [77 27],[81.10628019 21.89371981] ; [81.89371981 22.10628019],0
n4,1,0.184677,1.759578,[48 55] ; [39 65],[43.28985507 59.71014493] ; [43.71014493 60.28985507],0
p11,1,0.193329,1.692067,[75 28] ; [67 37],[70.65700483 32.34299517] ; [71.34299517 32.65700483],0
u1,1,0.22029,1.502483,[12 91] ; [ 7 97],[ 9.45410628 93.54589372] ; [ 9.54589372 94.45410628],0
d2,1,0.231276,1.432998,[44 59] ; [36 68],[39.80676329 63.19323671] ; [40.19323671 63.80676329],0
p1,1,0.233953,1.416667,[ 8 94] ; [ 4 98],[ 6. 96.] ; [ 6. 96.],0
n6,1,0.238092,1.391857,[67 35] ; [60 44],[62.88349515 39.11650485] ; [64.11650485 39.88349515],0
s7,1,0.261639,1.260064,[30 71] ; [22 75],[26.52525253 74.47474747] ; [25.47474747 71.52525253],0
s6,1,0.295861,1.092756,[51 51] ; [44 59],[47.26829268 54.73170732] ; [47.73170732 55.26829268],0
p8,1,0.303735,1.057723,[47 54] ; [41 63],[43.35609756 57.64390244] ; [44.64390244 59.35609756],0
a2,1,0.315817,1.00619,[18 85] ; [13 91],[15.42512077 87.57487923] ; [15.57487923 88.42512077],0
b3,1,0.346625,0.885773,[19 37] ; [15 43],[16.70175439 39.29824561] ; [17.29824561 40.70175439],0
b2,1,0.346625,0.885773,[19 37] ; [15 43],[16.70175439 39.29824561] ; [17.29824561 40.70175439],0
p2,1,0.34918,0.876433,[80 22] ; [75 28],[77.12195122 24.87804878] ; [77.87804878 25.12195122],0
s8,1,0.35264,0.863933,[32 71] ; [26 77],[29. 74.] ; [29. 74.],0
p3,1,0.376559,0.781906,[40 61] ; [35 69],[36.95121951 64.04878049] ; [38.04878049 65.95121951],0
