Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.257101,[30  7] ; [46 70],[18.37908497 18.62091503] ; [57.62091503 58.37908497],1
s7,1,0.000936,10.949227,[20 15] ; [30 82],[11.9047619 23.0952381] ; [38.0952381 73.9047619],1
s2,1,0.001106,10.641845,[24 13] ; [40 76],[15.47712418 21.52287582] ; [48.52287582 67.47712418],0
p2,1,0.011168,6.4384,[32  4] ; [78 38],[26.05263158  9.94736842] ; [83.94736842 32.05263158],0
s3,1,0.02283,5.1814,[25 12] ; [52 61],[18.99333333 18.00666667] ; [58.00666667 54.99333333],0
v1,1,0.03111,4.646903,[15 21] ; [27 89],[ 9.94736842 26.05263158] ; [32.05263158 83.94736842],0
s4,1,0.033582,4.515853,[11 25] ; [17 98],[ 6.67549669 29.32450331] ; [21.32450331 93.67549669],0
p9,1,0.055996,3.652174,[28  7] ; [72 43],[23.33333333 11.66666667] ; [76.66666667 38.33333333],0
p4,1,0.07352,3.202624,[20 17] ; [43 72],[15.33552632 21.66447368] ; [47.66447368 67.33552632],0
p5,1,0.074379,3.183646,[ 4 32] ; [  4 111],[ 1.90728477 34.09271523] ; [  6.09271523 108.90728477],0
b4,1,0.075378,3.161853,[25 12] ; [59 57],[20.31372549 16.68627451] ; [63.68627451 52.31372549],0
v4,1,0.081698,3.030796,[34  2] ; [96 20],[30.78947368  5.21052632] ; [99.21052632 16.78947368],0
d5,1,0.083532,2.994801,[25 12] ; [59 56],[20.44736842 16.55263158] ; [63.55263158 51.44736842],0
n1,1,0.101066,2.68864,[6 5] ; [10 26],[3.74468085 7.25531915] ; [12.25531915 23.74468085],0
a3,1,0.109218,2.565494,[18 18] ; [40 74],[13.92 22.08] ; [44.08 69.92],0
r1,1,0.109746,2.557881,[25 12] ; [61 55],[20.79738562 16.20261438] ; [65.20261438 50.79738562],0
r3,1,0.132755,2.259984,[33  3] ; [94 22],[30.07894737  5.92105263] ; [96.92105263 19.07894737],0
p10,1,0.132838,2.259027,[26 10] ; [67 48],[22.17218543 13.82781457] ; [70.82781457 44.17218543],0
d4,1,0.139456,2.18395,[27 10] ; [69 47],[23.21568627 13.78431373] ; [72.78431373 43.21568627],0
b5,1,0.145507,2.118731,[20 17] ; [78 38],[23.69934641 13.30065359] ; [74.30065359 41.69934641],0
p11,1,0.174689,1.84224,[26 11] ; [67 49],[22.49019608 14.50980392] ; [70.50980392 45.49019608],0
n2,1,0.204636,1.608973,[9 2] ; [22 14],[7.25531915 3.74468085] ; [23.74468085 12.25531915],0
a8,1,0.216954,1.524406,[ 6 27] ; [11 97],[ 3.9787234 29.0212766] ; [13.0212766 94.9787234],0
p12,1,0.22173,1.493137,[ 2 35] ; [  2 114],[ 0.96732026 36.03267974] ; [  3.03267974 112.96732026],0
u3,1,0.237753,1.393867,[12  7] ; [36 39],[9.70212766 9.29787234] ; [38.29787234 36.70212766],0
p6,1,0.249876,1.323996,[12 24] ; [27 87],[ 9.36 26.64] ; [29.64 84.36],0
r4,1,0.270709,1.213152,[29  8] ; [80 36],[26.35947712 10.64052288] ; [82.64052288 33.35947712],0
p3,1,0.285499,1.140727,[15 22] ; [36 80],[12.33333333 24.66666667] ; [38.66666667 77.33333333],0
a4,1,0.301038,1.06959,[ 7 30] ; [ 14 101],[ 5.11184211 31.88815789] ; [15.88815789 99.11184211],0
d3,1,0.320996,0.984886,[21 16] ; [54 60],[18.37748344 18.62251656] ; [56.62251656 57.37748344],0
u1,1,0.40101,0.705295,[ 2 35] ; [  3 113],[ 1.20915033 35.79084967] ; [  3.79084967 112.20915033],0
d2,1,0.406608,0.688696,[ 9 28] ; [21 95],[ 7.25490196 29.74509804] ; [22.74509804 93.25490196],0
b2,1,0.429914,0.623056,[ 4 17] ; [18 47],[ 5.37209302 15.62790698] ; [16.62790698 48.37209302],0
b3,1,0.429914,0.623056,[ 4 17] ; [18 47],[ 5.37209302 15.62790698] ; [16.62790698 48.37209302],0
n6,1,0.435396,0.608388,[28  9] ; [80 36],[26.11764706 10.88235294] ; [81.88235294 34.11764706],0
n4,1,0.464951,0.533949,[22 15] ; [61 55],[20.07189542 16.92810458] ; [62.92810458 53.07189542],0
s1,1,0.48269,0.492779,[ 3 33] ; [  6 110],[ 2.13157895 33.86842105] ; [  6.86842105 109.13157895],0
s8,1,0.489935,0.47667,[10 27] ; [25 91],[ 8.46405229 28.53594771] ; [26.53594771 89.46405229],0
u2,1,0.504879,0.444666,[11  8] ; [37 38],[9.70212766 9.29787234] ; [38.29787234 36.70212766],0
r2,1,0.593325,0.285182,[32  5] ; [96 20],[30.95424837  6.04575163] ; [97.04575163 18.95424837],0
p1,1,0.615666,0.252007,[ 4 31] ; [ 10 106],[ 3.24503311 31.75496689] ; [ 10.75496689 105.24503311],0
p7,1,0.657969,0.196,[19 16] ; [56 56],[17.85714286 17.14285714] ; [57.14285714 54.85714286],0
a6,1,0.684574,0.165023,[18 19] ; [52 64],[16.92810458 20.07189542] ; [53.07189542 62.92810458],0
n3,1,0.69776,0.150813,[6 5] ; [22 14],[6.55319149 4.44680851] ; [21.44680851 14.55319149],0
p8,1,0.726963,0.121918,[16 21] ; [46 69],[15.09210526 21.90789474] ; [46.90789474 68.09210526],0
a7,1,0.804521,0.061257,[22 15] ; [71 44],[22.63815789 14.36184211] ; [70.36184211 44.63815789],0
v3,1,0.817666,0.053153,[ 6 29] ; [18 98],[ 5.56291391 29.43708609] ; [18.43708609 97.56291391],0
