Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.001447,10.144783,[57  8] ; [13 10],[51.70454545 13.29545455] ; [18.29545455  4.70454545],0
r1,1,0.001707,9.84081,[55 10] ; [12 11],[49.48863636 15.51136364] ; [17.51136364  5.48863636],0
d2,1,0.003692,8.429578,[37 28] ; [ 5 18],[31.02272727 33.97727273] ; [10.97727273 12.02272727],0
r2,1,0.004473,8.081032,[63  2] ; [18  5],[59.82954545  5.17045455] ; [21.17045455  1.82954545],0
d1,1,0.004568,8.043084,[42 23] ; [ 7 16],[36.19318182 28.80681818] ; [12.80681818 10.19318182],0
a7,1,0.005876,7.588035,[53 12] ; [12 11],[48.01136364 16.98863636] ; [16.98863636  6.01136364],0
n4,1,0.016281,5.772262,[51 14] ; [12 11],[46.53409091 18.46590909] ; [16.46590909  6.53409091],0
v1,1,0.020151,5.398782,[37 26] ; [ 7 16],[32.23255814 30.76744186] ; [11.76744186 11.23255814],0
s7,1,0.022919,5.174626,[30 31] ; [ 5 18],[25.41666667 35.58333333] ; [ 9.58333333 13.41666667],0
d5,1,0.025363,4.998963,[50 15] ; [12 11],[45.79545455 19.20454545] ; [16.20454545  6.79545455],0
v2,1,0.025585,4.983826,[38 26] ; [ 7 15],[33.48837209 30.51162791] ; [11.51162791 10.48837209],0
s2,1,0.025698,4.976212,[33 29] ; [ 6 17],[28.44705882 33.55294118] ; [10.55294118 12.44705882],0
a4,1,0.027198,4.878195,[29 36] ; [ 4 18],[24.65517241 40.34482759] ; [ 8.34482759 13.65517241],0
a3,1,0.03687,4.356385,[43 22] ; [ 9 13],[38.85057471 26.14942529] ; [13.14942529  8.85057471],0
p11,1,0.038037,4.303352,[49 16] ; [12 11],[45.05681818 19.94318182] ; [15.94318182  7.05681818],0
p4,1,0.062993,3.456769,[40 25] ; [ 9 14],[36.19318182 28.80681818] ; [12.80681818 10.19318182],0
a6,1,0.066652,3.363593,[45 20] ; [11 12],[41.36363636 23.63636364] ; [14.63636364  8.36363636],0
u3,1,0.101848,2.67637,[14  8] ; [5 9],[11.61111111 10.38888889] ; [7.38888889 6.61111111],0
p3,1,0.106807,2.600836,[29 35] ; [ 6 17],[25.74712644 38.25287356] ; [ 9.25287356 13.74712644],0
r3,1,0.107144,2.595853,[61  4] ; [19  4],[59.09090909  5.90909091] ; [20.90909091  2.09090909],0
r4,1,0.119018,2.430196,[59  6] ; [18  5],[56.875  8.125] ; [20.125  2.875],0
n5,1,0.137354,2.207358,[50 15] ; [14  9],[47.27272727 17.72727273] ; [16.72727273  6.27272727],0
d3,1,0.141081,2.166134,[45 20] ; [12 11],[42.10227273 22.89772727] ; [14.89772727  8.10227273],0
v4,1,0.168145,1.899405,[62  3] ; [20  3],[60.56818182  4.43181818] ; [21.43181818  1.56818182],0
v3,1,0.179135,1.804787,[26 39] ; [ 5 16],[23.43023256 41.56976744] ; [ 7.56976744 13.43023256],0
s5,1,0.191858,1.703296,[13 47] ; [ 2 20],[10.97560976 49.02439024] ; [ 4.02439024 17.97560976],0
b3,1,0.273865,1.197285,[15 24] ; [2 8],[13.53061224 25.46938776] ; [3.46938776 6.53061224],0
b2,1,0.273865,1.197285,[15 24] ; [2 8],[13.53061224 25.46938776] ; [3.46938776 6.53061224],0
p9,1,0.408475,0.683234,[54 10] ; [21  2],[55.17241379  8.82758621] ; [19.82758621  3.17241379],0
b5,1,0.411637,0.674069,[36 29] ; [15  8],[37.67045455 27.32954545] ; [13.32954545  9.67045455],0
