Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.017572,5.638279,[3 5] ; [ 6 62],[0.94736842 7.05263158] ; [ 8.05263158 59.94736842],0
b5,1,0.044068,4.053971,[8 1] ; [42 36],[5.17241379 3.82758621] ; [44.82758621 33.17241379],0
s2,1,0.082477,3.015409,[6 2] ; [33 44],[3.67058824 4.32941176] ; [35.32941176 41.67058824],0
a3,1,0.093749,2.808789,[3 6] ; [48 29],[5.3372093 3.6627907] ; [45.6627907 31.3372093],0
d3,1,0.10475,2.631691,[8 1] ; [48 30],[5.79310345 3.20689655] ; [50.20689655 27.79310345],0
s6,1,0.116684,2.461278,[6 1] ; [43 35],[4.03529412 2.96470588] ; [44.96470588 33.03529412],0
r1,1,0.132707,2.260545,[5 4] ; [61 17],[6.82758621 2.17241379] ; [59.17241379 18.82758621],0
d5,1,0.193792,1.688549,[8 1] ; [53 25],[6.31034483 2.68965517] ; [54.68965517 23.31034483],0
n4,1,0.217214,1.52268,[8 1] ; [54 24],[6.4137931 2.5862069] ; [55.5862069 22.4137931],0
s3,1,0.256704,1.286444,[6 3] ; [35 40],[4.39285714 4.60714286] ; [36.60714286 38.39285714],0
p6,1,0.378069,0.776971,[3 6] ; [16 62],[1.96551724 7.03448276] ; [17.03448276 60.96551724],0
v3,1,0.385482,0.753145,[2 7] ; [28 48],[3.17647059 5.82352941] ; [26.82352941 49.17647059],0
u1,1,0.438643,0.599829,[2 7] ; [10 68],[1.24137931 7.75862069] ; [10.75862069 67.24137931],0
p10,1,0.44412,0.585613,[8 1] ; [60 17],[7.11627907 1.88372093] ; [60.88372093 16.11627907],0
d4,1,0.453743,0.561285,[8 1] ; [61 17],[7.13793103 1.86206897] ; [61.86206897 16.13793103],0
u3,1,0.45536,0.557276,[4 2] ; [15 15],[3.16666667 2.83333333] ; [15.83333333 14.16666667],0
d1,1,0.463994,0.536243,[6 3] ; [42 36],[4.96551724 4.03448276] ; [43.03448276 34.96551724],0
s1,1,0.465261,0.533208,[1 8] ; [ 4 74],[0.51724138 8.48275862] ; [ 4.48275862 73.51724138],0
b1,1,0.546171,0.364221,[2 7] ; [25 53],[2.79310345 6.20689655] ; [24.20689655 53.79310345],0
p2,1,0.551606,0.354449,[8 1] ; [63 15],[7.34482759 1.65517241] ; [63.65517241 14.34482759],0
d2,1,0.592641,0.286239,[5 4] ; [36 42],[4.24137931 4.75862069] ; [36.75862069 41.24137931],0
p11,1,0.595845,0.281308,[7 2] ; [54 24],[6.31034483 2.68965517] ; [54.68965517 23.31034483],0
a5,1,0.620257,0.245506,[6 3] ; [58 20],[6.62068966 2.37931034] ; [57.37931034 20.62068966],0
s8,1,0.635095,0.225215,[4 5] ; [28 49],[3.34883721 5.65116279] ; [28.65116279 48.34883721],0
a4,1,0.635095,0.225215,[4 5] ; [28 49],[3.34883721 5.65116279] ; [28.65116279 48.34883721],0
v2,1,0.642086,0.216024,[4 5] ; [40 36],[4.65882353 4.34117647] ; [39.34117647 36.65882353],0
u2,1,0.650147,0.205714,[4 2] ; [17 13],[3.5 2.5] ; [17.5 12.5],0
a2,1,0.676111,0.174537,[2 7] ; [13 65],[1.55172414 7.44827586] ; [13.44827586 64.55172414],0
p3,1,0.687577,0.161721,[3 6] ; [31 46],[3.55813953 5.44186047] ; [30.44186047 46.55813953],0
n5,1,0.703763,0.144587,[7 2] ; [56 22],[6.51724138 2.48275862] ; [56.48275862 21.51724138],0
b4,1,0.709009,0.139268,[6 3] ; [47 31],[5.48275862 3.51724138] ; [47.51724138 30.48275862],0
r2,1,0.721067,0.127473,[8 1] ; [72  6],[8.27586207 0.72413793] ; [71.72413793  6.27586207],0
v1,1,0.752599,0.09936,[5 4] ; [38 38],[4.55294118 4.44705882] ; [38.44705882 37.55294118],0
a6,1,0.82076,0.051333,[6 3] ; [49 29],[5.68965517 3.31034483] ; [49.31034483 28.68965517],0
r3,1,0.833628,0.044121,[8 1] ; [71  7],[8.17241379 0.82758621] ; [70.82758621  7.17241379],0
s7,1,0.858028,0.032,[4 5] ; [31 44],[3.75 5.25] ; [31.25 43.75],0
p9,1,0.873322,0.025421,[8 1] ; [67 10],[7.84883721 1.15116279] ; [67.15116279  9.84883721],0
p5,1,0.883837,0.021347,[1 8] ; [10 68],[1.13793103 7.86206897] ; [ 9.86206897 68.13793103],0
r4,1,0.883837,0.021347,[8 1] ; [68 10],[7.86206897 1.13793103] ; [68.13793103  9.86206897],0
s5,1,0.91478,0.011452,[1 5] ; [14 62],[1.09756098 4.90243902] ; [13.90243902 62.09756098],0
p4,1,0.980526,0.000596,[5 4] ; [43 35],[4.96551724 4.03448276] ; [43.03448276 34.96551724],0
