Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.001357,10.263546,[196  81] ; [29 30],[185.49107143  91.50892857] ; [39.50892857 19.49107143],0
v2,1,0.003005,8.804253,[145 115] ; [19 37],[134.93670886 125.06329114] ; [29.06329114 26.93670886],0
a3,1,0.006205,7.48966,[195  80] ; [31 28],[186.07784431  88.92215569] ; [39.92215569 19.07784431],0
p1,1,0.009075,6.807946,[ 10 265] ; [ 7 52],[ 13.99700599 261.00299401] ; [ 3.00299401 55.99700599],0
s4,1,0.015618,5.84538,[ 39 235] ; [16 43],[ 45.25525526 228.74474474] ; [ 9.74474474 49.25525526],0
d1,1,0.022205,5.229653,[144 133] ; [21 38],[136.02678571 140.97321429] ; [28.97321429 30.02678571],0
a2,1,0.022737,5.188492,[ 59 218] ; [ 5 54],[ 52.76190476 224.23809524] ; [11.23809524 47.76190476],0
d4,1,0.023527,5.12918,[223  52] ; [40 19],[216.54191617  58.45808383] ; [46.45808383 12.54191617],0
b1,1,0.026886,4.89809,[108 169] ; [14 45],[100.57738095 176.42261905] ; [21.42261905 37.57738095],0
a8,1,0.028728,4.78382,[ 43 213] ; [ 3 53],[ 37.74358974 218.25641026] ; [ 8.25641026 47.74358974],0
v1,1,0.037359,4.333955,[128 144] ; [19 40],[120.79758308 151.20241692] ; [26.20241692 32.79758308],0
u1,1,0.044558,4.035273,[ 41 236] ; [ 3 56],[ 36.27380952 240.72619048] ; [ 7.72619048 51.27380952],0
s7,1,0.05505,3.680568,[109 156] ; [16 42],[102.55417957 162.44582043] ; [22.44582043 35.55417957],0
n4,1,0.058288,3.58544,[194  82] ; [34 25],[187.84477612  88.15522388] ; [40.15522388 18.84477612],0
p9,1,0.072484,3.225848,[208  62] ; [50  7],[213.02752294  56.97247706] ; [44.97247706 12.02752294],0
n6,1,0.08522,2.962417,[216  60] ; [52  7],[220.8  55.2] ; [47.2 11.8],0
a6,1,0.100506,2.697499,[189  86] ; [34 25],[183.60778443  91.39221557] ; [39.39221557 19.60778443],0
d3,1,0.108005,2.583166,[174 102] ; [30 28],[168.5748503 107.4251497] ; [35.4251497 22.5748503],0
a4,1,0.111836,2.528079,[115 161] ; [18 41],[109.5761194 166.4238806] ; [23.4238806 35.5761194],0
u3,1,0.120331,2.413006,[49 33] ; [12 16],[45.47272727 36.52727273] ; [15.52727273 12.47272727],0
s8,1,0.159643,1.9776,[106 169] ; [17 42],[101.27245509 173.72754491] ; [21.72754491 37.27245509],0
n2,1,0.172394,1.862,[57 18] ; [18  2],[59.21052632 15.78947368] ; [15.78947368  4.21052632],0
u4,1,0.183928,1.7656,[  3 274] ; [ 2 57],[  4.12202381 272.87797619] ; [ 0.87797619 58.12202381],0
b5,1,0.18728,1.738888,[172 105] ; [42 17],[176.42261905 100.57738095] ; [37.57738095 21.42261905],0
d2,1,0.190937,1.710371,[116 160] ; [19 39],[111.55688623 164.44311377] ; [23.44311377 34.55688623],0
s6,1,0.207615,1.587982,[163 109] ; [29 28],[158.73556231 113.26443769] ; [33.26443769 23.73556231],0
p10,1,0.220504,1.501091,[195  78] ; [46 12],[198.77039275  74.22960725] ; [42.22960725 15.77039275],0
p2,1,0.239579,1.383071,[204  73] ; [39 20],[200.33035714  76.66964286] ; [42.66964286 16.33035714],0
u2,1,0.295448,1.094627,[44 37] ; [12 16],[41.6146789 39.3853211] ; [14.3853211 13.6146789],0
p6,1,0.33211,0.940651,[ 47 224] ; [13 44],[ 49.57317073 221.42682927] ; [10.42682927 46.57317073],0
n5,1,0.372122,0.796567,[180  95] ; [35 24],[177.02095808  97.97904192] ; [37.97904192 21.02095808],0
a7,1,0.379892,0.771052,[193  84] ; [37 21],[190.17910448  86.82089552] ; [39.82089552 18.17910448],0
r2,1,0.426273,0.632955,[272   5] ; [56  2],[271.2119403   5.7880597] ; [56.7880597  1.2119403],0
s3,1,0.460906,0.543694,[144 129] ; [28 31],[141.43373494 131.56626506] ; [30.56626506 28.43373494],0
p12,1,0.502667,0.449301,[ 15 257] ; [ 2 57],[ 13.96978852 258.03021148] ; [ 3.03021148 55.96978852],0
p7,1,0.514054,0.425807,[134 132] ; [26 31],[131.76470588 134.23529412] ; [28.23529412 28.76470588],0
s1,1,0.522705,0.408552,[  9 263] ; [ 1 57],[  8.24242424 263.75757576] ; [ 1.75757576 56.24242424],0
a1,1,0.523562,0.406872,[  9 268] ; [ 1 58],[  8.24404762 268.75595238] ; [ 1.75595238 57.24404762],0
b4,1,0.540583,0.374461,[157 120] ; [36 23],[159.11011905 117.88988095] ; [33.88988095 25.11011905],0
n3,1,0.628557,0.234023,[55 18] ; [14  6],[54.16129032 18.83870968] ; [14.83870968  5.16129032],0
