Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.010991,6.466837,[1 1] ; [ 1 27],[0.13333333 1.86666667] ; [ 1.86666667 26.13333333],0
p1,1,0.114344,2.493132,[1 1] ; [ 3 25],[0.26666667 1.73333333] ; [ 3.73333333 24.26666667],0
s8,1,0.19043,1.714286,[1 1] ; [ 4 24],[0.33333333 1.66666667] ; [ 4.66666667 23.33333333],0
a8,1,0.203708,1.615586,[1 1] ; [ 4 23],[0.34482759 1.65517241] ; [ 4.65517241 22.34482759],0
a2,1,0.272254,1.205357,[1 1] ; [ 5 23],[0.4 1.6] ; [ 5.6 22.4],0
p6,1,0.288916,1.124665,[1 1] ; [ 5 22],[0.4137931 1.5862069] ; [ 5.5862069 21.4137931],0
v3,1,0.288916,1.124665,[1 1] ; [ 5 22],[0.4137931 1.5862069] ; [ 5.5862069 21.4137931],0
v1,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
s2,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
p7,1,0.439882,0.596591,[1 1] ; [ 7 21],[0.53333333 1.46666667] ; [ 7.46666667 20.53333333],0
r3,1,0.522903,0.408163,[1 1] ; [20  8],[1.4 0.6] ; [19.6  8.4],0
b4,1,0.522903,0.408163,[1 1] ; [20  8],[1.4 0.6] ; [19.6  8.4],0
s7,1,0.603332,0.27,[1 1] ; [ 8 17],[0.66666667 1.33333333] ; [ 8.33333333 16.66666667],0
p3,1,0.604773,0.267857,[1 1] ; [ 9 19],[0.66666667 1.33333333] ; [ 9.33333333 18.66666667],0
r4,1,0.685458,0.164046,[1 1] ; [10 18],[0.73333333 1.26666667] ; [10.26666667 17.73333333],0
p4,1,0.685458,0.164046,[1 1] ; [10 18],[0.73333333 1.26666667] ; [10.26666667 17.73333333],0
p2,1,0.715441,0.132903,[1 1] ; [10 17],[0.75862069 1.24137931] ; [10.24137931 16.75862069],0
b1,1,0.843876,0.038785,[1 1] ; [16 12],[1.13333333 0.86666667] ; [15.86666667 12.13333333],0
n6,1,0.878842,0.023237,[1 1] ; [15 12],[1.10344828 0.89655172] ; [14.89655172 12.10344828],0
p9,1,0.916299,0.011045,[1 1] ; [12 14],[0.92857143 1.07142857] ; [12.07142857 13.92857143],0
v2,1,0.922085,0.009566,[1 1] ; [15 13],[1.06666667 0.93333333] ; [14.93333333 13.06666667],0
b5,1,0.922085,0.009566,[1 1] ; [15 13],[1.06666667 0.93333333] ; [14.93333333 13.06666667],0
s3,1,0.959668,0.002557,[1 1] ; [14 13],[1.03448276 0.96551724] ; [13.96551724 13.03448276],0
p10,1,0.959668,0.002557,[1 1] ; [13 14],[0.96551724 1.03448276] ; [13.03448276 13.96551724],0
