Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.5e-05,18.72245,[20  4] ; [11 29],[11.625 12.375] ; [19.375 20.625],1
s6,1,0.004448,8.09135,[20  4] ; [19 21],[14.625  9.375] ; [24.375 15.625],0
s8,1,0.007661,7.111111,[14 10] ; [10 30],[ 9. 15.] ; [15. 25.],0
s4,1,0.020827,5.341235,[ 7 17] ; [ 3 37],[ 3.75 20.25] ; [ 6.25 33.75],0
p6,1,0.027019,4.889583,[13 11] ; [10 28],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
n4,1,0.031035,4.651051,[ 6 18] ; [21 19],[10.125 13.875] ; [16.875 23.125],0
a3,1,0.03239,4.577734,[ 9 15] ; [26 14],[13.125 10.875] ; [21.875 18.125],0
r4,1,0.044907,4.022122,[16  8] ; [35  5],[19.125  4.875] ; [31.875  8.125],0
a4,1,0.048492,3.892866,[ 3 21] ; [14 26],[ 6.375 17.625] ; [10.625 29.375],0
d3,1,0.077266,3.121501,[19  5] ; [23 17],[15.75  8.25] ; [26.25 13.75],0
d4,1,0.077389,3.118908,[20  4] ; [25 15],[16.875  7.125] ; [28.125 11.875],0
s7,1,0.100536,2.697021,[11 12] ; [10 27],[ 8.05 14.95] ; [12.95 24.05],0
a2,1,0.11842,2.438095,[ 1 23] ; [ 7 33],[ 3. 21.] ; [ 5. 35.],0
p4,1,0.148252,2.090148,[17  7] ; [21 19],[14.25  9.75] ; [23.75 16.25],0
r1,1,0.172645,1.859829,[17  7] ; [34  6],[19.125  4.875] ; [31.875  8.125],0
u2,1,0.183677,1.767619,[12  3] ; [8 6],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
n3,1,0.206969,1.5925,[2 3] ; [6 2],[3.07692308 1.92307692] ; [4.92307692 3.07692308],0
v2,1,0.227659,1.455431,[10 13] ; [22 15],[12.26666667 10.73333333] ; [19.73333333 17.26666667],0
p1,1,0.268176,1.226054,[ 1 23] ; [ 5 35],[ 2.25 21.75] ; [ 3.75 36.25],0
a8,1,0.280099,1.166608,[ 2 20] ; [ 1 36],[ 1.11864407 20.88135593] ; [ 1.88135593 35.11864407],0
b4,1,0.3017,1.066667,[10 14] ; [22 18],[12. 12.] ; [20. 20.],0
n5,1,0.389803,0.739556,[11 13] ; [14 26],[ 9.375 14.625] ; [15.625 24.375],0
a5,1,0.389803,0.739556,[13 11] ; [26 14],[14.625  9.375] ; [24.375 15.625],0
r3,1,0.399876,0.708701,[23  1] ; [36  4],[22.125  1.875] ; [36.875  3.125],0
d5,1,0.401977,0.702404,[17  7] ; [32  8],[18.375  5.625] ; [30.625  9.375],0
d2,1,0.403395,0.698182,[ 6 18] ; [14 26],[ 7.5 16.5] ; [12.5 27.5],0
a7,1,0.403395,0.698182,[15  9] ; [29 11],[16.5  7.5] ; [27.5 12.5],0
n1,1,0.428537,0.626786,[2 3] ; [5 3],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
u3,1,0.430223,0.622222,[10  4] ; [8 6],[9. 5.] ; [9. 5.],0
s5,1,0.470302,0.521267,[ 6 18] ; [ 7 33],[ 4.875 19.125] ; [ 8.125 31.875],0
v4,1,0.470503,0.520795,[20  3] ; [37  3],[20.80952381  2.19047619] ; [36.19047619  3.80952381],0
p9,1,0.472854,0.515298,[16  8] ; [30 10],[17.25  6.75] ; [28.75 11.25],0
p11,1,0.472854,0.515298,[16  8] ; [30 10],[17.25  6.75] ; [28.75 11.25],0
d1,1,0.559545,0.340493,[12 12] ; [17 23],[10.875 13.125] ; [18.125 21.875],0
v1,1,0.590028,0.290301,[ 9 14] ; [18 21],[10.01612903 12.98387097] ; [16.98387097 22.01612903],0
p3,1,0.605577,0.266667,[11 13] ; [21 19],[12. 12.] ; [20. 20.],0
b1,1,0.605577,0.266667,[11 13] ; [21 19],[12. 12.] ; [20. 20.],0
p12,1,0.710644,0.137634,[ 1 23] ; [ 1 39],[ 0.75 23.25] ; [ 1.25 38.75],0
p7,1,0.714794,0.133536,[16  6] ; [30  9],[16.59016393  5.40983607] ; [29.40983607  9.59016393],0
p10,1,0.71483,0.1335,[17  7] ; [30 10],[17.625  6.375] ; [29.375 10.625],0
a6,1,0.78061,0.077576,[17  7] ; [27 13],[16.5  7.5] ; [27.5 12.5],0
r2,1,0.802533,0.062535,[19  4] ; [34  6],[19.34920635  3.65079365] ; [33.65079365  6.34920635],0
b2,1,0.870754,0.026472,[ 4 12] ; [ 5 17],[ 3.78947368 12.21052632] ; [ 5.21052632 16.78947368],0
b3,1,0.870754,0.026472,[ 4 12] ; [ 5 17],[ 3.78947368 12.21052632] ; [ 5.21052632 16.78947368],0
s1,1,0.87864,0.023315,[ 1 23] ; [ 2 38],[ 1.125 22.875] ; [ 1.875 38.125],0
u1,1,0.87864,0.023315,[ 1 23] ; [ 2 38],[ 1.125 22.875] ; [ 1.875 38.125],0
v3,1,0.885549,0.020718,[ 8 16] ; [12 26],[ 7.74193548 16.25806452] ; [12.25806452 25.74193548],0
b5,1,0.891896,0.01847,[16  8] ; [26 14],[15.75  8.25] ; [26.25 13.75],0
p2,1,0.936062,0.006435,[19  5] ; [32  8],[19.125  4.875] ; [31.875  8.125],0
