Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,60.384358,[221  10] ; [57 34],[199.43478261  31.56521739] ; [78.56521739 12.43478261],1
r4,1,0.0,50.929195,[200  33] ; [44 48],[174.92923077  58.07076923] ; [69.07076923 22.92923077],1
p2,1,0.0,46.578327,[189  41] ; [40 51],[164.08099688  65.91900312] ; [64.91900312 26.08099688],1
p10,1,0.0,44.188714,[176  54] ; [33 56],[150.68965517  79.31034483] ; [58.31034483 30.68965517],1
p9,1,0.0,35.332427,[182  49] ; [38 48],[160.31545741  70.68454259] ; [59.68454259 26.31545741],1
n6,1,0.0,34.407467,[189  43] ; [44 46],[167.8757764  64.1242236] ; [65.1242236 24.8757764],1
v4,1,0.0,26.053358,[215  17] ; [64 26],[201.01863354  30.98136646] ; [77.98136646 12.01863354],1
v2,1,2e-06,22.919281,[128  95] ; [24 64],[108.9903537 114.0096463] ; [43.0096463 44.9903537],1
p4,1,5e-06,20.834515,[117 114] ; [20 69],[ 98.896875 132.103125] ; [38.103125 50.896875],1
r1,1,1.5e-05,18.763249,[177  56] ; [46 44],[160.86377709  72.13622291] ; [62.13622291 27.86377709],1
r2,1,2.1e-05,18.091316,[214  17] ; [67 22],[202.846875  28.153125] ; [78.153125 10.846875],1
p7,1,4.6e-05,16.616819,[136  94] ; [30 59],[119.68652038 110.31347962] ; [46.31347962 42.68652038],1
v1,1,0.000225,13.61326,[109 119] ; [23 68],[ 94.34482759 133.65517241] ; [37.65517241 53.34482759],1
p8,1,0.000432,12.38832,[112 118] ; [24 65],[ 98.05642633 131.94357367] ; [37.94357367 51.05642633],1
p3,1,0.000586,11.821342,[ 99 132] ; [20 70],[ 85.63551402 145.36448598] ; [33.36448598 56.63551402],1
s1,1,0.002684,9.010913,[  4 226] ; [ 8 83],[  8.59813084 221.40186916] ; [ 3.40186916 87.59813084],0
n3,1,0.003362,8.599641,[47 14] ; [15 17],[40.66666667 20.33333333] ; [21.33333333 10.66666667],0
a1,1,0.005274,7.782939,[  6 227] ; [ 9 83],[ 10.75384615 222.24615385] ; [ 4.24615385 87.75384615],0
s8,1,0.006786,7.328794,[ 50 183] ; [ 8 84],[ 41.58153846 191.41846154] ; [16.41846154 75.58153846],0
d5,1,0.011279,6.420857,[177  56] ; [57 35],[167.76  65.24] ; [66.24 25.76],0
v3,1,0.01684,5.712982,[ 83 140] ; [20 67],[ 74.09354839 148.90645161] ; [28.90645161 58.09354839],0
n4,1,0.017064,5.689761,[170  63] ; [54 37],[161.08641975  71.91358025] ; [62.91358025 28.08641975],0
a5,1,0.018522,5.546062,[159  74] ; [50 42],[149.83692308  83.16307692] ; [59.16307692 32.83692308],0
u3,1,0.019324,5.471984,[38 36] ; [10 26],[32.29090909 41.70909091] ; [15.70909091 20.29090909],0
b1,1,0.023317,5.14472,[ 87 146] ; [47 45],[ 96.06769231 136.93230769] ; [37.93230769 54.06769231],0
u2,1,0.024226,5.078414,[39 34] ; [11 25],[33.48623853 39.51376147] ; [16.51376147 19.48623853],0
p5,1,0.02836,4.806035,[ 17 213] ; [ 1 89],[ 12.9375 217.0625] ; [ 5.0625 84.9375],0
d4,1,0.038634,4.27687,[179  53] ; [60 31],[171.66563467  60.33436533] ; [67.33436533 23.66563467],0
d1,1,0.049035,3.874167,[127 106] ; [39 53],[119.00923077 113.99076923] ; [46.99076923 45.00923077],0
a7,1,0.056488,3.637598,[161  71] ; [53 38],[153.70897833  78.29102167] ; [60.29102167 30.70897833],0
p6,1,0.059495,3.551407,[ 59 169] ; [14 74],[ 52.67088608 175.32911392] ; [20.32911392 67.67088608],0
s7,1,0.083917,2.987364,[ 51 168] ; [12 72],[ 45.53465347 173.46534653] ; [17.46534653 66.53465347],0
n2,1,0.086108,2.945672,[43 17] ; [19 16],[39.15789474 20.84210526] ; [22.84210526 12.15789474],0
d3,1,0.117957,2.444237,[145  88] ; [48 43],[138.79320988  94.20679012] ; [54.20679012 36.79320988],0
s2,1,0.122281,2.387865,[ 44 186] ; [11 81],[ 39.28571429 190.71428571] ; [15.71428571 76.28571429],0
s5,1,0.141579,2.160711,[ 31 197] ; [ 7 84],[ 27.15987461 200.84012539] ; [10.84012539 80.15987461],0
p1,1,0.159751,1.976579,[ 24 207] ; [ 5 87],[ 20.73993808 210.26006192] ; [ 8.26006192 83.73993808],0
n5,1,0.189002,1.725384,[155  76] ; [54 37],[149.93478261  81.06521739] ; [59.06521739 31.93478261],0
