Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,77.943387,[ 50 182] ; [198 138],[101.29577465 130.70422535] ; [146.70422535 189.29577465],1
v1,1,0.0,32.5317,[ 99 133] ; [225 112],[132.10544815  99.89455185] ; [191.89455185 145.10544815],1
r3,1,0.003198,8.691016,[216  20] ; [331  10],[223.72963605  12.27036395] ; [323.27036395  17.72963605],0
p9,1,0.003722,8.414929,[188  47] ; [300  38],[200.13961606  34.86038394] ; [287.86038394  50.13961606],0
d4,1,0.003731,8.410416,[203  34] ; [319  24],[213.3  23.7] ; [308.7  34.3],0
p10,1,0.003756,8.397985,[182  54] ; [293  46],[194.95652174  41.04347826] ; [280.04347826  58.95652174],0
s7,1,0.012666,6.21517,[108 117] ; [191 134],[122.31818182 102.68181818] ; [176.68181818 148.31818182],0
n3,1,0.013049,6.162492,[35 21] ; [49 10],[40.90434783 15.09565217] ; [43.09565217 15.90434783],0
s8,1,0.015927,5.810873,[102 135] ; [181 159],[116.24090121 120.75909879] ; [166.75909879 173.24090121],0
p7,1,0.018132,5.583313,[141  92] ; [234 100],[154.1005291  78.8994709] ; [220.8994709 113.1005291],0
d1,1,0.020087,5.404326,[159  78] ; [261  83],[171.3253012  65.6746988] ; [248.6746988  95.3253012],0
b1,1,0.031879,4.604991,[105 132] ; [122 222],[ 92.59724613 144.40275387] ; [134.40275387 209.59724613],0
d2,1,0.038955,4.262833,[124 111] ; [210 132],[136.03119584  98.96880416] ; [197.96880416 144.03119584],0
p11,1,0.057522,3.60743,[182  55] ; [286  58],[190.90533563  46.09466437] ; [277.09466437  66.90533563],0
s2,1,0.058892,3.568306,[112 124] ; [188 151],[123.13043478 112.86956522] ; [176.86956522 162.13043478],0
p3,1,0.068522,3.318085,[118 117] ; [198 144],[128.70017331 106.29982669] ; [187.29982669 154.70017331],0
s5,1,0.092506,2.830214,[ 72 158] ; [125 202],[ 81.3464991 148.6535009] ; [115.6535009 211.3464991],0
n2,1,0.096533,2.761905,[38 20] ; [46 12],[42. 16.] ; [42. 16.],0
u1,1,0.097261,2.7499,[ 46 191] ; [ 87 257],[ 54.25301205 182.74698795] ; [ 78.74698795 265.25301205],0
n6,1,0.110126,2.552414,[203  33] ; [308  33],[209.00519931  26.99480069] ; [301.99480069  39.00519931],0
