Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.45016,[3 7] ; [95 15],[8.16666667 1.83333333] ; [89.83333333 20.16666667],1
s6,1,0.004129,8.226339,[2 8] ; [70 36],[6.20689655 3.79310345] ; [65.79310345 40.20689655],0
p2,1,0.006388,7.43757,[6 4] ; [98 11],[8.7394958 1.2605042] ; [95.2605042 13.7394958],0
s3,1,0.008008,7.031575,[1 7] ; [66 43],[4.58119658 3.41880342] ; [62.41880342 46.58119658],0
a6,1,0.009664,6.695799,[1 9] ; [58 52],[4.91666667 5.08333333] ; [54.08333333 55.91666667],0
p11,1,0.013243,6.136364,[5 5] ; [91 19],[8. 2.] ; [88. 22.],0
s2,1,0.015202,5.892857,[1 9] ; [55 55],[4.66666667 5.33333333] ; [51.33333333 58.66666667],0
p7,1,0.027864,4.836449,[4 4] ; [88 19],[6.4 1.6] ; [85.6 21.4],0
d4,1,0.044246,4.047147,[4 6] ; [78 32],[6.83333333 3.16666667] ; [75.16666667 34.83333333],0
n4,1,0.046682,3.956806,[4 6] ; [77 32],[6.80672269 3.19327731] ; [74.19327731 34.80672269],0
d5,1,0.052471,3.760684,[4 6] ; [77 33],[6.75 3.25] ; [74.25 35.75],0
n2,1,0.063487,3.443878,[3 3] ; [18  3],[4.66666667 1.33333333] ; [16.33333333  4.66666667],0
a7,1,0.064945,3.406377,[4 6] ; [75 34],[6.63865546 3.36134454] ; [72.36134454 36.63865546],0
p6,1,0.069344,3.29848,[2 8] ; [53 53],[4.74137931 5.25862069] ; [50.25862069 55.74137931],0
b4,1,0.096962,2.754821,[8 2] ; [58 52],[5.5 4.5] ; [60.5 49.5],0
u2,1,0.110253,2.550587,[5 1] ; [29 30],[3.13846154 2.86153846] ; [30.86153846 28.13846154],0
n6,1,0.123462,2.372846,[6 4] ; [88 21],[7.89915966 2.10084034] ; [86.10084034 22.89915966],0
s7,1,0.134648,2.238081,[2 7] ; [51 55],[4.14782609 4.85217391] ; [48.85217391 57.14782609],0
n5,1,0.135444,2.228976,[5 5] ; [79 30],[7.05882353 2.94117647] ; [76.94117647 32.05882353],0
v2,1,0.148821,2.084296,[2 7] ; [50 56],[4.06956522 4.93043478] ; [47.93043478 58.06956522],0
p3,1,0.205411,1.603476,[3 7] ; [56 54],[4.91666667 5.08333333] ; [54.08333333 55.91666667],0
p4,1,0.262942,1.253202,[4 5] ; [69 40],[5.56779661 3.43220339] ; [67.43220339 41.56779661],0
r1,1,0.270174,1.215863,[5 5] ; [74 36],[6.58333333 3.41666667] ; [72.41666667 37.58333333],0
d3,1,0.319319,0.991736,[4 6] ; [62 48],[5.5 4.5] ; [60.5 49.5],0
n3,1,0.326109,0.964286,[3 3] ; [15  6],[4. 2.] ; [14.  7.],0
s4,1,0.337205,0.92103,[1 9] ; [25 83],[2.20338983 7.79661017] ; [23.79661017 84.20338983],0
d1,1,0.350201,0.872727,[2 8] ; [38 72],[3.33333333 6.66666667] ; [36.66666667 73.33333333],0
v3,1,0.353405,0.861194,[2 7] ; [40 66],[3.28695652 5.71304348] ; [38.71304348 67.28695652],0
p10,1,0.359121,0.840964,[9 1] ; [83 24],[7.86324786 2.13675214] ; [84.13675214 22.86324786],0
v1,1,0.364811,0.821263,[3 7] ; [48 59],[4.35897436 5.64102564] ; [46.64102564 60.35897436],0
d2,1,0.408961,0.681818,[3 7] ; [21 89],[2. 8.] ; [22. 88.],0
n1,1,0.410214,0.678179,[2 4] ; [11 10],[2.88888889 3.11111111] ; [10.11111111 10.88888889],0
v4,1,0.459568,0.546947,[9 1] ; [103   5],[9.49152542 0.50847458] ; [102.50847458   5.49152542],0
s8,1,0.466635,0.529933,[3 7] ; [46 64],[4.08333333 5.91666667] ; [44.91666667 65.08333333],0
p1,1,0.469552,0.52303,[2 8] ; [13 95],[1.27118644 8.72881356] ; [13.72881356 94.27118644],0
s1,1,0.563111,0.334346,[1 9] ; [  6 103],[0.58823529 9.41176471] ; [  6.41176471 102.58823529],0
b2,1,0.597601,0.278629,[2 5] ; [12 48],[1.46268657 5.53731343] ; [12.53731343 47.46268657],0
b3,1,0.597601,0.278629,[2 5] ; [12 48],[1.46268657 5.53731343] ; [12.53731343 47.46268657],0
b5,1,0.616299,0.251104,[5 5] ; [64 46],[5.75 4.25] ; [63.25 46.75],0
p5,1,0.636421,0.223453,[1 9] ; [17 92],[1.51260504 8.48739496] ; [16.48739496 92.51260504],0
p12,1,0.760719,0.092743,[1 9] ; [  8 101],[0.75630252 9.24369748] ; [  8.24369748 100.75630252],0
b1,1,0.815335,0.054545,[3 7] ; [37 73],[3.33333333 6.66666667] ; [36.66666667 73.33333333],0
u3,1,0.842764,0.039346,[3 3] ; [27 32],[2.76923077 3.23076923] ; [27.23076923 31.76923077],0
p9,1,0.848982,0.036259,[8 2] ; [89 19],[8.22033898 1.77966102] ; [88.77966102 19.22033898],0
r2,1,0.854887,0.033448,[8 1] ; [98 10],[8.15384615 0.84615385] ; [97.84615385 10.15384615],0
a3,1,0.892206,0.018364,[4 5] ; [51 58],[4.19491525 4.80508475] ; [50.80508475 58.19491525],0
