Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,47.618366,[79 32] ; [ 41 106],[51.62790698 59.37209302] ; [68.37209302 78.62790698],1
p7,1,0.0,33.994256,[89 22] ; [65 82],[66.25581395 44.74418605] ; [87.74418605 59.25581395],1
p8,1,0.0,29.766663,[73 38] ; [ 46 100],[51.39688716 59.60311284] ; [67.60311284 78.39688716],1
p6,1,0.000104,15.05599,[43 66] ; [ 26 121],[29.37890625 79.62109375] ; [ 39.62109375 107.37890625],1
s7,1,0.000198,13.852443,[35 70] ; [ 19 122],[23.04878049 81.95121951] ; [ 30.95121951 110.04878049],1
n4,1,0.000531,12.003705,[93 18] ; [96 53],[80.68846154 30.31153846] ; [108.31153846  40.68846154],1
v1,1,0.000616,11.728116,[64 45] ; [55 93],[50.47081712 58.52918288] ; [68.52918288 79.47081712],1
s8,1,0.00124,10.429469,[34 77] ; [ 21 128],[23.48076923 87.51923077] ; [ 31.51923077 117.48076923],0
p10,1,0.001634,9.920576,[91 20] ; [95 53],[79.71428571 31.28571429] ; [106.28571429  41.71428571],0
p1,1,0.001912,9.632396,[14 97] ; [  4 144],[  7.71428571 103.28571429] ; [ 10.28571429 137.71428571],0
n5,1,0.00282,8.920386,[84 27] ; [85 62],[72.70930233 38.29069767] ; [96.29069767 50.70930233],0
v3,1,0.004861,7.930453,[50 57] ; [41 99],[39.42105263 67.57894737] ; [51.57894737 88.42105263],0
a5,1,0.006926,7.291969,[86 25] ; [92 57],[75.99230769 35.00769231] ; [102.00769231  46.99230769],0
p5,1,0.00724,7.21249,[  9 101] ; [  2 146],[  4.68992248 105.31007752] ; [  6.31007752 141.68992248],0
v2,1,0.018557,5.542759,[70 39] ; [69 71],[60.84738956 48.15261044] ; [78.15261044 61.84738956],0
p9,1,0.023911,5.101079,[92 19] ; [104  43],[84.3255814 26.6744186] ; [111.6744186  35.3255814],0
s5,1,0.027097,4.884599,[20 88] ; [ 13 131],[14.14285714 93.85714286] ; [ 18.85714286 125.14285714],0
b1,1,0.056322,3.642498,[47 64] ; [ 46 103],[39.70384615 71.29615385] ; [53.29615385 95.70384615],0
u1,1,0.065798,3.384856,[17 94] ; [ 12 137],[12.38076923 98.61923077] ; [ 16.61923077 132.38076923],0
p2,1,0.068324,3.322837,[95 16] ; [114  35],[89.22692308 21.77307692] ; [119.77307692  29.22692308],0
p11,1,0.088981,2.892707,[95 16] ; [115  34],[89.65384615 21.34615385] ; [120.34615385  28.65384615],0
a7,1,0.100682,2.694711,[86 25] ; [101  47],[80.14285714 30.85714286] ; [106.85714286  41.14285714],0
p12,1,0.121479,2.398148,[  5 106] ; [  2 146],[  3. 108.] ; [  4. 144.],0
n3,1,0.174038,1.847811,[13  1] ; [32 10],[11.25  2.75] ; [33.75  8.25],0
n2,1,0.186322,1.746465,[12  2] ; [29 14],[10.07017544  3.92982456] ; [30.92982456 12.07017544],0
n6,1,0.188973,1.725604,[91 20] ; [112  37],[86.66538462 24.33461538] ; [116.33461538  32.66538462],0
b2,1,0.191093,1.709168,[33 40] ; [29 54],[29.01282051 43.98717949] ; [32.98717949 50.01282051],0
b3,1,0.191093,1.709168,[33 40] ; [29 54],[29.01282051 43.98717949] ; [32.98717949 50.01282051],0
a6,1,0.220322,1.502271,[83 28] ; [101  48],[78.55384615 32.44615385] ; [105.44615385  43.55384615],0
d2,1,0.220584,1.500568,[44 66] ; [71 78],[48.84169884 61.15830116] ; [66.15830116 82.84169884],0
a1,1,0.229678,1.442854,[  4 107] ; [  2 147],[  2.56153846 108.43846154] ; [  3.43846154 145.56153846],0
s1,1,0.290418,1.117685,[  1 110] ; [  4 142],[  2.15953307 108.84046693] ; [  2.84046693 143.15953307],0
b5,1,0.339161,0.913599,[62 49] ; [92 57],[65.74615385 45.25384615] ; [88.25384615 60.74615385],0
d4,1,0.360175,0.837284,[84 27] ; [119  29],[87. 24.] ; [116.  32.],0
r3,1,0.398448,0.713006,[109   2] ; [148   1],[109.71923077   1.28076923] ; [147.28076923   1.71923077],0
u3,1,0.429885,0.623135,[20 14] ; [24 24],[18.24390244 15.75609756] ; [25.75609756 22.24390244],0
a2,1,0.437799,0.602045,[22 89] ; [ 24 125],[19.63846154 91.36153846] ; [ 26.36153846 122.63846154],0
r2,1,0.44429,0.585178,[107   4] ; [144   3],[107.98837209   3.01162791] ; [143.01162791   3.98837209],0
r1,1,0.521406,0.411111,[92 19] ; [118  30],[90. 21.] ; [120.  28.],0
d1,1,0.630362,0.231571,[57 54] ; [81 68],[58.91538462 52.08461538] ; [79.08461538 69.91538462],0
n1,1,0.701105,0.147325,[ 4 10] ; [14 27],[4.58181818 9.41818182] ; [13.41818182 27.58181818],0
a3,1,0.703925,0.144421,[77 33] ; [101  48],[75.5984556 34.4015444] ; [102.4015444  46.5984556],0
s3,1,0.708941,0.139337,[31 80] ; [ 38 109],[29.68604651 81.31395349] ; [ 39.31395349 107.68604651],0
a8,1,0.735123,0.11446,[12 83] ; [ 16 127],[11.17647059 83.82352941] ; [ 16.82352941 126.17647059],0
d5,1,0.735225,0.114368,[86 25] ; [112  36],[84.85714286 26.14285714] ; [113.14285714  34.85714286],0
s4,1,0.735251,0.114345,[  7 104] ; [ 11 138],[  7.68461538 103.31538462] ; [ 10.31538462 138.68461538],0
s2,1,0.768385,0.086723,[22 89] ; [ 27 120],[21.08139535 89.91860465] ; [ 27.91860465 119.08139535],0
a4,1,0.778072,0.079429,[45 66] ; [63 86],[46.10769231 64.89230769] ; [61.89230769 87.10769231],0
u4,1,0.833867,0.043993,[  1 110] ; [  1 148],[  0.85384615 110.14615385] ; [  1.14615385 147.85384615],0
u2,1,0.86746,0.027851,[18 16] ; [24 23],[17.62962963 16.37037037] ; [24.37037037 22.62962963],0
b4,1,0.875313,0.024622,[60 51] ; [82 67],[60.62307692 50.37692308] ; [81.37692308 67.62307692],0
d3,1,0.939623,0.005737,[73 38] ; [98 50],[73.28571429 37.71428571] ; [97.71428571 50.28571429],0
