Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000657,11.607626,[15 12] ; [88 15],[21.39230769  5.60769231] ; [81.60769231 21.39230769],1
r4,1,0.496855,0.461647,[24  5] ; [92 13],[25.10447761  3.89552239] ; [90.89552239 14.10447761],0
v3,1,0.548823,0.35943,[10 18] ; [31 73],[ 8.6969697 19.3030303] ; [32.3030303 71.6969697],0
b4,1,0.557291,0.344416,[21  8] ; [70 35],[19.69402985  9.30597015] ; [71.30597015 33.69402985],0
d5,1,0.584528,0.298972,[24  5] ; [82 23],[22.94029851  6.05970149] ; [83.05970149 21.94029851],0
a2,1,0.584528,0.298972,[ 5 24] ; [23 82],[ 6.05970149 22.94029851] ; [21.94029851 83.05970149],0
p3,1,0.650604,0.20514,[14 14] ; [57 47],[15.06060606 12.93939394] ; [55.93939394 48.06060606],0
a7,1,0.668495,0.183368,[18 11] ; [69 35],[18.96992481 10.03007519] ; [68.03007519 35.96992481],0
n2,1,0.701671,0.146739,[8 1] ; [15  3],[7.66666667 1.33333333] ; [15.33333333  2.66666667],0
d1,1,0.736592,0.113144,[15 14] ; [58 47],[15.79850746 13.20149254] ; [57.20149254 47.79850746],0
u1,1,0.753245,0.098825,[ 4 25] ; [17 88],[ 4.54477612 24.45522388] ; [16.45522388 88.54477612],0
p4,1,0.828664,0.046835,[16 11] ; [64 40],[16.48854962 10.51145038] ; [63.51145038 40.48854962],0
s7,1,0.843756,0.038845,[10 15] ; [39 64],[ 9.5703125 15.4296875] ; [39.4296875 63.5703125],0
a3,1,0.905308,0.014151,[19  9] ; [70 35],[18.73684211  9.26315789] ; [70.26315789 34.73684211],0
a8,1,0.917415,0.010752,[ 3 24] ; [10 86],[ 2.85365854 24.14634146] ; [10.14634146 85.85365854],0
s6,1,0.918848,0.010381,[22  6] ; [80 23],[21.80152672  6.19847328] ; [80.19847328 22.80152672],0
s2,1,0.922122,0.009557,[16 13] ; [59 46],[16.23134328 12.76865672] ; [58.76865672 46.23134328],0
n1,1,0.946434,0.004514,[3 5] ; [ 7 11],[3.07692308 4.92307692] ; [ 6.92307692 11.07692308],0
a1,1,0.965079,0.001917,[ 2 27] ; [ 7 98],[ 1.94776119 27.05223881] ; [ 7.05223881 97.94776119],0
s3,1,0.979193,0.00068,[16 13] ; [56 45],[16.06153846 12.93846154] ; [55.93846154 45.06153846],0
