Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,81.374659,[10 42] ; [137  23],[36.05660377 15.94339623] ; [110.94339623  49.05660377],1
p2,1,2e-06,22.804086,[25 27] ; [130  29],[38.19905213 13.80094787] ; [116.80094787  42.19905213],1
p11,1,2e-06,22.704575,[20 32] ; [120  41],[34.17840376 17.82159624] ; [105.82159624  55.17840376],1
v1,1,0.000248,13.428981,[10 42] ; [75 81],[21.25 30.75] ; [63.75 92.25],1
a7,1,0.000401,12.527055,[27 25] ; [124  36],[37.03773585 14.96226415] ; [113.96226415  46.03773585],1
d3,1,0.00335,8.606043,[25 27] ; [112  47],[33.76303318 18.23696682] ; [103.23696682  55.76303318],0
b1,1,0.005444,7.725711,[25 27] ; [ 44 117],[16.84507042 35.15492958] ; [ 52.15492958 108.84507042],0
d2,1,0.008421,6.941629,[27 25] ; [ 51 110],[19.04225352 32.95774648] ; [ 58.95774648 102.04225352],0
s6,1,0.009213,6.78115,[22 29] ; [102  58],[29.97156398 21.02843602] ; [94.02843602 65.97156398],0
s1,1,0.010582,6.534253,[ 5 47] ; [  3 158],[ 1.95305164 50.04694836] ; [  6.04694836 154.95305164],0
s2,1,0.013799,6.06369,[15 36] ; [79 82],[22.61320755 28.38679245] ; [71.38679245 89.61320755],0
s8,1,0.013893,6.051673,[ 9 42] ; [ 58 103],[16.11792453 34.88207547] ; [ 50.88207547 110.11792453],0
a6,1,0.02663,4.914627,[26 26] ; [108  53],[32.71361502 19.28638498] ; [101.28638498  59.71361502],0
r4,1,0.029312,4.749202,[39 13] ; [141  20],[43.94366197  8.05633803] ; [136.05633803  24.94366197],0
s5,1,0.065579,3.390355,[10 40] ; [ 53 104],[15.2173913 34.7826087] ; [ 47.7826087 109.2173913],0
a5,1,0.07444,3.182301,[24 28] ; [97 64],[29.5399061 22.4600939] ; [91.4600939 69.5399061],0
n6,1,0.076574,3.136157,[29 23] ; [110  49],[34.25592417 17.74407583] ; [104.74407583  54.25592417],0
s7,1,0.085061,2.965438,[11 39] ; [ 55 102],[15.94202899 34.05797101] ; [ 50.05797101 106.94202899],0
v4,1,0.09099,2.856776,[45  6] ; [152   8],[47.61611374  3.38388626] ; [149.38388626  10.61611374],0
n5,1,0.109941,2.55507,[13 39] ; [ 59 100],[17.74407583 34.25592417] ; [ 54.25592417 104.74407583],0
s3,1,0.110429,2.548077,[21 31] ; [85 75],[26. 26.] ; [80. 80.],0
v3,1,0.12057,2.409906,[ 9 42] ; [ 43 107],[13.19402985 37.80597015] ; [ 38.80597015 111.19402985],0
p3,1,0.129448,2.29911,[14 38] ; [62 99],[18.55399061 33.44600939] ; [ 57.44600939 103.55399061],0
p1,1,0.140973,2.16731,[ 1 51] ; [ 12 146],[ 3.21904762 48.78095238] ; [  9.78095238 148.21904762],0
r3,1,0.144962,2.12448,[46  6] ; [152   9],[48.33802817  3.66197183] ; [149.66197183  11.33802817],0
b2,1,0.178379,1.811079,[ 6 23] ; [26 50],[ 8.83809524 20.16190476] ; [23.16190476 52.83809524],0
b3,1,0.178379,1.811079,[ 6 23] ; [26 50],[ 8.83809524 20.16190476] ; [23.16190476 52.83809524],0
n3,1,0.200211,1.640833,[13 10] ; [40 16],[15.43037975  7.56962025] ; [37.56962025 18.43037975],0
v2,1,0.205964,1.599568,[21 29] ; [79 72],[24.87562189 25.12437811] ; [75.12437811 75.87562189],0
n2,1,0.209138,1.577387,[14  9] ; [42 14],[16.30379747  6.69620253] ; [39.69620253 16.30379747],0
p8,1,0.220186,1.50316,[19 33] ; [74 86],[22.81132075 29.18867925] ; [70.18867925 89.81132075],0
d4,1,0.29747,1.085501,[37 14] ; [128  33],[39.69339623 11.30660377] ; [125.30660377  35.69339623],0
b4,1,0.330184,0.948177,[34 18] ; [93 68],[31.00469484 20.99530516] ; [95.99530516 65.00469484],0
a2,1,0.333383,0.935712,[ 5 47] ; [ 24 137],[ 7.07981221 44.92018779] ; [ 21.92018779 139.07981221],0
p6,1,0.370614,0.801604,[10 41] ; [ 41 118],[12.38571429 38.61428571] ; [ 38.61428571 120.38571429],0
a3,1,0.387963,0.745318,[28 24] ; [97 63],[30.66037736 21.33962264] ; [94.33962264 65.66037736],0
u3,1,0.408379,0.683515,[17  7] ; [38 24],[15.34883721  8.65116279] ; [39.65116279 22.34883721],0
b5,1,0.415848,0.662019,[29 23] ; [100  61],[31.49295775 20.50704225] ; [97.50704225 63.49295775],0
p7,1,0.591373,0.288205,[27 25] ; [86 67],[28.66341463 23.33658537] ; [84.33658537 68.66341463],0
d1,1,0.596531,0.28026,[23 29] ; [78 83],[24.657277 27.342723] ; [76.342723 84.657277],0
r1,1,0.649361,0.206707,[36 16] ; [116  44],[37.28301887 14.71698113] ; [114.71698113  45.28301887],0
s4,1,0.66444,0.188174,[12 40] ; [ 42 119],[13.18309859 38.81690141] ; [ 40.81690141 120.18309859],0
d5,1,0.713751,0.134559,[37 15] ; [118  42],[38.01886792 13.98113208] ; [116.98113208  43.01886792],0
u1,1,0.720865,0.127665,[ 4 48] ; [ 15 146],[ 4.63849765 47.36150235] ; [ 14.36150235 146.63849765],0
a4,1,0.763524,0.090515,[15 37] ; [ 50 111],[15.8685446 36.1314554] ; [ 49.1314554 111.8685446],0
a1,1,0.794535,0.067822,[ 2 50] ; [  5 156],[ 1.70892019 50.29107981] ; [  5.29107981 155.70892019],0
n1,1,0.822914,0.050086,[ 6 17] ; [16 40],[ 6.40506329 16.59493671] ; [15.59493671 40.40506329],0
u2,1,0.937459,0.006156,[13 11] ; [33 29],[12.8372093 11.1627907] ; [33.1627907 28.8372093],0
p4,1,0.951602,0.003684,[23 29] ; [70 90],[22.81132075 29.18867925] ; [70.18867925 89.81132075],0
a8,1,0.965955,0.001822,[ 2 46] ; [  6 143],[ 1.94923858 46.05076142] ; [  6.05076142 142.94923858],0
