Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000685,11.528822,[11  3] ; [ 8 24],[5.7826087 8.2173913] ; [13.2173913 18.7826087],1
p6,1,0.001236,10.435797,[9 5] ; [ 5 26],[4.35555556 9.64444444] ; [ 9.64444444 21.35555556],0
p7,1,0.002989,8.814059,[10  4] ; [ 8 24],[5.47826087 8.52173913] ; [12.52173913 19.47826087],0
s6,1,0.006769,7.333333,[10  2] ; [12 20],[6. 6.] ; [16. 16.],0
a5,1,0.022387,5.21542,[12  2] ; [16 16],[8.52173913 5.47826087] ; [19.47826087 12.52173913],0
s2,1,0.022791,5.184332,[8 6] ; [ 7 24],[4.66666667 9.33333333] ; [10.33333333 20.66666667],0
p8,1,0.022791,5.184332,[8 6] ; [ 7 24],[4.66666667 9.33333333] ; [10.33333333 20.66666667],0
s3,1,0.025251,5.006583,[10  4] ; [11 20],[6.53333333 7.46666667] ; [14.46666667 16.53333333],0
s4,1,0.038603,4.278274,[ 4 10] ; [ 2 30],[ 1.82608696 12.17391304] ; [ 4.17391304 27.82608696],0
b1,1,0.054529,3.696429,[10  4] ; [13 19],[7. 7.] ; [16. 16.],0
p2,1,0.057712,3.601956,[11  3] ; [15 16],[8.08888889 5.91111111] ; [17.91111111 13.08888889],0
p9,1,0.058319,3.584543,[12  2] ; [17 13],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
v1,1,0.065864,3.383195,[7 7] ; [ 7 24],[4.35555556 9.64444444] ; [ 9.64444444 21.35555556],0
d4,1,0.067818,3.335049,[9 5] ; [28  4],[11.26086957  2.73913043] ; [25.73913043  6.26086957],0
p10,1,0.08746,2.920507,[11  3] ; [16 15],[8.4 5.6] ; [18.6 12.4],0
s5,1,0.106791,2.60108,[5 8] ; [ 5 26],[ 2.95454545 10.04545455] ; [ 7.04545455 23.95454545],0
b4,1,0.145877,2.114843,[8 6] ; [25  7],[10.04347826  3.95652174] ; [22.95652174  9.04347826],0
a7,1,0.149006,2.082393,[6 8] ; [21 11],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
r2,1,0.159469,1.979252,[11  3] ; [17 13],[8.90909091 5.09090909] ; [19.09090909 10.90909091],0
s8,1,0.225845,1.466837,[6 8] ; [ 8 24],[4.26086957 9.73913043] ; [ 9.73913043 22.26086957],0
s7,1,0.237971,1.392573,[6 7] ; [ 8 21],[4.33333333 8.66666667] ; [ 9.66666667 19.33333333],0
v2,1,0.246008,1.34583,[10  4] ; [17 15],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
n5,1,0.246008,1.34583,[10  4] ; [17 15],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
u2,1,0.254524,1.298302,[3 2] ; [4 9],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
a2,1,0.264022,1.247545,[ 3 11] ; [ 3 29],[ 1.82608696 12.17391304] ; [ 4.17391304 27.82608696],0
a6,1,0.300723,1.070986,[8 6] ; [13 19],[6.39130435 7.60869565] ; [14.60869565 17.39130435],0
n1,1,0.37472,0.787953,[2 1] ; [5 8],[1.3125 1.6875] ; [5.6875 7.3125],0
v3,1,0.379394,0.772665,[4 9] ; [ 6 26],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
r4,1,0.402756,0.700081,[8 6] ; [14 18],[6.69565217 7.30434783] ; [15.30434783 16.69565217],0
b5,1,0.428207,0.62768,[7 7] ; [20 12],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
u3,1,0.472766,0.515503,[2 3] ; [ 3 10],[1.38888889 3.61111111] ; [3.61111111 9.38888889],0
p12,1,0.500406,0.454075,[ 1 12] ; [ 1 31],[ 0.57777778 12.42222222] ; [ 1.42222222 30.57777778],0
p1,1,0.538652,0.378044,[ 1 13] ; [ 1 31],[ 0.60869565 13.39130435] ; [ 1.39130435 30.60869565],0
p11,1,0.583415,0.300746,[8 6] ; [21 11],[8.82608696 5.17391304] ; [20.17391304 11.82608696],0
a8,1,0.589263,0.291496,[ 2 11] ; [ 7 24],[ 2.65909091 10.34090909] ; [ 6.34090909 24.65909091],0
d5,1,0.624186,0.240028,[10  4] ; [25  7],[10.65217391  3.34782609] ; [24.34782609  7.65217391],0
n6,1,0.648834,0.207373,[10  4] ; [20 11],[9.33333333 4.66666667] ; [20.66666667 10.33333333],0
d2,1,0.69537,0.153333,[7 7] ; [18 14],[7.60869565 6.39130435] ; [17.39130435 14.60869565],0
a3,1,0.753511,0.098604,[9 5] ; [19 13],[8.52173913 5.47826087] ; [19.47826087 12.52173913],0
a4,1,0.766317,0.088326,[5 9] ; [10 22],[4.56521739 9.43478261] ; [10.43478261 21.56521739],0
b2,1,0.788776,0.07177,[4 6] ; [ 7 13],[3.66666667 6.33333333] ; [ 7.33333333 12.66666667],0
b3,1,0.788776,0.07177,[4 6] ; [ 7 13],[3.66666667 6.33333333] ; [ 7.33333333 12.66666667],0
d1,1,0.801251,0.063367,[6 8] ; [15 17],[6.39130435 7.60869565] ; [14.60869565 17.39130435],0
p5,1,0.804737,0.061118,[ 1 13] ; [ 3 29],[ 1.2173913 12.7826087] ; [ 2.7826087 29.2173913],0
u1,1,0.804737,0.061118,[ 1 13] ; [ 3 29],[ 1.2173913 12.7826087] ; [ 2.7826087 29.2173913],0
r1,1,0.845211,0.038116,[7 7] ; [17 15],[7.30434783 6.69565217] ; [16.69565217 15.30434783],0
s1,1,0.910149,0.012735,[ 1 13] ; [ 2 30],[ 0.91304348 13.08695652] ; [ 2.08695652 29.91304348],0
n4,1,0.930072,0.007701,[9 5] ; [21 11],[9.13043478 4.86956522] ; [20.86956522 11.13043478],0
d3,1,1.0,0.0,[7 7] ; [16 16],[7. 7.] ; [16. 16.],0
