Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,33.872858,[26 41] ; [36  1],[39.94230769 27.05769231] ; [22.05769231 14.94230769],1
d3,1,0.0,33.27992,[18 48] ; [32  5],[32.03883495 33.96116505] ; [17.96116505 19.03883495],1
d4,1,0.0,29.671534,[29 38] ; [36  1],[41.875 25.125] ; [23.125 13.875],1
d2,1,1e-06,24.271315,[15 52] ; [26 10],[26.66990291 40.33009709] ; [14.33009709 21.66990291],1
a4,1,4.6e-05,16.587149,[10 57] ; [19 17],[18.86407767 48.13592233] ; [10.13592233 25.86407767],1
a5,1,0.0001,15.144816,[24 43] ; [28  9],[33.5 33.5] ; [18.5 18.5],1
a3,1,0.000429,12.400749,[28 38] ; [29  8],[36.52427184 29.47572816] ; [20.47572816 16.52427184],1
a2,1,0.002026,9.526051,[ 2 65] ; [ 8 29],[ 6.44230769 60.55769231] ; [ 3.55769231 33.44230769],0
p7,1,0.003155,8.715595,[33 31] ; [ 8 29],[25.98019802 38.01980198] ; [15.01980198 21.98019802],0
v2,1,0.006354,7.446931,[17 49] ; [19 17],[23.29411765 42.70588235] ; [12.70588235 23.29411765],0
u1,1,0.011831,6.335954,[ 1 66] ; [ 5 32],[ 3.86538462 63.13461538] ; [ 2.13461538 34.86538462],0
n1,1,0.030713,4.668924,[12 15] ; [ 2 14],[ 8.79069767 18.20930233] ; [ 5.20930233 10.79069767],0
r2,1,0.031808,4.608806,[32 32] ; [24  9],[36.94845361 27.05154639] ; [19.05154639 13.94845361],0
p8,1,0.066088,3.377617,[25 41] ; [ 7 28],[20.91089109 45.08910891] ; [11.08910891 23.91089109],0
a7,1,0.084255,2.980858,[28 39] ; [22 15],[32.21153846 34.78846154] ; [17.78846154 19.21153846],0
r3,1,0.0876,2.917942,[35 31] ; [26 11],[39.08737864 26.91262136] ; [21.91262136 15.08737864],0
s2,1,0.088274,2.905574,[18 49] ; [16 21],[21.90384615 45.09615385] ; [12.09615385 24.90384615],0
n3,1,0.140917,2.167917,[18  9] ; [7 9],[15.69767442 11.30232558] ; [9.30232558 6.69767442],0
p2,1,0.1438,2.136813,[42 24] ; [17 18],[38.55445545 27.44554455] ; [20.44554455 14.55445545],0
s7,1,0.204386,1.610753,[16 48] ; [13 22],[18.74747475 45.25252525] ; [10.25252525 24.74747475],0
a6,1,0.252986,1.30674,[32 35] ; [22 15],[34.78846154 32.21153846] ; [19.21153846 17.78846154],0
p3,1,0.284007,1.147814,[18 49] ; [13 22],[20.3627451 46.6372549] ; [10.6372549 24.3627451],0
b4,1,0.305781,1.04881,[31 36] ; [21 16],[33.5 33.5] ; [18.5 18.5],0
p4,1,0.312856,1.01858,[23 44] ; [16 20],[25.36893204 41.63106796] ; [13.63106796 22.36893204],0
n6,1,0.320382,0.987387,[36 31] ; [23 13],[38.37864078 28.62135922] ; [20.62135922 15.37864078],0
b1,1,0.348314,0.879591,[39 28] ; [18 19],[36.72115385 30.27884615] ; [20.27884615 16.72115385],0
u2,1,0.367582,0.811821,[16 22] ; [2 6],[14.86956522 23.13043478] ; [3.13043478 4.86956522],0
b5,1,0.393476,0.728174,[34 33] ; [22 15],[36.07692308 30.92307692] ; [19.92307692 17.07692308],0
n2,1,0.404921,0.693663,[17 10] ; [8 8],[15.69767442 11.30232558] ; [9.30232558 6.69767442],0
n5,1,0.464503,0.535022,[44 22] ; [22 15],[42.29126214 23.70873786] ; [23.70873786 13.29126214],0
p5,1,0.471037,0.519543,[ 3 62] ; [ 3 34],[ 3.82352941 61.17647059] ; [ 2.17647059 34.82352941],0
s5,1,0.506279,0.441751,[ 8 57] ; [ 6 29],[ 9.1 55.9] ; [ 4.9 30.1],0
p9,1,0.561718,0.336738,[41 24] ; [20 15],[39.65 25.35] ; [21.35 13.65],0
p11,1,0.573377,0.317065,[36 31] ; [22 15],[37.36538462 29.63461538] ; [20.63461538 16.36538462],0
p1,1,0.576973,0.311154,[ 5 61] ; [ 4 33],[ 5.76699029 60.23300971] ; [ 3.23300971 33.76699029],0
n4,1,0.589266,0.291492,[38 29] ; [23 14],[39.29807692 27.70192308] ; [21.70192308 15.29807692],0
s8,1,0.645703,0.21136,[12 55] ; [ 8 29],[12.88461538 54.11538462] ; [ 7.11538462 29.88461538],0
p6,1,0.683343,0.166387,[13 52] ; [ 8 26],[13.78787879 51.21212121] ; [ 7.21212121 26.78787879],0
a1,1,0.698405,0.150136,[ 7 60] ; [ 3 34],[ 6.44230769 60.55769231] ; [ 3.55769231 33.44230769],0
p10,1,0.732427,0.116895,[32 31] ; [17 19],[31.18181818 31.81818182] ; [17.81818182 18.18181818],0
v4,1,0.738319,0.11161,[40 25] ; [24 13],[40.78431373 24.21568627] ; [23.21568627 13.78431373],0
u3,1,0.745405,0.105433,[12 26] ; [3 5],[12.39130435 25.60869565] ; [2.60869565 5.39130435],0
v1,1,0.764696,0.089593,[21 44] ; [12 22],[21.66666667 43.33333333] ; [11.33333333 22.66666667],0
s3,1,0.804318,0.061387,[23 42] ; [14 23],[23.57843137 41.42156863] ; [13.42156863 23.57843137],0
s4,1,0.810024,0.05779,[14 53] ; [ 7 30],[13.52884615 53.47115385] ; [ 7.47115385 29.52884615],0
s6,1,0.825205,0.048777,[25 42] ; [13 24],[24.48076923 42.51923077] ; [13.51923077 23.48076923],0
a8,1,0.847842,0.036815,[ 4 59] ; [ 2 35],[ 3.78 59.22] ; [ 2.22 34.78],0
s1,1,0.905866,0.013984,[ 4 63] ; [ 2 35],[ 3.86538462 63.13461538] ; [ 2.13461538 34.86538462],0
v3,1,0.926274,0.008563,[12 54] ; [ 7 30],[12.17475728 53.82524272] ; [ 6.82524272 30.17475728],0
b3,1,1.0,0.0,[13 26] ; [ 8 16],[13. 26.] ; [ 8. 16.],0
b2,1,1.0,0.0,[13 26] ; [ 8 16],[13. 26.] ; [ 8. 16.],0
