Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000179,14.041799,[69  8] ; [18 13],[62.02777778 14.97222222] ; [24.97222222  6.02777778],1
n5,1,0.000385,12.602905,[64 15] ; [14 16],[56.53211009 22.46788991] ; [21.46788991  8.53211009],1
a7,1,0.002501,9.140038,[53 26] ; [11 20],[45.96363636 33.03636364] ; [18.03636364 12.96363636],0
d1,1,0.019739,5.434871,[45 34] ; [10 21],[39.5 39.5] ; [15.5 15.5],0
p3,1,0.024117,5.086201,[33 45] ; [ 6 25],[27.90825688 50.09174312] ; [11.09174312 19.90825688],0
u1,1,0.034907,4.449699,[15 64] ; [ 1 30],[11.49090909 67.50909091] ; [ 4.50909091 26.49090909],0
r2,1,0.042966,4.096756,[73  5] ; [25  6],[70.12844037  7.87155963] ; [27.87155963  3.12844037],0
v3,1,0.043678,4.068971,[31 43] ; [ 6 23],[26.58252427 47.41747573] ; [10.41747573 18.58252427],0
r1,1,0.063164,3.452292,[60 19] ; [18 13],[56.01818182 22.98181818] ; [21.98181818  9.01818182],0
d4,1,0.071409,3.25034,[61 17] ; [19 12],[57.24770642 20.75229358] ; [22.75229358  8.24770642],0
a6,1,0.076882,3.129613,[52 26] ; [15 16],[47.94495413 30.05504587] ; [19.05504587 11.94495413],0
d3,1,0.10728,2.593837,[46 32] ; [13 18],[42.22018349 35.77981651] ; [16.77981651 14.22018349],0
s8,1,0.185111,1.756105,[36 42] ; [10 21],[32.91743119 45.08256881] ; [13.08256881 17.91743119],0
p9,1,0.186035,1.748738,[60 18] ; [20 11],[57.24770642 20.75229358] ; [22.75229358  8.24770642],0
a5,1,0.21069,1.566676,[51 28] ; [16 15],[48.11818182 30.88181818] ; [18.88181818 12.11818182],0
b3,1,0.234745,1.411878,[22 34] ; [ 4 13],[19.94520548 36.05479452] ; [ 6.05479452 10.94520548],0
b2,1,0.234745,1.411878,[22 34] ; [ 4 13],[19.94520548 36.05479452] ; [ 6.05479452 10.94520548],0
n3,1,0.245876,1.346583,[14  5] ; [7 6],[12.46875  6.53125] ; [8.53125 4.46875],0
d5,1,0.247748,1.335959,[52 26] ; [17 14],[49.37614679 28.62385321] ; [19.62385321 11.37614679],0
p12,1,0.347535,0.882437,[10 69] ; [ 2 29],[ 8.61818182 70.38181818] ; [ 3.38181818 27.61818182],0
p4,1,0.347632,0.882081,[31 47] ; [ 9 21],[28.88888889 49.11111111] ; [11.11111111 18.88888889],0
a2,1,0.36432,0.822948,[13 66] ; [ 3 28],[11.49090909 67.50909091] ; [ 4.50909091 26.49090909],0
r4,1,0.370127,0.803237,[69 10] ; [25  6],[67.50909091 11.49090909] ; [26.49090909  4.50909091],0
v4,1,0.380309,0.769704,[71  8] ; [26  5],[69.66363636  9.33636364] ; [27.33636364  3.66363636],0
p5,1,0.431245,0.619468,[ 9 67] ; [ 2 28],[ 7.88679245 68.11320755] ; [ 3.11320755 26.88679245],0
s7,1,0.48087,0.496889,[34 43] ; [11 19],[32.38317757 44.61682243] ; [12.61682243 17.38317757],0
s4,1,0.490475,0.475485,[13 64] ; [ 7 24],[14.25925926 62.74074074] ; [ 5.74074074 25.25925926],0
a1,1,0.519059,0.415764,[ 5 74] ; [ 1 30],[ 4.30909091 74.69090909] ; [ 1.69090909 29.30909091],0
p6,1,0.547374,0.362043,[16 62] ; [ 8 23],[17.17431193 60.82568807] ; [ 6.82568807 24.17431193],0
p10,1,0.551655,0.35436,[58 21] ; [21 10],[56.73636364 22.26363636] ; [22.26363636  8.73636364],0
v1,1,0.5689,0.324527,[36 39] ; [13 18],[34.66981132 40.33018868] ; [14.33018868 16.66981132],0
a3,1,0.569894,0.32286,[48 31] ; [17 14],[46.68181818 32.31818182] ; [18.31818182 12.68181818],0
v2,1,0.598888,0.276677,[40 34] ; [13 14],[38.83168317 35.16831683] ; [14.16831683 12.83168317],0
a8,1,0.628256,0.234433,[ 7 68] ; [ 2 29],[ 6.36792453 68.63207547] ; [ 2.63207547 28.36792453],0
