Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,31.922499,[97  6] ; [29 22],[84.27272727 18.72727273] ; [41.72727273  9.27272727],1
v4,1,0.0,25.535368,[96  7] ; [30 20],[84.82352941 18.17647059] ; [41.17647059  8.82352941],1
p10,1,2e-06,22.533137,[78 24] ; [19 32],[64.66666667 37.33333333] ; [32.33333333 18.66666667],1
p9,1,3e-06,21.643935,[82 21] ; [21 29],[69.33986928 33.66013072] ; [33.66013072 16.33986928],1
r4,1,4e-06,21.482357,[84 20] ; [23 29],[71.33333333 32.66666667] ; [35.66666667 16.33333333],1
n6,1,0.000653,11.617338,[82 22] ; [26 24],[72.93506494 31.06493506] ; [35.06493506 14.93506494],1
r1,1,0.001781,9.762087,[72 32] ; [22 29],[63.07096774 40.92903226] ; [30.92903226 20.07096774],0
v2,1,0.001793,9.75,[46 52] ; [10 39],[37.33333333 60.66666667] ; [18.66666667 30.33333333],0
p2,1,0.005741,7.629808,[77 27] ; [27 25],[69.33333333 34.66666667] ; [34.66666667 17.33333333],0
s8,1,0.00604,7.538462,[33 71] ; [ 6 46],[26. 78.] ; [13. 39.],0
a6,1,0.009065,6.810035,[63 41] ; [20 32],[55.33333333 48.66666667] ; [27.66666667 24.33333333],0
n3,1,0.010229,6.594612,[20  4] ; [11 12],[15.82978723  8.17021277] ; [15.17021277  7.82978723],0
b4,1,0.017334,5.662222,[61 43] ; [20 32],[54. 50.] ; [27. 25.],0
u2,1,0.018163,5.580357,[26 19] ; [ 9 21],[21. 24.] ; [14. 16.],0
r2,1,0.028548,4.79468,[88 15] ; [36 15],[82.93506494 20.06493506] ; [41.06493506  9.93506494],0
a1,1,0.028689,4.786194,[  2 102] ; [ 5 47],[ 4.66666667 99.33333333] ; [ 2.33333333 49.66666667],0
a7,1,0.030564,4.677301,[62 42] ; [21 30],[55.69032258 48.30967742] ; [27.30967742 23.69032258],0
p6,1,0.035266,4.432235,[30 73] ; [ 7 44],[24.74675325 78.25324675] ; [12.25324675 38.74675325],0
d4,1,0.051126,3.804125,[54 50] ; [18 33],[48.30967742 55.69032258] ; [23.69032258 27.30967742],0
a3,1,0.051767,3.783272,[59 45] ; [20 30],[53.35064935 50.64935065] ; [25.64935065 24.35064935],0
s1,1,0.066868,3.358271,[ 4 97] ; [ 6 45],[ 6.64473684 94.35526316] ; [ 3.35526316 47.64473684],0
p8,1,0.071102,3.257398,[48 55] ; [16 35],[42.80519481 60.19480519] ; [21.19480519 29.80519481],0
p7,1,0.074049,3.190908,[56 43] ; [21 30],[50.82 48.18] ; [26.18 24.82],0
s6,1,0.075295,3.163653,[47 56] ; [16 36],[41.86451613 61.13548387] ; [21.13548387 30.86451613],0
b1,1,0.087296,2.923538,[41 63] ; [28 24],[46. 58.] ; [23. 29.],0
a5,1,0.087296,2.923538,[51 53] ; [18 34],[46. 58.] ; [23. 29.],0
s7,1,0.095699,2.775805,[35 64] ; [11 39],[30.56375839 68.43624161] ; [15.43624161 34.56375839],0
u3,1,0.148983,2.082633,[22 23] ; [10 21],[18.94736842 26.05263158] ; [13.05263158 17.94736842],0
a4,1,0.204481,1.610079,[23 80] ; [ 7 44],[20.06493506 82.93506494] ; [ 9.93506494 41.06493506],0
v1,1,0.236997,1.39837,[47 54] ; [19 33],[43.56862745 57.43137255] ; [22.43137255 29.56862745],0
p12,1,0.264636,1.244344,[ 6 96] ; [ 1 51],[ 4.63636364 97.36363636] ; [ 2.36363636 49.63636364],0
p3,1,0.269606,1.21875,[35 69] ; [13 39],[32. 72.] ; [16. 36.],0
s4,1,0.279021,1.171851,[14 89] ; [ 4 48],[11.96129032 91.03870968] ; [ 6.03870968 45.96129032],0
d3,1,0.299069,1.078341,[45 59] ; [18 34],[42. 62.] ; [21. 31.],0
p4,1,0.307832,1.039955,[44 58] ; [18 34],[41.06493506 60.93506494] ; [20.93506494 31.06493506],0
a2,1,0.3552,0.854795,[ 8 96] ; [ 2 50],[ 6.66666667 97.33333333] ; [ 3.33333333 48.66666667],0
p5,1,0.362065,0.830718,[ 8 95] ; [ 2 49],[ 6.68831169 96.31168831] ; [ 3.31168831 47.68831169],0
n4,1,0.386063,0.751305,[66 37] ; [29 22],[63.53896104 39.46103896] ; [31.46103896 19.53896104],0
n1,1,0.443638,0.586854,[ 8 16] ; [11 14],[ 9.30612245 14.69387755] ; [ 9.69387755 15.30612245],0
p1,1,0.455414,0.557143,[12 92] ; [ 4 48],[10.66666667 93.33333333] ; [ 5.33333333 46.66666667],0
a8,1,0.477161,0.505345,[12 84] ; [ 4 43],[10.74125874 85.25874126] ; [ 5.25874126 41.74125874],0
n5,1,0.546212,0.364147,[69 33] ; [32 19],[67.33333333 34.66666667] ; [33.66666667 17.33333333],0
v3,1,0.574812,0.314697,[31 71] ; [13 37],[29.52631579 72.47368421] ; [14.47368421 35.52631579],0
s2,1,0.598624,0.277076,[34 69] ; [15 37],[32.56129032 70.43870968] ; [16.43870968 35.56129032],0
d1,1,0.607717,0.263514,[ 6 98] ; [ 2 50],[ 5.33333333 98.66666667] ; [ 2.66666667 49.33333333],0
b2,1,0.617278,0.249712,[24 40] ; [10 21],[22.90526316 41.09473684] ; [11.09473684 19.90526316],0
b3,1,0.617278,0.249712,[24 40] ; [10 21],[22.90526316 41.09473684] ; [11.09473684 19.90526316],0
b5,1,0.647901,0.208556,[60 44] ; [28 24],[58.66666667 45.33333333] ; [29.33333333 22.66666667],0
u1,1,0.747892,0.103311,[  3 101] ; [ 2 50],[  3.33333333 100.66666667] ; [ 1.66666667 50.33333333],0
n2,1,0.812053,0.056538,[18  6] ; [18  7],[17.63265306  6.36734694] ; [18.36734694  6.63265306],0
d2,1,0.888499,0.019657,[21 83] ; [11 41],[21.33333333 82.66666667] ; [10.66666667 41.33333333],0
s3,1,0.908879,0.013099,[49 53] ; [24 27],[48.66666667 53.33333333] ; [24.33333333 26.66666667],0
