Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,62.999841,[133  24] ; [46 73],[101.82246377  55.17753623] ; [77.17753623 41.82246377],1
s2,1,1e-06,24.025982,[137  26] ; [72 52],[118.70034843  44.29965157] ; [90.29965157 33.70034843],1
v1,1,1.3e-05,18.944074,[117  47] ; [56 66],[99.2027972 64.7972028] ; [73.7972028 48.2027972],1
s3,1,4.2e-05,16.761273,[130  32] ; [70 51],[114.48763251  47.51236749] ; [85.51236749 35.48763251],1
a5,1,0.000325,12.9222,[144  21] ; [87 37],[131.88581315  33.11418685] ; [99.11418685 24.88581315],1
a3,1,0.000544,11.958333,[140  24] ; [84 39],[128.  36.] ; [96. 27.],1
s6,1,0.00107,10.703088,[150  13] ; [95 26],[140.61619718  22.38380282] ; [104.38380282  16.61619718],0
v3,1,0.001133,10.596826,[84 77] ; [40 82],[70.54416961 90.45583039] ; [53.45583039 68.54416961],0
n5,1,0.001673,9.877764,[138  25] ; [85 38],[127.09440559  35.90559441] ; [95.90559441 27.09440559],0
p7,1,0.002151,9.416152,[127  33] ; [74 44],[115.68345324  44.31654676] ; [85.31654676 32.68345324],0
p10,1,0.002829,8.914304,[151  13] ; [96 24],[142.63380282  21.36619718] ; [104.36619718  15.63380282],0
p6,1,0.003895,8.332082,[88 75] ; [44 76],[76.02826855 86.97173145] ; [55.97173145 64.02826855],0
d1,1,0.003906,8.327064,[120  45] ; [70 54],[108.47750865  56.52249135] ; [81.52249135 42.47750865],0
v4,1,0.004578,8.039135,[163   1] ; [115   8],[158.85714286   5.14285714] ; [119.14285714   3.85714286],0
p9,1,0.006318,7.457382,[154  11] ; [98 20],[146.92579505  18.07420495] ; [105.07420495  12.92579505],0
r4,1,0.007616,7.121597,[161   4] ; [112  12],[155.8650519   9.1349481] ; [117.1349481   6.8650519],0
p8,1,0.011164,6.438998,[106  57] ; [60 60],[95.61130742 67.38869258] ; [70.38869258 49.61130742],0
r1,1,0.019244,5.479205,[146  17] ; [98 25],[139.06293706  23.93706294] ; [104.93706294  18.06293706],0
a6,1,0.022319,5.220738,[114  50] ; [70 54],[104.77777778  59.22222222] ; [79.22222222 44.77777778],0
u1,1,0.024724,5.043134,[ 45 120] ; [ 20 104],[ 37.11072664 127.88927336] ; [27.88927336 96.11072664],0
b4,1,0.044803,4.026026,[94 71] ; [85 39],[102.19723183  62.80276817] ; [76.80276817 47.19723183],0
d5,1,0.045173,4.012152,[145  19] ; [99 25],[138.94444444  25.05555556] ; [105.05555556  18.94444444],0
v2,1,0.051085,3.805498,[103  58] ; [64 58],[95.00706714 65.99293286] ; [71.99293286 50.00706714],0
b1,1,0.054307,3.703238,[73 92] ; [41 83],[65.08650519 99.91349481] ; [48.91349481 75.08650519],0
n1,1,0.075689,3.155122,[24 17] ; [ 9 16],[20.5 20.5] ; [12.5 12.5],0
n4,1,0.092108,2.837146,[132  31] ; [90 34],[126.08362369  36.91637631] ; [95.91637631 28.08362369],0
a2,1,0.092924,2.822983,[ 52 113] ; [28 96],[ 45.67474048 119.32525952] ; [34.32525952 89.67474048],0
b2,1,0.111309,2.535536,[50 55] ; [26 47],[44.83146067 60.16853933] ; [31.16853933 41.83146067],0
b3,1,0.111309,2.535536,[50 55] ; [26 47],[44.83146067 60.16853933] ; [31.16853933 41.83146067],0
p4,1,0.113474,2.505154,[115  49] ; [74 47],[108.75789474  55.24210526] ; [80.24210526 40.75789474],0
d2,1,0.130155,2.290649,[96 69] ; [60 62],[89.68641115 75.31358885] ; [66.31358885 55.68641115],0
p3,1,0.147079,2.102288,[102  63] ; [65 57],[96.01045296 68.98954704] ; [70.98954704 51.01045296],0
r3,1,0.14834,2.089239,[161   4] ; [115   7],[158.67595819   6.32404181] ; [117.32404181   4.67595819],0
u3,1,0.2386,1.388847,[18  7] ; [23 17],[15.76923077  9.23076923] ; [25.23076923 14.76923077],0
d3,1,0.249114,1.328267,[122  43] ; [84 40],[117.61245675  47.38754325] ; [88.38754325 35.61245675],0
b5,1,0.331554,0.942819,[92 73] ; [62 62],[87.92387543 77.07612457] ; [66.07612457 57.92387543],0
u2,1,0.332421,0.939443,[14 11] ; [17 22],[12.109375 12.890625] ; [18.890625 20.109375],0
a8,1,0.332839,0.937821,[ 22 128] ; [ 12 101],[ 19.39163498 130.60836502] ; [14.60836502 98.39163498],0
p12,1,0.355063,0.855281,[ 22 142] ; [ 12 110],[ 19.4965035 144.5034965] ; [ 14.5034965 107.4965035],0
a4,1,0.405071,0.693222,[88 77] ; [60 64],[84.4982699 80.5017301] ; [63.5017301 60.4982699],0
p5,1,0.416765,0.65942,[ 35 130] ; [ 21 100],[ 32.30769231 132.69230769] ; [23.69230769 97.30769231],0
s4,1,0.489472,0.477687,[ 45 118] ; [29 92],[ 42.47183099 120.52816901] ; [31.52816901 89.47183099],0
n3,1,0.500718,0.453415,[31 10] ; [17  8],[29.81818182 11.18181818] ; [18.18181818  6.81818182],0
d4,1,0.546303,0.363982,[144  20] ; [105  18],[142.28571429  21.71428571] ; [106.71428571  16.28571429],0
p1,1,0.624855,0.239102,[ 22 142] ; [ 14 108],[ 20.64335664 143.35664336] ; [ 15.35664336 106.64335664],0
s1,1,0.632709,0.228406,[  6 155] ; [  6 117],[  6.8028169 154.1971831] ; [  5.1971831 117.8028169],0
p2,1,0.646009,0.210969,[141  24] ; [101  20],[139.61538462  25.38461538] ; [102.38461538  18.61538462],0
n6,1,0.681654,0.16827,[146  16] ; [109  14],[144.94736842  17.05263158] ; [110.05263158  12.94736842],0
a7,1,0.771101,0.084643,[114  51] ; [83 40],[112.86458333  52.13541667] ; [84.13541667 38.86458333],0
n2,1,0.933051,0.007057,[35  6] ; [22  4],[34.88059701  6.11940299] ; [22.11940299  3.88059701],0
a1,1,0.941797,0.005331,[ 11 154] ; [  8 116],[ 10.84775087 154.15224913] ; [  8.15224913 115.84775087],0
p11,1,0.943287,0.005061,[127  38] ; [95 29],[126.74740484  38.25259516] ; [95.25259516 28.74740484],0
