Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.008698,6.883837,[36 77] ; [30 27],[43.87058824 69.12941176] ; [22.12941176 34.87058824],0
a8,1,0.010307,6.581126,[  2 104] ; [ 6 47],[  5.33333333 100.66666667] ; [ 2.66666667 50.33333333],0
s5,1,0.019446,5.460994,[28 82] ; [ 5 47],[22.40740741 87.59259259] ; [10.59259259 41.40740741],0
a4,1,0.028903,4.773378,[29 84] ; [24 33],[35.22941176 77.77058824] ; [17.77058824 39.22941176],0
p11,1,0.037549,4.325321,[67 46] ; [43 14],[73.11764706 39.88235294] ; [36.88235294 20.11764706],0
s8,1,0.037649,4.320815,[15 97] ; [15 42],[19.8816568 92.1183432] ; [10.1183432 46.8816568],0
b2,1,0.064959,3.406009,[ 9 40] ; [13 23],[12.68235294 36.31764706] ; [ 9.31764706 26.68235294],0
b3,1,0.064959,3.406009,[ 9 40] ; [13 23],[12.68235294 36.31764706] ; [ 9.31764706 26.68235294],0
s2,1,0.10193,2.675087,[38 75] ; [12 44],[33.43195266 79.56804734] ; [16.56804734 39.43195266],0
a5,1,0.114864,2.485989,[59 54] ; [37 20],[63.81176471 49.18823529] ; [32.18823529 24.81176471],0
r4,1,0.115229,2.480997,[83 30] ; [48  9],[87.07647059 25.92352941] ; [43.92352941 13.07647059],0
p3,1,0.122301,2.387602,[32 80] ; [23 34],[36.44970414 75.55029586] ; [18.55029586 38.44970414],0
p1,1,0.13519,2.231871,[  5 106] ; [ 6 51],[  7.26785714 103.73214286] ; [ 3.73214286 53.26785714],0
b4,1,0.140011,2.177834,[62 51] ; [38 19],[66.47058824 46.52941176] ; [33.52941176 23.47058824],0
p4,1,0.166516,1.914035,[40 73] ; [26 30],[44.13017751 68.86982249] ; [21.86982249 34.13017751],0
s4,1,0.172438,1.861616,[16 97] ; [ 4 53],[13.29411765 99.70588235] ; [ 6.70588235 50.29411765],0
u2,1,0.18636,1.746162,[25 29] ; [15  9],[27.69230769 26.30769231] ; [12.30769231 11.69230769],0
s1,1,0.196822,1.665799,[  7 106] ; [ 1 56],[  5.31764706 107.68235294] ; [ 2.68235294 54.31764706],0
n3,1,0.21308,1.550378,[28 14] ; [11  2],[29.78181818 12.21818182] ; [9.21818182 3.78181818],0
