Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.000842,11.146083,[2 3] ; [ 2 60],[0.29850746 4.70149254] ; [ 3.70149254 58.29850746],1
r4,1,0.00104,10.754896,[1 4] ; [53 11],[3.91304348 1.08695652] ; [50.08695652 13.91304348],0
d5,1,0.060416,3.525926,[2 3] ; [49 14],[3.75 1.25] ; [47.25 15.75],0
r3,1,0.077828,3.109678,[4 1] ; [61  2],[4.77941176 0.22058824] ; [60.22058824  2.77941176],0
p8,1,0.082067,3.023484,[3 1] ; [20 42],[1.39393939 2.60606061] ; [21.60606061 40.39393939],0
p9,1,0.087417,2.921311,[2 3] ; [46 15],[3.63636364 1.36363636] ; [44.36363636 16.63636364],0
d3,1,0.118868,2.432169,[2 3] ; [46 17],[3.52941176 1.47058824] ; [44.47058824 18.52941176],0
p10,1,0.132843,2.258959,[2 3] ; [44 17],[3.48484848 1.51515152] ; [42.51515152 18.48484848],0
v1,1,0.162852,1.947541,[1 4] ; [32 29],[2.5 2.5] ; [30.5 30.5],0
p2,1,0.169786,1.884836,[2 3] ; [44 19],[3.38235294 1.61764706] ; [42.61764706 20.38235294],0
n2,1,0.186449,1.745455,[1 1] ; [19  3],[1.66666667 0.33333333] ; [18.33333333  3.66666667],0
a7,1,0.21896,1.511172,[2 3] ; [43 21],[3.26086957 1.73913043] ; [41.73913043 22.26086957],0
d2,1,0.229747,1.442424,[3 2] ; [21 42],[1.76470588 3.23529412] ; [22.23529412 40.76470588],0
a6,1,0.229747,1.442424,[2 3] ; [42 21],[3.23529412 1.76470588] ; [40.76470588 22.23529412],0
s7,1,0.244355,1.355294,[1 3] ; [33 27],[2.125 1.875] ; [31.875 28.125],0
s8,1,0.244617,1.353788,[1 4] ; [30 34],[2.24637681 2.75362319] ; [28.75362319 35.24637681],0
r2,1,0.260304,1.26714,[4 1] ; [59  4],[4.63235294 0.36764706] ; [58.36764706  4.63235294],0
n4,1,0.271499,1.209159,[1 4] ; [29 35],[2.17391304 2.82608696] ; [27.82608696 36.17391304],0
n5,1,0.287421,1.131663,[1 4] ; [28 35],[2.13235294 2.86764706] ; [26.86764706 36.13235294],0
a3,1,0.320792,0.985714,[2 3] ; [40 24],[3.04347826 1.95652174] ; [38.95652174 25.04347826],0
b5,1,0.358496,0.843154,[2 3] ; [39 25],[2.97101449 2.02898551] ; [38.02898551 25.97101449],0
b2,1,0.368459,0.808855,[1 1] ; [ 8 28],[0.47368421 1.52631579] ; [ 8.52631579 27.47368421],0
b3,1,0.368459,0.808855,[1 1] ; [ 8 28],[0.47368421 1.52631579] ; [ 8.52631579 27.47368421],0
p3,1,0.374258,0.789478,[3 2] ; [25 38],[2.05882353 2.94117647] ; [25.94117647 37.05882353],0
p11,1,0.397942,0.714537,[2 3] ; [38 26],[2.89855072 2.10144928] ; [37.10144928 26.89855072],0
b4,1,0.439046,0.598774,[2 3] ; [37 27],[2.82608696 2.17391304] ; [36.17391304 27.82608696],0
s6,1,0.476205,0.507541,[3 2] ; [47 16],[3.67647059 1.32352941] ; [46.32352941 16.67647059],0
r1,1,0.476205,0.507541,[3 2] ; [47 16],[3.67647059 1.32352941] ; [46.32352941 16.67647059],0
n3,1,0.498389,0.458365,[1 1] ; [16  6],[1.41666667 0.58333333] ; [15.58333333  6.41666667],0
d1,1,0.525907,0.402294,[2 3] ; [35 29],[2.68115942 2.31884058] ; [34.31884058 29.68115942],0
b1,1,0.571505,0.32017,[2 3] ; [34 30],[2.60869565 2.39130435] ; [33.39130435 30.60869565],0
s5,1,0.571904,0.319507,[1 4] ; [19 40],[1.5625 3.4375] ; [18.4375 40.5625],0
s4,1,0.572983,0.317717,[2 3] ; [18 46],[1.44927536 3.55072464] ; [18.55072464 45.44927536],0
p7,1,0.590012,0.290326,[2 3] ; [31 28],[2.578125 2.421875] ; [30.421875 28.578125],0
a8,1,0.5974,0.278935,[1 4] ; [ 7 52],[0.625 4.375] ; [ 7.375 51.625],0
a4,1,0.598521,0.277232,[1 4] ; [20 44],[1.52173913 3.47826087] ; [19.47826087 44.52173913],0
v3,1,0.59912,0.276325,[2 3] ; [17 42],[1.484375 3.515625] ; [17.515625 41.484375],0
v2,1,0.614861,0.253156,[2 3] ; [30 28],[2.53968254 2.46031746] ; [29.46031746 28.53968254],0
p6,1,0.623589,0.240855,[2 3] ; [18 43],[1.51515152 3.48484848] ; [18.48484848 42.51515152],0
d4,1,0.64283,0.21506,[4 1] ; [55  8],[4.33823529 0.66176471] ; [54.66176471  8.33823529],0
p4,1,0.742506,0.107937,[2 3] ; [30 33],[2.35294118 2.64705882] ; [29.64705882 33.35294118],0
n1,1,0.84562,0.037912,[1 1] ; [ 9 12],[0.86956522 1.13043478] ; [ 9.13043478 11.86956522],0
a5,1,0.911536,0.012343,[3 2] ; [40 24],[3.11594203 1.88405797] ; [39.88405797 24.11594203],0
