Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,158.596845,[ 65 225] ; [319 139],[148.87700535 141.12299465] ; [235.12299465 222.87700535],1
p6,1,0.0,77.213079,[ 53 233] ; [231 224],[109.61403509 176.38596491] ; [174.38596491 280.61403509],1
p8,1,0.0,61.315515,[102 183] ; [297 158],[153.66891892 131.33108108] ; [245.33108108 209.66891892],1
p7,1,0.0,39.85158,[141 140] ; [332 122],[180.83401361 100.16598639] ; [292.16598639 161.83401361],1
p2,1,0.0,34.912625,[215  75] ; [413  44],[243.80187416  46.19812584] ; [384.19812584  72.80187416],1
s7,1,0.0,30.017145,[108 175] ; [257 178],[143.86490251 139.13509749] ; [221.13509749 213.86490251],1
p5,1,0.0,29.57693,[ 12 278] ; [ 80 375],[ 35.81208054 254.18791946] ; [ 56.18791946 398.81208054],1
n5,1,3e-06,21.859663,[206  84] ; [390  68],[231.06951872  58.93048128] ; [364.93048128  93.06951872],1
v1,1,5e-06,20.926344,[125 159] ; [274 173],[155.01504788 128.98495212] ; [243.98495212 203.01504788],1
n4,1,7e-06,20.329528,[210  81] ; [392  66],[233.88785047  57.11214953] ; [368.11214953  89.88785047],1
d1,1,1.1e-05,19.39553,[145 146] ; [303 156],[173.824 117.176] ; [274.176 184.824],1
s6,1,2.1e-05,18.111876,[170 116] ; [334 115],[196.11428571  89.88571429] ; [307.88571429 141.11428571],1
s8,1,2.5e-05,17.727632,[104 185] ; [236 220],[131.89261745 157.10738255] ; [208.10738255 247.89261745],1
p10,1,3.3e-05,17.264638,[218  70] ; [398  57],[238.77254374  49.22745626] ; [377.22745626  77.77254374],1
s2,1,9.8e-05,15.166921,[123 165] ; [261 194],[148.84522207 139.15477793] ; [235.15477793 219.84522207],1
d3,1,0.000116,14.855454,[176 114] ; [340 119],[199.78638184  90.21361816] ; [316.21361816 142.78638184],1
a5,1,0.000463,12.260324,[194  97] ; [359 100],[214.564  76.436] ; [338.436 120.564],1
s5,1,0.000692,11.511431,[ 78 203] ; [177 264],[ 99.24515235 181.75484765] ; [155.75484765 285.24515235],1
d5,1,0.000805,11.228991,[217  73] ; [388  70],[234.55882353  55.44117647] ; [370.44117647  87.55882353],1
p9,1,0.000854,11.120766,[227  55] ; [408  49],[242.31393775  39.68606225] ; [392.68606225  64.31393775],1
d2,1,0.001613,9.94439,[121 168] ; [246 212],[141.98527443 147.01472557] ; [225.01472557 232.98527443],0
u1,1,0.00259,9.07577,[ 39 252] ; [102 357],[ 54.708 236.292] ; [ 86.292 372.708],0
s3,1,0.003243,8.665196,[139 148] ; [270 184],[158.41160594 128.58839406] ; [250.58839406 203.41160594],0
p11,1,0.00516,7.822574,[220  71] ; [385  74],[234.74  56.26] ; [370.26  88.74],0
p1,1,0.00641,7.43128,[ 15 275] ; [ 50 407],[ 25.23427041 264.76572959] ; [ 39.76572959 417.23427041],0
r1,1,0.008276,6.972777,[219  70] ; [383  75],[232.90227577  56.09772423] ; [369.09772423  88.90227577],0
a7,1,0.009021,6.818699,[195  94] ; [349 109],[210.46318608  78.53681392] ; [333.53681392 124.46318608],0
d4,1,0.00981,6.669163,[224  66] ; [388  70],[237.27272727  52.72727273] ; [374.72727273  83.27272727],0
p12,1,0.011278,6.421032,[ 15 274] ; [ 48 410],[ 24.37349398 264.62650602] ; [ 38.62650602 419.37349398],0
a4,1,0.013538,6.097431,[116 174] ; [225 232],[132.38286479 157.61713521] ; [208.61713521 248.38286479],0
r4,1,0.018365,5.560984,[261  30] ; [433  26],[269.272  21.728] ; [424.728  34.272],0
a3,1,0.030922,4.657288,[192  96] ; [339 119],[204.99731903  83.00268097] ; [326.00268097 131.99731903],0
a2,1,0.042314,4.122604,[ 59 232] ; [123 336],[ 70.616 220.384] ; [111.384 347.616],0
v3,1,0.063012,3.456291,[104 180] ; [193 250],[116.02200825 167.97799175] ; [180.97799175 262.02200825],0
u3,1,0.084937,2.967801,[48 51] ; [71 47],[54.29032258 44.70967742] ; [64.70967742 53.29032258],0
u4,1,0.107831,2.585725,[  4 287] ; [ 15 444],[  7.372 283.628] ; [ 11.628 447.372],0
b5,1,0.111663,2.530527,[185 106] ; [265 194],[174.6 116.4] ; [275.4 183.6],0
r3,1,0.241381,1.372513,[274  16] ; [441  17],[277.20588235  12.79411765] ; [437.79411765  20.20588235],0
v2,1,0.262288,1.25664,[147 128] ; [258 189],[154.25900277 120.74099723] ; [250.74099723 196.25900277],0
u2,1,0.296737,1.088802,[47 51] ; [65 53],[50.81481481 47.18518519] ; [61.18518519 56.81481481],0
a1,1,0.414953,0.664565,[ 12 279] ; [ 25 434],[ 14.356 276.644] ; [ 22.644 436.356],0
n2,1,0.422324,0.643838,[67 20] ; [58 23],[64.73214286 22.26785714] ; [60.26785714 20.73214286],0
a6,1,0.447756,0.576326,[190 100] ; [313 146],[194.75300401  95.24699599] ; [308.24699599 150.75300401],0
b1,1,0.479572,0.499836,[101 190] ; [171 288],[105.536 185.464] ; [166.464 292.536],0
b2,1,0.579329,0.307321,[ 61 102] ; [117 175],[63.76703297 99.23296703] ; [114.23296703 177.76703297],0
b3,1,0.579329,0.307321,[ 61 102] ; [117 175],[63.76703297 99.23296703] ; [114.23296703 177.76703297],0
a8,1,0.643112,0.214695,[ 34 233] ; [ 58 357],[ 36.01759531 230.98240469] ; [ 55.98240469 359.01759531],0
n1,1,0.690245,0.15882,[31 55] ; [32 50],[32.25 53.75] ; [30.75 51.25],0
n3,1,0.696086,0.152576,[61 26] ; [59 22],[62.14285714 24.85714286] ; [57.85714286 23.14285714],0
s4,1,0.810678,0.057385,[ 49 239] ; [ 80 372],[ 50.20540541 237.79459459] ; [ 78.79459459 373.20540541],0
s1,1,0.904017,0.014542,[  9 278] ; [ 15 440],[  9.28301887 277.71698113] ; [ 14.71698113 440.28301887],0
b4,1,0.905733,0.014024,[168 123] ; [267 192],[168.78 122.22] ; [266.22 192.78],0
r2,1,0.906082,0.01392,[279  11] ; [436  18],[278.69623656  11.30376344] ; [436.30376344  17.69623656],0
