Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.002177,9.393996,[15 23] ; [84 41],[23.0797546 14.9202454] ; [75.9202454 49.0797546],0
d3,1,0.003975,8.295106,[20 18] ; [96 29],[27.04294479 10.95705521] ; [88.95705521 36.04294479],0
p10,1,0.006656,7.363616,[19 19] ; [89 32],[25.81132075 12.18867925] ; [82.18867925 38.81132075],0
r4,1,0.007845,7.068545,[27 11] ; [111  14],[32.17177914  5.82822086] ; [105.82822086  19.17177914],0
r3,1,0.010494,6.548997,[34  4] ; [123   2],[36.60122699  1.39877301] ; [120.39877301   4.60122699],0
v3,1,0.013783,6.065746,[ 4 32] ; [38 81],[ 9.75483871 26.24516129] ; [32.24516129 86.75483871],0
r1,1,0.018217,5.575128,[21 17] ; [94 31],[26.80981595 11.19018405] ; [88.19018405 36.80981595],0
u3,1,0.018845,5.515801,[ 5 13] ; [25 16],[9.15254237 8.84745763] ; [20.84745763 20.15254237],0
v4,1,0.020163,5.397754,[33  5] ; [119   4],[35.8757764  2.1242236] ; [116.1242236   6.8757764],0
p9,1,0.043136,4.090046,[24 14] ; [96 25],[28.67924528  9.32075472] ; [91.32075472 29.67924528],0
u1,1,0.047737,3.919237,[ 1 37] ; [ 18 107],[ 4.42944785 33.57055215] ; [ 14.57055215 110.42944785],0
p2,1,0.059781,3.543458,[25 13] ; [99 24],[29.26708075  8.73291925] ; [94.73291925 28.26708075],0
a2,1,0.073622,3.200363,[ 2 36] ; [ 21 104],[ 5.36196319 32.63803681] ; [ 17.63803681 107.36196319],0
n3,1,0.07435,3.184275,[7 5] ; [30  6],[9.25 2.75] ; [27.75  8.25],0
a4,1,0.101739,2.678063,[18 20] ; [41 84],[13.75460123 24.24539877] ; [45.24539877 79.75460123],0
u2,1,0.107299,2.593552,[ 6 12] ; [23 18],[8.84745763 9.15254237] ; [20.15254237 20.84745763],0
a1,1,0.115188,2.481556,[ 3 35] ; [  3 122],[ 1.39877301 36.60122699] ; [  4.60122699 120.39877301],0
r2,1,0.13337,2.252833,[33  5] ; [114   7],[35.13207547  2.86792453] ; [111.86792453   9.13207547],0
d5,1,0.141726,2.159116,[25 13] ; [97 28],[28.44171779  9.55828221] ; [93.55828221 31.44171779],0
a3,1,0.170419,1.879257,[20 17] ; [83 42],[23.52469136 13.47530864] ; [79.47530864 45.52469136],0
p11,1,0.177532,1.818163,[24 14] ; [93 32],[27.27607362 10.72392638] ; [89.72392638 35.27607362],0
d1,1,0.184169,1.763654,[16 22] ; [68 57],[19.58282209 18.41717791] ; [64.41717791 60.58282209],0
d4,1,0.190557,1.713307,[28 10] ; [104  21],[30.77300613  7.22699387] ; [101.22699387  23.77300613],0
s6,1,0.214165,1.543046,[18 19] ; [74 49],[21.275 15.725] ; [70.725 52.275],0
p4,1,0.225099,1.471563,[13 24] ; [58 67],[16.21604938 20.78395062] ; [54.78395062 70.21604938],0
p8,1,0.241635,1.371029,[12 25] ; [54 71],[15.07407407 21.92592593] ; [50.92592593 74.07407407],0
a5,1,0.331304,0.943794,[21 17] ; [80 45],[23.54601227 14.45398773] ; [77.45398773 47.54601227],0
p5,1,0.368431,0.808948,[ 1 37] ; [  8 116],[ 2.11111111 35.88888889] ; [  6.88888889 117.11111111],0
v1,1,0.370544,0.80184,[11 26] ; [45 74],[13.28205128 23.71794872] ; [42.71794872 76.28205128],0
s8,1,0.451885,0.565919,[10 27] ; [42 83],[11.87654321 25.12345679] ; [40.12345679 84.87654321],0
b1,1,0.462018,0.541002,[13 25] ; [35 90],[11.19018405 26.80981595] ; [36.80981595 88.19018405],0
v2,1,0.472853,0.515301,[18 19] ; [67 54],[19.90506329 17.09493671] ; [65.09493671 55.90506329],0
s4,1,0.495905,0.463689,[ 6 32] ; [26 99],[ 7.4601227 30.5398773] ; [ 24.5398773 100.4601227],0
p6,1,0.539769,0.375967,[ 9 28] ; [36 86],[10.47169811 26.52830189] ; [34.52830189 87.47169811],0
s3,1,0.561137,0.337739,[15 21] ; [58 65],[16.52830189 19.47169811] ; [56.47169811 66.52830189],0
p3,1,0.631181,0.230463,[15 23] ; [44 81],[13.75460123 24.24539877] ; [45.24539877 79.75460123],0
s1,1,0.694825,0.153911,[ 1 37] ; [  5 120],[ 1.39877301 36.60122699] ; [  4.60122699 120.39877301],0
a8,1,0.702195,0.146199,[ 3 33] ; [ 12 102],[ 3.6 32.4] ; [ 11.4 102.6],0
s7,1,0.708809,0.139469,[12 25] ; [44 79],[12.95 24.05] ; [43.05 79.95],0
p7,1,0.721033,0.127505,[21 17] ; [72 51],[21.95031056 16.04968944] ; [71.04968944 51.95031056],0
n4,1,0.731806,0.11746,[17 21] ; [52 73],[16.08588957 21.91411043] ; [52.91411043 72.08588957],0
b5,1,0.748741,0.102592,[22 16] ; [76 49],[22.84662577 15.15337423] ; [75.15337423 49.84662577],0
n2,1,0.788067,0.072265,[8 5] ; [23 12],[8.39583333 4.60416667] ; [22.60416667 12.39583333],0
s5,1,0.849008,0.036246,[11 24] ; [36 85],[10.54487179 24.45512821] ; [36.45512821 84.54487179],0
b4,1,0.862471,0.030009,[24 14] ; [77 48],[23.54601227 14.45398773] ; [77.45398773 47.54601227],0
b2,1,0.881105,0.022371,[ 7 16] ; [19 47],[ 6.71910112 16.28089888] ; [19.28089888 46.71910112],0
b3,1,0.881105,0.022371,[ 7 16] ; [19 47],[ 6.71910112 16.28089888] ; [19.28089888 46.71910112],0
d2,1,0.884034,0.021275,[15 23] ; [51 74],[15.38650307 22.61349693] ; [50.61349693 74.38650307],0
s2,1,0.914861,0.011429,[16 22] ; [51 73],[15.71604938 22.28395062] ; [51.28395062 72.71604938],0
p1,1,0.923927,0.009118,[ 2 36] ; [  6 117],[ 1.88819876 36.11180124] ; [  6.11180124 116.88819876],0
n1,1,0.949523,0.004008,[ 3 10] ; [ 8 28],[ 2.91836735 10.08163265] ; [ 8.08163265 27.91836735],0
