Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,73.16499,[46  7] ; [ 24 104],[20.49723757 32.50276243] ; [49.50276243 78.49723757],1
s2,1,0.0,37.227321,[43 16] ; [ 36 101],[23.78061224 35.21938776] ; [55.21938776 81.78061224],1
s6,1,0.0,36.92538,[50  8] ; [53 84],[30.63589744 27.36410256] ; [72.36410256 64.63589744],1
n6,1,0.0,25.985329,[52  5] ; [71 64],[36.515625 20.484375] ; [86.484375 48.515625],1
s5,1,3e-06,21.665754,[26 31] ; [ 19 114],[13.5 43.5] ; [ 31.5 101.5],1
r4,1,1e-05,19.474812,[54  5] ; [82 55],[40.93877551 18.06122449] ; [95.06122449 41.93877551],1
p10,1,4e-05,16.860935,[41 16] ; [52 80],[28.04761905 28.95238095] ; [64.95238095 67.04761905],1
r1,1,6.4e-05,15.980545,[52  6] ; [82 53],[40.26943005 17.73056995] ; [93.73056995 41.26943005],1
p9,1,0.000111,14.948077,[46 12] ; [64 66],[33.93617021 24.06382979] ; [76.06382979 53.93617021],1
s3,1,0.000219,13.662232,[39 20] ; [50 84],[27.20725389 31.79274611] ; [61.79274611 72.20725389],1
p2,1,0.000381,12.624607,[47 12] ; [71 64],[35.88659794 23.11340206] ; [82.11340206 52.88659794],1
v4,1,0.000618,11.721254,[57  2] ; [103  32],[48.65979381 10.34020619] ; [111.34020619  23.65979381],1
p6,1,0.000927,10.967265,[24 35] ; [ 24 108],[14.82722513 44.17277487] ; [33.17277487 98.82722513],1
p4,1,0.00095,10.923192,[35 24] ; [45 88],[24.58333333 34.41666667] ; [55.41666667 77.58333333],1
n5,1,0.001929,9.616046,[47 11] ; [78 57],[37.56476684 20.43523316] ; [87.43523316 47.56476684],0
v2,1,0.004122,8.229333,[33 24] ; [46 84],[24.0802139 32.9197861] ; [54.9197861 75.0802139],0
p3,1,0.00518,7.815536,[29 30] ; [38 96],[20.48186528 38.51813472] ; [46.51813472 87.48186528],0
v1,1,0.005219,7.802083,[33 25] ; [48 88],[24.21649485 33.78350515] ; [56.78350515 79.21649485],0
u3,1,0.00616,7.502842,[11  3] ; [22 36],[6.41666667 7.58333333] ; [26.58333333 31.41666667],0
r2,1,0.008653,6.892979,[57  2] ; [111  23],[51.35751295  7.64248705] ; [116.64248705  17.35751295],0
u1,1,0.00983,6.665395,[15 44] ; [ 15 122],[ 9.03061224 49.96938776] ; [ 20.96938776 116.03061224],0
r3,1,0.014271,6.004322,[53  6] ; [101  35],[46.59487179 12.40512821] ; [107.40512821  28.59487179],0
p12,1,0.014608,5.96313,[ 4 55] ; [  1 134],[ 1.52061856 57.47938144] ; [  3.47938144 131.52061856],0
a3,1,0.014654,5.957585,[45 14] ; [77 56],[37.48958333 21.51041667] ; [84.51041667 48.48958333],0
d5,1,0.016737,5.723718,[49 10] ; [90 46],[42.05641026 16.94358974] ; [96.94358974 39.05641026],0
d1,1,0.021073,5.320756,[36 23] ; [59 78],[28.59693878 30.40306122] ; [66.40306122 70.59693878],0
n4,1,0.030813,4.66335,[44 13] ; [83 53],[37.50777202 19.49222798] ; [89.49222798 46.50777202],0
n1,1,0.037699,4.318565,[14  8] ; [19 32],[ 9.94520548 12.05479452] ; [23.05479452 27.94520548],0
v3,1,0.044779,4.026926,[24 31] ; [37 93],[18.13513514 36.86486486] ; [42.86486486 87.13513514],0
u4,1,0.04794,3.912079,[ 3 56] ; [  1 136],[ 1.20408163 57.79591837] ; [  2.79591837 134.20408163],0
p5,1,0.061344,3.500683,[ 7 52] ; [  6 127],[ 3.99479167 55.00520833] ; [  9.00520833 123.99479167],0
p1,1,0.064312,3.422529,[ 8 50] ; [  8 129],[ 4.75897436 53.24102564] ; [ 11.24102564 125.75897436],0
d2,1,0.095871,2.772924,[33 26] ; [58 77],[27.67525773 31.32474227] ; [63.32474227 71.67525773],0
n2,1,0.122868,2.380378,[17  5] ; [31 22],[14.08  7.92] ; [33.92 19.08],0
a5,1,0.142578,2.149917,[41 18] ; [80 57],[36.42346939 22.57653061] ; [84.57653061 52.42346939],0
u2,1,0.150474,2.067441,[8 5] ; [23 35],[5.67605634 7.32394366] ; [25.32394366 32.67605634],0
a8,1,0.197541,1.660465,[ 9 43] ; [ 13 113],[ 6.42696629 45.57303371] ; [ 15.57303371 110.42696629],0
a4,1,0.206802,1.593675,[28 31] ; [51 84],[24.0257732 34.9742268] ; [54.9742268 80.0257732],0
b4,1,0.274588,1.193684,[36 23] ; [72 65],[32.51020408 26.48979592] ; [75.48979592 61.51020408],0
p8,1,0.330569,0.946667,[21 38] ; [38 95],[18.13020833 40.86979167] ; [40.86979167 92.13020833],0
d4,1,0.373473,0.792077,[46 13] ; [97 38],[43.48969072 15.51030928] ; [99.51030928 35.48969072],0
a1,1,0.37476,0.787819,[ 3 56] ; [ 12 125],[ 4.51530612 54.48469388] ; [ 10.48469388 126.51530612],0
s1,1,0.376605,0.781754,[ 3 55] ; [ 12 123],[ 4.50777202 53.49222798] ; [ 10.49222798 124.50777202],0
a7,1,0.377856,0.777667,[42 17] ; [88 48],[39.33333333 19.66666667] ; [90.66666667 45.33333333],0
b1,1,0.400598,0.706529,[34 25] ; [70 67],[31.30612245 27.69387755] ; [72.69387755 64.30612245],0
a2,1,0.428887,0.625834,[16 43] ; [ 30 107],[13.84693878 45.15306122] ; [ 32.15306122 104.84693878],0
a6,1,0.545736,0.365011,[37 22] ; [79 57],[35.0974359 23.9025641] ; [80.9025641 55.0974359],0
d3,1,0.583694,0.300301,[37 22] ; [79 56],[35.27835052 23.72164948] ; [80.72164948 54.27835052],0
p7,1,0.666666,0.185526,[27 31] ; [57 75],[25.64210526 32.35789474] ; [58.35789474 73.64210526],0
b5,1,0.741165,0.109106,[36 23] ; [87 50],[37.0255102 21.9744898] ; [85.9744898 51.0255102],0
n3,1,0.895396,0.017287,[12  9] ; [30 21],[12.25  8.75] ; [29.75 21.25],0
b2,1,0.964475,0.001984,[12 23] ; [25 47],[12.10280374 22.89719626] ; [24.89719626 47.10280374],0
b3,1,0.964475,0.001984,[12 23] ; [25 47],[12.10280374 22.89719626] ; [24.89719626 47.10280374],0
