Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.009198,6.783959,[26 15] ; [ 8 18],[20.80597015 20.19402985] ; [13.19402985 12.80597015],0
v4,1,0.009919,6.649406,[39  2] ; [19  7],[35.49253731  5.50746269] ; [22.50746269  3.49253731],0
a7,1,0.016325,5.767535,[28 13] ; [10 16],[23.25373134 17.74626866] ; [14.74626866 11.25373134],0
s3,1,0.026772,4.905437,[15 25] ; [17  9],[19.39393939 20.60606061] ; [12.60606061 13.39393939],0
v1,1,0.051292,3.798701,[ 9 30] ; [12 14],[12.6 26.4] ; [ 8.4 17.6],0
v2,1,0.054999,3.682116,[15 24] ; [ 4 21],[11.578125 27.421875] ; [ 7.421875 17.578125],0
a4,1,0.06453,3.416953,[ 4 37] ; [ 7 19],[ 6.73134328 34.26865672] ; [ 4.26865672 21.73134328],0
r3,1,0.065262,3.398331,[38  3] ; [20  6],[35.49253731  5.50746269] ; [22.50746269  3.49253731],0
b1,1,0.071804,3.24129,[13 28] ; [14 12],[16.52238806 24.47761194] ; [10.47761194 15.52238806],0
u3,1,0.092617,2.828283,[ 8 16] ; [7 4],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
p11,1,0.123402,2.373598,[31 10] ; [15 11],[28.14925373 12.85074627] ; [17.85074627  8.14925373],0
r4,1,0.143993,2.134755,[32  9] ; [16 10],[29.37313433 11.62686567] ; [18.62686567  7.37313433],0
p2,1,0.143993,2.134755,[32  9] ; [16 10],[29.37313433 11.62686567] ; [18.62686567  7.37313433],0
d3,1,0.145219,2.121766,[20 21] ; [ 8 18],[17.13432836 23.86567164] ; [10.86567164 15.13432836],0
a3,1,0.159366,1.980234,[16 24] ; [15 11],[18.78787879 21.21212121] ; [12.21212121 13.78787879],0
a8,1,0.178846,1.807185,[ 6 34] ; [ 1 23],[ 4.375 35.625] ; [ 2.625 21.375],0
u2,1,0.207196,1.590909,[12 12] ; [8 3],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
p4,1,0.282375,1.155624,[18 23] ; [ 8 18],[15.91044776 25.08955224] ; [10.08955224 15.91044776],0
n4,1,0.309335,1.033514,[16 25] ; [ 7 19],[14.07462687 26.92537313] ; [ 8.92537313 17.07462687],0
p1,1,0.312033,1.022051,[ 2 39] ; [ 3 23],[ 3.05970149 37.94029851] ; [ 1.94029851 24.05970149],0
p3,1,0.377855,0.777669,[13 28] ; [11 15],[14.68656716 26.31343284] ; [ 9.31343284 16.68656716],0
p9,1,0.377855,0.777669,[28 13] ; [15 11],[26.31343284 14.68656716] ; [16.68656716  9.31343284],0
s7,1,0.389791,0.739593,[ 7 34] ; [ 6 17],[ 8.328125 32.671875] ; [ 4.671875 18.328125],0
a5,1,0.436498,0.605472,[15 26] ; [12 14],[16.52238806 24.47761194] ; [10.47761194 15.52238806],0
s2,1,0.47614,0.507692,[12 28] ; [10 16],[13.33333333 26.66666667] ; [ 8.66666667 17.33333333],0
p10,1,0.476674,0.506462,[21 20] ; [11 15],[19.58208955 21.41791045] ; [12.41791045 13.58208955],0
b2,1,0.482367,0.493506,[ 6 18] ; [5 9],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
b3,1,0.482367,0.493506,[ 6 18] ; [5 9],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
d2,1,0.488704,0.479378,[ 4 37] ; [ 4 22],[ 4.89552239 36.10447761] ; [ 3.10447761 22.89552239],0
r1,1,0.492237,0.471632,[25 16] ; [18  8],[26.31343284 14.68656716] ; [16.68656716  9.31343284],0
n3,1,0.518217,0.41744,[8 3] ; [6 1],[8.55555556 2.44444444] ; [5.44444444 1.55555556],0
r2,1,0.544795,0.366725,[34  7] ; [20  6],[33.04477612  7.95522388] ; [20.95522388  5.04477612],0
v3,1,0.616514,0.250797,[ 9 31] ; [ 7 18],[ 9.84615385 30.15384615] ; [ 6.15384615 18.84615385],0
s8,1,0.641827,0.216361,[ 9 32] ; [ 7 19],[ 9.79104478 31.20895522] ; [ 6.20895522 19.79104478],0
p7,1,0.690033,0.159049,[25 16] ; [14 11],[24.22727273 16.77272727] ; [14.77272727 10.22727273],0
p8,1,0.719606,0.128871,[14 27] ; [10 16],[14.68656716 26.31343284] ; [ 9.31343284 16.68656716],0
n1,1,0.737369,0.112453,[2 9] ; [1 7],[1.73684211 9.26315789] ; [1.26315789 6.73684211],0
a2,1,0.741535,0.108782,[ 1 40] ; [ 1 25],[ 1.2238806 39.7761194] ; [ 0.7761194 25.2238806],0
d1,1,0.741535,0.108782,[ 1 40] ; [ 1 25],[ 1.2238806 39.7761194] ; [ 0.7761194 25.2238806],0
p6,1,0.811468,0.056898,[ 9 31] ; [ 5 20],[ 8.61538462 31.38461538] ; [ 5.38461538 19.61538462],0
b4,1,0.833861,0.043996,[21 20] ; [14 12],[21.41791045 19.58208955] ; [13.58208955 12.41791045],0
d4,1,0.833861,0.043996,[21 20] ; [14 12],[21.41791045 19.58208955] ; [13.58208955 12.41791045],0
s6,1,0.852196,0.034714,[16 24] ; [11 15],[16.36363636 23.63636364] ; [10.63636364 15.36363636],0
b5,1,0.877029,0.023944,[26 15] ; [16 10],[25.70149254 15.29850746] ; [16.29850746  9.70149254],0
s5,1,0.896431,0.016945,[ 7 32] ; [ 4 20],[ 6.80952381 32.19047619] ; [ 4.19047619 19.80952381],0
n2,1,0.911557,0.012338,[8 3] ; [6 2],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
s4,1,0.933051,0.007057,[ 6 35] ; [ 4 22],[ 6.11940299 34.88059701] ; [ 3.88059701 22.11940299],0
a1,1,0.95458,0.003244,[ 3 38] ; [ 2 24],[ 3.05970149 37.94029851] ; [ 1.94029851 24.05970149],0
