Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,60.516819,[46 70] ; [134  24],[76.20437956 39.79562044] ; [103.79562044  54.20437956],1
s2,1,2e-06,23.13652,[69 52] ; [136  28],[87.03508772 33.96491228] ; [117.96491228  46.03508772],1
s3,1,5.6e-05,16.221858,[67 51] ; [129  34],[82.30604982 35.69395018] ; [113.69395018  49.30604982],1
v1,1,6.3e-05,16.003025,[57 62] ; [117  47],[73.16607774 45.83392226] ; [100.83392226  63.16607774],1
a5,1,0.000103,15.072761,[83 38] ; [145  21],[96.12543554 24.87456446] ; [131.87456446  34.12543554],1
a3,1,0.000304,13.045137,[80 40] ; [140  25],[92.63157895 27.36842105] ; [127.36842105  37.63157895],1
v3,1,0.000607,11.755826,[38 81] ; [85 77],[52.08896797 66.91103203] ; [70.91103203 91.08896797],1
n5,1,0.000941,10.940442,[80 40] ; [137  27],[91.69014085 28.30985915] ; [125.30985915  38.69014085],1
s6,1,0.001296,10.34816,[93 25] ; [151  13],[102.09929078  15.90070922] ; [141.90070922  22.09929078],0
p7,1,0.002365,9.241926,[75 40] ; [131  30],[85.83333333 29.16666667] ; [120.16666667  40.83333333],0
d1,1,0.003921,8.320179,[66 55] ; [118  48],[77.57491289 43.42508711] ; [106.42508711  59.57491289],0
p6,1,0.005102,7.842883,[43 74] ; [88 76],[54.54448399 62.45551601] ; [76.45551601 87.54448399],0
p10,1,0.006116,7.515666,[95 22] ; [152  13],[102.4787234  14.5212766] ; [144.5212766  20.4787234],0
p9,1,0.014472,5.979604,[97 18] ; [155  11],[103.1316726  11.8683274] ; [148.8683274  17.1316726],0
p8,1,0.017103,5.685732,[59 58] ; [106  58],[68.70106762 48.29893238] ; [96.29893238 67.70106762],0
r1,1,0.022061,5.240964,[95 25] ; [146  18],[101.83098592  18.16901408] ; [139.16901408  24.83098592],0
n4,1,0.022262,5.225154,[84 37] ; [133  31],[92.12982456 28.87017544] ; [124.87017544  39.12982456],0
a6,1,0.033199,4.535487,[68 53] ; [113  52],[76.57692308 44.42307692] ; [104.42307692  60.57692308],0
b1,1,0.039454,4.241226,[38 83] ; [72 94],[46.37630662 74.62369338] ; [ 63.62369338 102.37630662],0
v4,1,0.066734,3.361574,[112   7] ; [162   3],[114.80985915   4.19014085] ; [159.19014085   5.80985915],0
u1,1,0.067404,3.345131,[ 21 100] ; [ 44 122],[27.40418118 93.59581882] ; [ 37.59581882 128.40418118],0
