Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,115.791322,[ 30 134] ; [271 127],[87.83629893 76.16370107] ; [213.16370107 184.83629893],1
s3,1,0.0,92.494565,[ 40 124] ; [271 123],[91.40501792 72.59498208] ; [219.59498208 174.40501792],1
s7,1,0.0,66.900395,[ 43 113] ; [256 131],[85.90055249 70.09944751] ; [213.09944751 173.90055249],1
s8,1,0.0,54.960977,[ 42 124] ; [237 161],[82.11702128 83.88297872] ; [196.88297872 201.11702128],1
s5,1,0.0,52.846212,[ 25 138] ; [189 202],[ 62.96389892 100.03610108] ; [151.03610108 239.96389892],1
s4,1,4.2e-05,16.781155,[ 12 154] ; [ 85 309],[ 28.75357143 137.24642857] ; [ 68.24642857 325.75357143],1
p4,1,0.000103,15.077021,[86 79] ; [276 122],[106.09236234  58.90763766] ; [255.90763766 142.09236234],1
p9,1,0.000482,12.183303,[131  30] ; [364  33],[142.82258065  18.17741935] ; [352.17741935  44.82258065],1
r4,1,0.001314,10.322255,[143  23] ; [377  23],[152.50883392  13.49116608] ; [367.49116608  32.50883392],0
p6,1,0.002133,9.43117,[ 49 115] ; [174 223],[65.19073084 98.80926916] ; [157.80926916 239.19073084],0
p12,1,0.008413,6.943299,[  7 158] ; [ 45 353],[ 15.23978686 149.76021314] ; [ 36.76021314 361.23978686],0
u1,1,0.011605,6.370216,[ 29 137] ; [110 290],[ 40.76678445 125.23321555] ; [ 98.23321555 301.76678445],0
p10,1,0.012189,6.283155,[133  32] ; [350  45],[142.3125  22.6875] ; [340.6875  54.3125],0
p5,1,0.022421,5.212853,[ 12 154] ; [ 56 341],[ 20.04973357 145.95026643] ; [ 47.95026643 349.04973357],0
d5,1,0.024127,5.085456,[135  31] ; [353  46],[143.37699115  22.62300885] ; [344.62300885  54.37699115],0
u4,1,0.024354,5.069248,[  1 165] ; [ 17 383],[  5.27915194 160.72084806] ; [ 12.72084806 387.27915194],0
r3,1,0.026515,4.922142,[152  13] ; [386  14],[157.11504425   7.88495575] ; [380.88495575  19.11504425],0
p3,1,0.035156,4.437572,[77 88] ; [225 174],[88.35106383 76.64893617] ; [213.64893617 185.35106383],0
v1,1,0.045334,4.006162,[83 80] ; [234 155],[93.60688406 69.39311594] ; [223.39311594 165.60688406],0
r1,1,0.052551,3.758153,[131  34] ; [343  56],[138.67021277  26.32978723] ; [335.32978723  63.67021277],0
p7,1,0.05795,3.595103,[98 67] ; [263 125],[107.7124774  57.2875226] ; [253.2875226 134.7124774],0
v4,1,0.06149,3.496744,[156  10] ; [388  11],[159.8300885   6.1699115] ; [384.1699115  14.8300885],0
d4,1,0.086653,2.935478,[138  28] ; [353  46],[144.25840708  21.74159292] ; [346.74159292  52.25840708],0
b5,1,0.096433,2.763569,[90 76] ; [247 153],[98.83745583 67.16254417] ; [238.16254417 161.83745583],0
r2,1,0.119052,2.429751,[152  10] ; [383  13],[155.32258065   6.67741935] ; [379.67741935  16.32258065],0
p2,1,0.125297,2.349826,[135  31] ; [343  54],[140.93783304  25.06216696] ; [337.06216696  59.93783304],0
a2,1,0.144724,2.126996,[ 46 120] ; [136 264],[ 53.37809187 112.62190813] ; [128.62190813 271.37809187],0
s1,1,0.16362,1.940444,[  2 163] ; [ 13 381],[  4.42754919 160.57245081] ; [ 10.57245081 383.42754919],0
a1,1,0.17598,1.831252,[  6 160] ; [ 26 374],[  9.38515901 156.61484099] ; [ 22.61484099 377.38515901],0
a3,1,0.180499,1.793509,[127  39] ; [325  74],[132.8  33.2] ; [319.2  79.8],0
b2,1,0.200895,1.635853,[51 54] ; [103 147],[45.54929577 59.45070423] ; [108.45070423 141.54929577],0
b3,1,0.200895,1.635853,[51 54] ; [103 147],[45.54929577 59.45070423] ; [108.45070423 141.54929577],0
b4,1,0.20394,1.613931,[90 76] ; [240 160],[96.7844523 69.2155477] ; [233.2155477 166.7844523],0
d3,1,0.232965,1.422667,[116  50] ; [299 101],[121.71378092  44.28621908] ; [293.28621908 106.71378092],0
a4,1,0.257571,1.281768,[83 82] ; [221 177],[89.09413854 75.90586146] ; [214.90586146 183.09413854],0
v3,1,0.284627,1.144866,[61 99] ; [168 222],[66.61818182 93.38181818] ; [162.38181818 227.61818182],0
a6,1,0.362329,0.829806,[126  40] ; [288 111],[121.63539823  44.36460177] ; [292.36460177 106.63539823],0
p8,1,0.364314,0.822967,[86 78] ; [222 170],[90.84892086 73.15107914] ; [217.15107914 174.84892086],0
a7,1,0.401889,0.702667,[118  48] ; [298 102],[122.00706714  43.99293286] ; [293.99293286 106.00706714],0
a8,1,0.406469,0.689106,[ 17 131] ; [ 52 313],[ 19.90643275 128.09356725] ; [ 49.09356725 315.90643275],0
n5,1,0.459928,0.546071,[133  32] ; [332  67],[136.03723404  28.96276596] ; [328.96276596  70.03723404],0
u2,1,0.463092,0.538412,[18 20] ; [41 34],[19.84070796 18.15929204] ; [39.15929204 35.84070796],0
u3,1,0.487339,0.482396,[20 19] ; [43 31],[21.74336283 17.25663717] ; [41.25663717 32.74336283],0
d1,1,0.499998,0.454941,[111  55] ; [279 121],[114.38162544  51.61837456] ; [275.61837456 124.38162544],0
d2,1,0.519352,0.415181,[93 71] ; [238 161],[96.41918295 67.58081705] ; [234.58081705 164.41918295],0
n4,1,0.569505,0.323511,[137  29] ; [337  62],[139.26371681  26.73628319] ; [334.73628319  64.26371681],0
n1,1,0.643966,0.213593,[15 27] ; [32 48],[16.18032787 25.81967213] ; [30.81967213 49.18032787],0
b1,1,0.702222,0.14617,[ 63 103] ; [145 255],[ 61.00353357 104.99646643] ; [146.99646643 253.00353357],0
n3,1,0.877052,0.023934,[31 11] ; [58 22],[30.63934426 11.36065574] ; [58.36065574 21.63934426],0
p11,1,0.880795,0.022488,[137  29] ; [328  72],[136.37809187  29.62190813] ; [328.62190813  71.37809187],0
p1,1,0.889903,0.019162,[ 14 152] ; [ 35 363],[ 14.42198582 151.57801418] ; [ 34.57801418 363.42198582],0
n2,1,0.913253,0.011867,[32 11] ; [61 20],[32.25 10.75] ; [60.75 20.25],0
v2,1,0.921169,0.009793,[97 64] ; [232 156],[96.48269581 64.51730419] ; [232.51730419 155.48269581],0
