Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.00075,11.360594,[149  42] ; [19 18],[140.73684211  50.26315789] ; [27.26315789  9.73684211],1
s5,1,0.004298,8.153352,[ 47 136] ; [17 17],[ 53.97235023 129.02764977] ; [10.02764977 23.97235023],0
n5,1,0.007701,7.101755,[133  54] ; [18 19],[126.05803571  60.94196429] ; [24.94196429 12.05803571],0
n4,1,0.014374,5.991654,[149  41] ; [22 15],[143.1277533  46.8722467] ; [27.8722467  9.1277533],0
s3,1,0.030024,4.707944,[93 94] ; [25 11],[98.95067265 88.04932735] ; [19.04932735 16.95067265],0
d3,1,0.036879,4.355992,[127  64] ; [31  6],[132.35964912  58.64035088] ; [25.64035088 11.35964912],0
p11,1,0.043209,4.087221,[140  51] ; [21 16],[134.87280702  56.12719298] ; [26.12719298 10.87280702],0
s2,1,0.047763,3.91829,[92 97] ; [24 12],[97.44 91.56] ; [18.56 17.44],0
s6,1,0.049458,3.859749,[121  69] ; [29  7],[126.10619469  63.89380531] ; [23.89380531 12.10619469],0
b2,1,0.11164,2.530844,[45 77] ; [ 4 17],[41.8041958 80.1958042] ; [ 7.1958042 13.8041958],0
b3,1,0.11164,2.530844,[45 77] ; [ 4 17],[41.8041958 80.1958042] ; [ 7.1958042 13.8041958],0
v1,1,0.1117,2.529999,[110  73] ; [17 20],[105.64090909  77.35909091] ; [21.35909091 15.64090909],0
p9,1,0.145729,2.116402,[148  41] ; [32  4],[151.2  37.8] ; [28.8  7.2],0
b5,1,0.149306,2.079327,[121  70] ; [28  9],[124.82017544  66.17982456] ; [24.17982456 12.82017544],0
v4,1,0.171516,1.869639,[171  18] ; [36  1],[173.11061947  15.88938053] ; [33.88938053  3.11061947],0
a6,1,0.177305,1.82007,[135  56] ; [22 15],[131.52192982  59.47807018] ; [25.47807018 11.52192982],0
a8,1,0.211085,1.563969,[ 25 149] ; [ 2 30],[ 22.80582524 151.19417476] ; [ 4.19417476 27.80582524],0
a7,1,0.312037,1.022036,[139  51] ; [30  7],[141.45374449  48.54625551] ; [27.54625551  9.45374449],0
v3,1,0.337392,0.920317,[89 98] ; [14 22],[ 86.37219731 100.62780269] ; [16.62780269 19.37219731],0
s8,1,0.346607,0.88584,[ 77 114] ; [18 19],[ 79.58333333 111.41666667] ; [15.41666667 21.58333333],0
r4,1,0.364197,0.823369,[159  32] ; [33  4],[160.84210526  30.15789474] ; [31.15789474  5.84210526],0
d4,1,0.396258,0.719653,[159  31] ; [33  4],[160.70484581  29.29515419] ; [31.29515419  5.70484581],0
p6,1,0.411218,0.675277,[ 53 135] ; [ 8 29],[ 50.96888889 137.03111111] ; [10.03111111 26.96888889],0
b4,1,0.47985,0.499204,[112  79] ; [24 13],[113.92982456  77.07017544] ; [22.07017544 14.92982456],0
n1,1,0.49202,0.472106,[16 36] ; [2 8],[15.09677419 36.90322581] ; [2.90322581 7.09677419],0
u1,1,0.542163,0.371545,[ 38 153] ; [ 9 28],[ 39.37280702 151.62719298] ; [ 7.62719298 29.37280702],0
b1,1,0.543495,0.3691,[ 72 119] ; [12 25],[ 70.36842105 120.63157895] ; [13.63157895 23.36842105],0
u3,1,0.561782,0.336628,[31 24] ; [6 3],[31.796875 23.203125] ; [5.203125 3.796875],0
p7,1,0.571887,0.319536,[ 87 101] ; [19 18],[88.56888889 99.43111111] ; [17.43111111 19.56888889],0
a3,1,0.579566,0.306938,[136  55] ; [28  9],[137.38596491  53.61403509] ; [26.61403509 10.38596491],0
u2,1,0.602047,0.27192,[28 24] ; [4 5],[27.27868852 24.72131148] ; [4.72131148 4.27868852],0
p4,1,0.615145,0.252751,[ 86 105] ; [15 22],[ 84.60964912 106.39035088] ; [16.39035088 20.60964912],0
s7,1,0.627404,0.235598,[88 94] ; [19 17],[89.33027523 92.66972477] ; [17.66972477 18.33027523],0
