Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.698202,[28  7] ; [ 45 105],[13.81081081 21.18918919] ; [59.18918919 90.81081081],1
s7,1,8.9e-05,15.349145,[20 14] ; [ 35 109],[10.50561798 23.49438202] ; [44.49438202 99.50561798],1
s6,1,0.000288,13.147976,[27  7] ; [67 82],[17.46448087 16.53551913] ; [76.53551913 72.46448087],1
u3,1,0.001313,10.323788,[15  1] ; [29 30],[9.38666667 6.61333333] ; [34.61333333 24.38666667],0
s3,1,0.002023,9.528214,[25 11] ; [60 87],[16.72131148 19.27868852] ; [68.27868852 78.72131148],0
s5,1,0.004708,7.98832,[15 17] ; [ 32 111],[ 8.59428571 23.40571429] ; [ 38.40571429 104.59428571],0
d3,1,0.022692,5.191912,[29  6] ; [94 56],[23.27027027 11.72972973] ; [99.72972973 50.27027027],0
p11,1,0.022787,5.184669,[18 18] ; [105  45],[23.80645161 12.19354839] ; [99.19354839 50.80645161],0
r2,1,0.043332,4.082419,[34  1] ; [123  23],[30.35911602  4.64088398] ; [126.64088398  19.35911602],0
p10,1,0.043861,4.061892,[27  8] ; [87 61],[21.80327869 13.19672131] ; [92.19672131 55.80327869],0
p1,1,0.044491,4.037843,[ 5 31] ; [  7 142],[ 2.33513514 33.66486486] ; [  9.66486486 139.33513514],0
u1,1,0.060845,3.514205,[ 7 29] ; [ 13 137],[ 3.87096774 32.12903226] ; [ 16.12903226 133.87096774],0
p6,1,0.070735,3.265882,[14 22] ; [ 35 111],[ 9.69230769 26.30769231] ; [ 39.30769231 106.69230769],0
d1,1,0.076105,3.146179,[22 14] ; [67 83],[17.22580645 18.77419355] ; [71.77419355 78.22580645],0
s8,1,0.090294,2.869133,[14 22] ; [ 37 112],[ 9.92432432 26.07567568] ; [ 41.07567568 107.92432432],0
n1,1,0.101966,2.674528,[5 5] ; [13 40],[2.85714286 7.14285714] ; [15.14285714 37.85714286],0
b5,1,0.152854,2.043532,[26 10] ; [89 61],[22.25806452 13.74193548] ; [92.74193548 57.25806452],0
d5,1,0.16416,1.935478,[29  6] ; [107  43],[25.72972973  9.27027027] ; [110.27027027  39.72972973],0
n4,1,0.263356,1.251028,[11 25] ; [61 89],[13.93548387 22.06451613] ; [58.06451613 91.93548387],0
p8,1,0.264675,1.24414,[10 25] ; [58 92],[12.86486486 22.13513514] ; [55.13513514 94.86486486],0
p2,1,0.289099,1.123813,[24 12] ; [113  37],[26.51612903  9.48387097] ; [110.48387097  39.51612903],0
p7,1,0.320034,0.988807,[16 19] ; [82 67],[18.64130435 16.35869565] ; [79.35869565 69.64130435],0
n3,1,0.330169,0.948235,[6 4] ; [39 13],[7.25806452 2.74193548] ; [37.74193548 14.25806452],0
p9,1,0.397857,0.714794,[26  9] ; [99 49],[23.90710383 11.09289617] ; [101.09289617  46.90710383],0
d2,1,0.431497,0.618791,[16 20] ; [56 94],[13.93548387 22.06451613] ; [58.06451613 91.93548387],0
a5,1,0.473287,0.51429,[23 13] ; [86 64],[21.09677419 14.90322581] ; [87.90322581 62.09677419],0
a4,1,0.478584,0.502089,[15 21] ; [53 97],[13.16129032 22.83870968] ; [54.83870968 95.16129032],0
v4,1,0.492768,0.470477,[32  3] ; [130  19],[30.81521739  4.18478261] ; [131.18478261  17.81521739],0
v1,1,0.504972,0.444472,[13 23] ; [ 44 101],[11.33701657 24.66298343] ; [45.66298343 99.33701657],0
r4,1,0.507893,0.438406,[29  7] ; [113  37],[27.48387097  8.51612903] ; [114.51612903  35.48387097],0
s1,1,0.521069,0.411777,[ 1 35] ; [  8 142],[ 1.74193548 34.25806452] ; [  7.25806452 142.74193548],0
d4,1,0.532861,0.388933,[30  6] ; [118  32],[28.64516129  7.35483871] ; [119.35483871  30.64516129],0
a3,1,0.595001,0.282602,[20 16] ; [90 59],[21.40540541 14.59459459] ; [88.59459459 60.40540541],0
a1,1,0.615911,0.251657,[ 1 35] ; [  7 143],[ 1.5483871 34.4516129] ; [  6.4516129 143.5483871],0
a6,1,0.628054,0.23471,[22 14] ; [85 65],[20.70967742 15.29032258] ; [86.29032258 63.70967742],0
b4,1,0.628054,0.23471,[22 14] ; [85 65],[20.70967742 15.29032258] ; [86.29032258 63.70967742],0
n6,1,0.685031,0.164518,[21 15] ; [93 57],[22.06451613 13.93548387] ; [91.93548387 58.06451613],0
b1,1,0.733602,0.11583,[14 22] ; [63 87],[14.90322581 21.09677419] ; [62.09677419 87.90322581],0
n2,1,0.744485,0.106224,[6 4] ; [34 18],[6.4516129 3.5483871] ; [33.5483871 18.4516129],0
a7,1,0.746222,0.104733,[24 11] ; [107  43],[24.78378378 10.21621622] ; [106.21621622  43.78378378],0
u2,1,0.79204,0.069518,[9 7] ; [31 28],[8.53333333 7.46666667] ; [31.46666667 27.53333333],0
v2,1,0.81559,0.054392,[13 21] ; [59 87],[13.6 20.4] ; [58.4 87.6],0
a2,1,0.827707,0.047369,[ 5 31] ; [ 23 127],[ 5.41935484 30.58064516] ; [ 22.58064516 127.41935484],0
b2,1,0.889759,0.019212,[ 5 13] ; [25 60],[ 5.24271845 12.75728155] ; [24.75728155 60.24271845],0
b3,1,0.889759,0.019212,[ 5 13] ; [25 60],[ 5.24271845 12.75728155] ; [24.75728155 60.24271845],0
r1,1,0.908696,0.013152,[25 11] ; [102  47],[24.71351351 11.28648649] ; [102.28648649  46.71351351],0
p4,1,0.913198,0.011882,[15 21] ; [64 86],[15.29032258 20.70967742] ; [63.70967742 86.29032258],0
r3,1,0.948927,0.004103,[33  3] ; [137  13],[32.90322581  3.09677419] ; [137.09677419  12.90322581],0
p3,1,0.951542,0.003693,[13 23] ; [53 96],[12.84324324 23.15675676] ; [53.15675676 95.84324324],0
