Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,103.357292,[292   5] ; [12 12],[281.27102804  15.72897196] ; [22.72897196  1.27102804],1
r1,1,0.0,57.995947,[264  35] ; [ 8 18],[250.24  48.76] ; [21.76  4.24],1
v4,1,0.0,46.949679,[294   5] ; [17  7],[287.89164087  11.10835913] ; [23.10835913  0.89164087],1
r3,1,2e-06,22.397848,[295   3] ; [23  4],[291.58153846   6.41846154] ; [26.41846154  0.58153846],1
p10,1,0.000119,14.812564,[256  37] ; [14 10],[249.55835962  43.44164038] ; [20.44164038  3.55835962],1
n6,1,0.000684,11.533267,[262  33] ; [17  9],[256.40186916  38.59813084] ; [22.59813084  3.40186916],1
b1,1,0.001668,9.88356,[ 98 201] ; [17 10],[105.47546012 193.52453988] ; [ 9.52453988 17.47546012],0
p9,1,0.008786,6.86592,[263  29] ; [19  7],[258.94339623  33.05660377] ; [23.05660377  2.94339623],0
n4,1,0.009377,6.749653,[248  50] ; [17 10],[242.98461538  55.01538462] ; [22.01538462  4.98461538],0
v3,1,0.00954,6.718836,[182 109] ; [10 17],[175.69811321 115.30188679] ; [16.30188679 10.69811321],0
s1,1,0.012458,6.244534,[  7 287] ; [ 3 24],[  9.1588785 284.8411215] ; [ 0.8411215 26.1588785],0
a6,1,0.015397,5.870508,[210  87] ; [13 14],[204.41666667  92.58333333] ; [18.58333333  8.41666667],0
n5,1,0.025105,5.016627,[246  50] ; [17  9],[241.76397516  54.23602484] ; [21.23602484  4.76397516],0
a7,1,0.026958,4.893516,[224  74] ; [15 12],[219.14461538  78.85538462] ; [19.85538462  7.14461538],0
p8,1,0.062404,3.472301,[177 113] ; [11 15],[172.53164557 117.46835443] ; [15.46835443 10.53164557],0
p2,1,0.085809,2.951287,[262  34] ; [20  6],[259.22981366  36.77018634] ; [22.77018634  3.22981366],0
s5,1,0.099696,2.710402,[114 175] ; [ 6 20],[110.0952381 178.9047619] ; [ 9.9047619 16.0952381],0
p3,1,0.110668,2.544655,[178 117] ; [11 14],[174.234375 120.765625] ; [14.765625 10.234375],0
a5,1,0.117069,2.456098,[238  61] ; [18  9],[234.79754601  64.20245399] ; [21.20245399  5.79754601],0
s7,1,0.141135,2.165541,[163 122] ; [10 14],[159.5631068 125.4368932] ; [13.4368932 10.5631068],0
d4,1,0.14986,2.073671,[261  37] ; [21  6],[258.57230769  39.42769231] ; [23.42769231  3.57230769],0
u1,1,0.16081,1.966597,[ 68 231] ; [ 3 24],[ 65.1196319 233.8803681] ; [ 5.8803681 21.1196319],0
d3,1,0.179008,1.805843,[223  75] ; [17 10],[220.06153846  77.93846154] ; [19.93846154  7.06153846],0
s2,1,0.197455,1.661096,[163 131] ; [11 15],[159.8625 134.1375] ; [14.1375 11.8625],0
s3,1,0.204086,1.612887,[162 132] ; [10 14],[159.01886792 134.98113208] ; [12.98113208 11.01886792],0
d1,1,0.249064,1.328547,[199 100] ; [15 12],[196.27607362 102.72392638] ; [17.72392638  9.27607362],0
s6,1,0.27342,1.199506,[208  82] ; [16 10],[205.56962025  84.43037975] ; [18.43037975  7.56962025],0
p4,1,0.282021,1.157326,[200  94] ; [15 11],[197.53125  96.46875] ; [17.46875  8.53125],0
u3,1,0.286944,1.133903,[45 26] ; [3 4],[43.69230769 27.30769231] ; [4.30769231 2.69230769],0
p1,1,0.29825,1.082004,[ 29 268] ; [ 1 26],[ 27.5 269.5] ; [ 2.5 24.5],0
a2,1,0.31635,1.003976,[ 82 217] ; [ 5 22],[ 79.79447853 219.20552147] ; [ 7.20552147 19.79447853],0
b4,1,0.323594,0.974363,[184 115] ; [14 13],[181.60122699 117.39877301] ; [16.39877301 10.60122699],0
p7,1,0.334476,0.931492,[206  81] ; [17 10],[203.82484076  83.17515924] ; [19.17515924  7.82484076],0
n1,1,0.377873,0.77761,[20 25] ; [4 9],[18.62068966 26.37931034] ; [5.37931034 7.62068966],0
b3,1,0.377908,0.777495,[ 79 109] ; [ 6 13],[ 77.19806763 110.80193237] ; [ 7.80193237 11.19806763],0
b2,1,0.377908,0.777495,[ 79 109] ; [ 6 13],[ 77.19806763 110.80193237] ; [ 7.80193237 11.19806763],0
s4,1,0.385776,0.752215,[ 39 256] ; [ 2 25],[ 37.5621118 257.4378882] ; [ 3.4378882 23.5621118],0
n2,1,0.402415,0.701099,[33 12] ; [11  2],[34.13793103 10.86206897] ; [9.86206897 3.13793103],0
s8,1,0.429644,0.623785,[154 140] ; [12 15],[152.03738318 141.96261682] ; [13.96261682 13.03738318],0
p11,1,0.498579,0.45796,[248  51] ; [21  6],[246.7208589  52.2791411] ; [22.2791411  4.7208589],0
d5,1,0.601724,0.272403,[254  44] ; [22  5],[253.07076923  44.92923077] ; [22.92923077  4.07076923],0
b5,1,0.632953,0.228078,[191 108] ; [16 11],[189.85582822 109.14417178] ; [17.14417178  9.85582822],0
p6,1,0.633809,0.226931,[135 154] ; [10 14],[133.88178914 155.11821086] ; [11.11821086 12.88178914],0
d2,1,0.638648,0.220515,[157 140] ; [13 14],[155.83333333 141.16666667] ; [14.16666667 12.83333333],0
a1,1,0.665874,0.186466,[ 17 282] ; [ 1 26],[ 16.50920245 282.49079755] ; [ 1.49079755 25.50920245],0
u2,1,0.712732,0.135563,[41 30] ; [3 3],[40.57142857 30.42857143] ; [3.42857143 2.57142857],0
n3,1,0.737395,0.112429,[34 12] ; [9 4],[33.52542373 12.47457627] ; [9.47457627 3.52542373],0
a3,1,0.775598,0.081259,[228  70] ; [20  7],[227.39692308  70.60307692] ; [20.60307692  6.39692308],0
