Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000478,12.199957,[56  7] ; [5 6],[51.93243243 11.06756757] ; [9.06756757 1.93243243],1
p10,1,0.001077,10.690923,[55  8] ; [5 6],[51.08108108 11.91891892] ; [8.91891892 2.08108108],0
a7,1,0.023283,5.147246,[45 18] ; [4 7],[41.71621622 21.28378378] ; [7.28378378 3.71621622],0
p7,1,0.036809,4.359244,[46 17] ; [4 6],[43.15068493 19.84931507] ; [6.84931507 3.15068493],0
p6,1,0.050692,3.818423,[31 31] ; [2 9],[28.02739726 33.97260274] ; [4.97260274 6.02739726],0
p11,1,0.054726,3.690429,[51 12] ; [6 5],[48.52702703 14.47297297] ; [8.47297297 2.52702703],0
b4,1,0.067123,3.352019,[36 27] ; [3 8],[33.2027027 29.7972973] ; [5.7972973 5.2027027],0
r1,1,0.103634,2.648707,[49 14] ; [6 5],[46.82432432 16.17567568] ; [8.17567568 2.82432432],0
p4,1,0.11315,2.50966,[39 24] ; [4 7],[36.60810811 26.39189189] ; [6.39189189 4.60810811],0
p8,1,0.114598,2.489636,[44 19] ; [5 6],[41.71621622 21.28378378] ; [7.28378378 3.71621622],0
v1,1,0.136436,2.217701,[30 32] ; [8 3],[32.2739726 29.7260274] ; [5.7260274 5.2739726],0
d2,1,0.17236,1.8623,[18 45] ; [ 1 10],[16.17567568 46.82432432] ; [2.82432432 8.17567568],0
p9,1,0.20994,1.571839,[55  8] ; [8 3],[53.63513514  9.36486486] ; [9.36486486 1.63513514],0
p2,1,0.20994,1.571839,[55  8] ; [8 3],[53.63513514  9.36486486] ; [9.36486486 1.63513514],0
r4,1,0.20994,1.571839,[55  8] ; [8 3],[53.63513514  9.36486486] ; [9.36486486 1.63513514],0
b5,1,0.286841,1.13439,[35 28] ; [8 3],[36.60810811 26.39189189] ; [6.39189189 4.60810811],0
a6,1,0.356594,0.849851,[38 25] ; [5 6],[36.60810811 26.39189189] ; [6.39189189 4.60810811],0
a3,1,0.3751,0.786701,[43 20] ; [6 5],[41.71621622 21.28378378] ; [7.28378378 3.71621622],0
r3,1,0.393513,0.72806,[57  6] ; [9 2],[56.18918919  6.81081081] ; [9.81081081 1.18918919],0
u2,1,0.404657,0.694444,[12  8] ; [4 1],[12.8  7.2] ; [3.2 1.8],0
p5,1,0.41221,0.672419,[12 50] ; [ 1 10],[11.04109589 50.95890411] ; [1.95890411 9.04109589],0
v2,1,0.464349,0.535391,[29 31] ; [4 7],[27.88732394 32.11267606] ; [5.11267606 5.88732394],0
v3,1,0.469,0.524332,[24 38] ; [3 8],[22.93150685 39.06849315] ; [4.06849315 6.93150685],0
v4,1,0.498938,0.457195,[60  3] ; [9 1],[59.54794521  3.45205479] ; [9.45205479 0.54794521],0
s8,1,0.503087,0.448418,[41 22] ; [6 5],[40.01351351 22.98648649] ; [6.98648649 4.01351351],0
d3,1,0.535083,0.38473,[28 35] ; [6 5],[28.94594595 34.05405405] ; [5.05405405 5.94594595],0
s5,1,0.597548,0.27871,[24 38] ; [3 7],[23.25 38.75] ; [3.75 6.25],0
u3,1,0.656005,0.198413,[14  6] ; [4 1],[14.4  5.6] ; [3.6 1.4],0
r2,1,0.671129,0.180285,[59  4] ; [9 1],[58.68493151  4.31506849] ; [9.31506849 0.68493151],0
s4,1,0.682243,0.167612,[15 48] ; [2 9],[14.47297297 48.52702703] ; [2.52702703 8.47297297],0
p1,1,0.763907,0.090212,[14 49] ; [2 9],[13.62162162 49.37837838] ; [2.37837838 8.62162162],0
a8,1,0.788619,0.07188,[ 9 51] ; [2 9],[ 9.29577465 50.70422535] ; [1.70422535 9.29577465],0
s6,1,0.804894,0.061018,[48 15] ; [8 3],[47.67567568 15.32432432] ; [8.32432432 2.67567568],0
n4,1,0.804894,0.061018,[48 15] ; [8 3],[47.67567568 15.32432432] ; [8.32432432 2.67567568],0
p3,1,0.818317,0.052767,[31 32] ; [5 6],[30.64864865 32.35135135] ; [5.35135135 5.64864865],0
a2,1,0.842188,0.039639,[ 7 56] ; [ 1 10],[ 6.81081081 56.18918919] ; [1.18918919 9.81081081],0
b1,1,0.872532,0.025742,[27 36] ; [5 6],[27.24324324 35.75675676] ; [4.75675676 6.24324324],0
s2,1,0.926301,0.008556,[41 22] ; [7 4],[40.86486486 22.13513514] ; [7.13513514 3.86486486],0
a5,1,0.926301,0.008556,[41 22] ; [7 4],[40.86486486 22.13513514] ; [7.13513514 3.86486486],0
a4,1,0.946065,0.004576,[12 51] ; [2 9],[11.91891892 51.08108108] ; [2.08108108 8.91891892],0
d4,1,0.950414,0.003867,[35 28] ; [6 5],[34.90540541 28.09459459] ; [6.09459459 4.90540541],0
b2,1,0.975848,0.000917,[18 22] ; [4 5],[17.95918367 22.04081633] ; [4.04081633 4.95918367],0
b3,1,0.975848,0.000917,[18 22] ; [4 5],[17.95918367 22.04081633] ; [4.04081633 4.95918367],0
s3,1,0.991982,0.000101,[45 17] ; [8 3],[45.01369863 16.98630137] ; [7.98630137 3.01369863],0
