Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,30.47521,[21  8] ; [15 71],[ 9.07826087 19.92173913] ; [26.92173913 59.07826087],1
s6,1,1.3e-05,19.01397,[18 11] ; [17 71],[ 8.67521368 20.32478632] ; [26.32478632 61.67521368],1
s8,1,0.00026,13.337706,[11 18] ; [ 8 80],[ 4.70940171 24.29059829] ; [14.29059829 73.70940171],1
s7,1,0.005255,7.789592,[13 15] ; [16 66],[ 7.38181818 20.61818182] ; [21.61818182 60.38181818],0
p7,1,0.01041,6.56333,[16 12] ; [25 58],[10.34234234 17.65765766] ; [30.65765766 52.34234234],0
r3,1,0.01565,5.841748,[21  8] ; [40 46],[15.3826087 13.6173913] ; [45.6173913 40.3826087],0
b4,1,0.021296,5.302371,[10 19] ; [52 36],[15.36752137 13.63247863] ; [46.63247863 41.36752137],0
p3,1,0.036628,4.367639,[11 18] ; [16 69],[ 6.86842105 22.13157895] ; [20.13157895 64.86842105],0
p4,1,0.043734,4.066816,[14 15] ; [24 62],[ 9.5826087 19.4173913] ; [28.4173913 57.5826087],0
p2,1,0.053275,3.735287,[20  9] ; [41 44],[15.51754386 13.48245614] ; [45.48245614 39.51754386],0
p10,1,0.085851,2.950503,[19 10] ; [40 45],[15.00877193 13.99122807] ; [43.99122807 41.00877193],0
p11,1,0.097199,2.750904,[18 11] ; [39 49],[14.12820513 14.87179487] ; [42.87179487 45.12820513],0
v3,1,0.099137,2.719379,[10 19] ; [17 70],[ 6.75 22.25] ; [20.25 66.75],0
b2,1,0.102613,2.664447,[ 3 13] ; [21 30],[ 5.73134328 10.26865672] ; [18.26865672 32.73134328],0
b3,1,0.102613,2.664447,[ 3 13] ; [21 30],[ 5.73134328 10.26865672] ; [18.26865672 32.73134328],0
d4,1,0.104248,2.639323,[22  7] ; [52 36],[18.34188034 10.65811966] ; [55.65811966 32.34188034],0
p6,1,0.105654,2.618052,[ 8 21] ; [12 72],[ 5.13274336 23.86725664] ; [14.86725664 69.13274336],0
s4,1,0.131951,2.269397,[ 7 22] ; [11 77],[ 4.46153846 24.53846154] ; [13.53846154 74.46153846],0
u3,1,0.135938,2.223353,[5 5] ; [10 29],[3.06122449 6.93877551] ; [11.93877551 27.06122449],0
a6,1,0.181167,1.788023,[17 12] ; [39 49],[13.88034188 15.11965812] ; [42.11965812 45.88034188],0
d3,1,0.19799,1.657143,[17 12] ; [39 48],[14. 15.] ; [42. 45.],0
v2,1,0.201998,1.627868,[12 16] ; [25 59],[ 9.25 18.75] ; [27.75 56.25],0
d1,1,0.202848,1.62175,[13 16] ; [28 60],[10.16239316 18.83760684] ; [30.83760684 57.16239316],0
p9,1,0.21945,1.507963,[19 10] ; [44 40],[16.16814159 12.83185841] ; [46.83185841 37.16814159],0
a7,1,0.237641,1.394536,[11 18] ; [44 43],[13.75 15.25] ; [41.25 45.75],0
s1,1,0.251815,1.313208,[ 4 25] ; [ 6 81],[ 2.5 26.5] ; [ 7.5 79.5],0
p8,1,0.253611,1.303304,[11 18] ; [23 63],[ 8.57391304 20.42608696] ; [25.42608696 60.57391304],0
b1,1,0.261298,1.261867,[13 16] ; [50 38],[15.61538462 13.38461538] ; [47.38461538 40.61538462],0
n1,1,0.263436,1.250609,[ 3 10] ; [18 27],[4.70689655 8.29310345] ; [16.29310345 28.70689655],0
a3,1,0.328702,0.954005,[19 10] ; [48 39],[16.75 12.25] ; [50.25 36.75],0
a2,1,0.332128,0.940582,[ 2 27] ; [12 76],[ 3.47008547 25.52991453] ; [10.52991453 77.47008547],0
n6,1,0.37108,0.800046,[18 10] ; [47 39],[15.96491228 12.03508772] ; [49.03508772 36.96491228],0
u1,1,0.404361,0.695319,[ 1 28] ; [ 7 81],[ 1.98290598 27.01709402] ; [ 6.01709402 81.98290598],0
b5,1,0.415686,0.66248,[18 11] ; [47 41],[16.11111111 12.88888889] ; [48.88888889 39.11111111],0
v1,1,0.441733,0.591777,[11 17] ; [27 59],[ 9.33333333 18.66666667] ; [28.66666667 57.33333333],0
a8,1,0.587624,0.294071,[ 1 28] ; [ 5 77],[ 1.56756757 27.43243243] ; [ 4.43243243 77.56756757],0
a1,1,0.596171,0.280809,[ 4 25] ; [ 9 79],[ 3.22222222 25.77777778] ; [ 9.77777778 78.22222222],0
n2,1,0.600292,0.274556,[8 5] ; [24 21],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
a4,1,0.643019,0.214815,[ 8 21] ; [28 59],[ 9. 20.] ; [27. 60.],0
a5,1,0.705922,0.142384,[16 13] ; [45 43],[15.11965812 13.88034188] ; [45.88034188 42.11965812],0
r1,1,0.806578,0.059948,[ 7 22] ; [23 64],[ 7.5 21.5] ; [22.5 64.5],0
n4,1,0.826522,0.048033,[18 11] ; [52 35],[17.5 11.5] ; [52.5 34.5],0
