Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000104,15.070982,[66 68] ; [101  39],[81.67153285 52.32846715] ; [85.32846715 54.67153285],1
s6,1,0.000469,12.234843,[116  24] ; [135   6],[125.05338078  14.94661922] ; [125.94661922  15.05338078],1
p5,1,0.000576,11.851478,[  9 130] ; [ 29 112],[ 18.86428571 120.13571429] ; [ 19.13571429 121.86428571],1
p6,1,0.001525,10.048058,[51 90] ; [76 62],[64.1827957 76.8172043] ; [62.8172043 75.1827957],0
a3,1,0.003099,8.748538,[108  34] ; [126  15],[117.41342756  24.58657244] ; [116.58657244  24.41342756],0
s7,1,0.004009,8.279675,[88 47] ; [109  26],[98.5 36.5] ; [98.5 36.5],0
p10,1,0.008153,6.999448,[115  26] ; [130  11],[122.5  18.5] ; [122.5  18.5],0
s4,1,0.008618,6.900418,[ 23 118] ; [41 98],[ 32.22857143 108.77142857] ; [ 31.77142857 107.22857143],0
p7,1,0.009279,6.76825,[82 57] ; [99 35],[92.15750916 46.84249084] ; [88.84249084 45.15750916],0
p9,1,0.012103,6.295693,[120  21] ; [131   8],[126.39642857  14.60357143] ; [124.60357143  14.39642857],0
n2,1,0.017551,5.640413,[19 14] ; [27  5],[23.35384615  9.64615385] ; [22.64615385  9.35384615],0
p3,1,0.025275,5.004976,[71 70] ; [89 51],[80.28469751 60.71530249] ; [79.71530249 60.28469751],0
u3,1,0.028956,4.77024,[22 12] ; [15  1],[25.16  8.84] ; [11.84  4.16],0
p4,1,0.032028,4.59702,[94 48] ; [108  31],[102.07829181  39.92170819] ; [99.92170819 39.07829181],0
p8,1,0.032784,4.557049,[69 73] ; [84 53],[77.87096774 64.12903226] ; [75.12903226 61.87096774],0
a8,1,0.034696,4.460065,[ 23 108] ; [ 11 116],[ 17.26356589 113.73643411] ; [ 16.73643411 110.26356589],0
n1,1,0.061947,3.484465,[10 23] ; [17 15],[13.70769231 19.29230769] ; [13.29230769 18.70769231],0
a5,1,0.063284,3.449162,[116  26] ; [127  15],[121.5  20.5] ; [121.5  20.5],0
s8,1,0.07107,3.258144,[87 55] ; [100  40],[94.16312057 47.83687943] ; [92.83687943 47.16312057],0
v3,1,0.078988,3.085595,[53 76] ; [72 67],[60.16791045 68.83208955] ; [64.83208955 74.16791045],0
n6,1,0.113909,2.499127,[121  21] ; [126  12],[125.26428571  16.73571429] ; [121.73571429  16.26428571],0
s3,1,0.119118,2.428876,[120  22] ; [126  13],[124.31316726  17.68683274] ; [121.68683274  17.31316726],0
u4,1,0.155718,2.015328,[  9 133] ; [  4 138],[  6.5 135.5] ; [  6.5 135.5],0
p1,1,0.163873,1.938114,[ 11 131] ; [ 18 123],[ 14.55123675 127.44876325] ; [ 14.44876325 126.55123675],0
r4,1,0.164064,1.936364,[129  13] ; [135   7],[132.  10.] ; [132.  10.],0
a2,1,0.177975,1.814457,[48 94] ; [59 83],[53.5 88.5] ; [53.5 88.5],0
p2,1,0.179938,1.798135,[118  24] ; [125  16],[121.92932862  20.07067138] ; [121.07067138  19.92932862],0
d3,1,0.194707,1.681636,[121  20] ; [128  13],[124.5  16.5] ; [124.5  16.5],0
n4,1,0.202517,1.624126,[121  21] ; [112  29],[116.91166078  25.08833922] ; [116.08833922  24.91166078],0
u2,1,0.221769,1.49289,[25  9] ; [9 7],[23.12 10.88] ; [10.88  5.12],0
b1,1,0.22318,1.483804,[60 82] ; [50 92],[55. 87.] ; [55. 87.],0
p12,1,0.274351,1.194862,[ 15 127] ; [ 21 120],[ 18.06360424 123.93639576] ; [ 17.93639576 123.06360424],0
b4,1,0.275229,1.190498,[81 61] ; [90 52],[85.5 56.5] ; [85.5 56.5],0
d4,1,0.317295,1.000064,[138   3] ; [139   1],[138.99288256   2.00711744] ; [138.00711744   1.99288256],0
a4,1,0.331374,0.943522,[82 60] ; [90 52],[86. 56.] ; [86. 56.],0
a7,1,0.394138,0.726136,[113  29] ; [107  35],[110.  32.] ; [110.  32.],0
v4,1,0.414186,0.666752,[138   4] ; [139   2],[138.98939929   3.01060071] ; [138.01060071   2.98939929],0
d2,1,0.563644,0.333435,[106  35] ; [101  39],[103.8683274  37.1316726] ; [103.1316726  36.8683274],0
n5,1,0.584089,0.299671,[113  29] ; [115  25],[114.80851064  27.19148936] ; [113.19148936  26.80851064],0
n3,1,0.592177,0.286957,[22 11] ; [24  9],[23. 10.] ; [23. 10.],0
b2,1,0.612116,0.257105,[33 52] ; [40 54],[34.66480447 50.33519553] ; [38.33519553 55.66480447],0
b3,1,0.612116,0.257105,[33 52] ; [40 54],[34.66480447 50.33519553] ; [38.33519553 55.66480447],0
p11,1,0.647731,0.208772,[117  25] ; [114  28],[115.5  26.5] ; [115.5  26.5],0
r3,1,0.694913,0.153818,[139   3] ; [137   4],[138.48763251   3.51236749] ; [137.51236749   3.48763251],0
a6,1,0.726089,0.122733,[97 44] ; [99 41],[98.34875445 42.65124555] ; [97.65124555 42.34875445],0
v2,1,0.73086,0.118324,[84 51] ; [88 49],[85.36764706 49.63235294] ; [86.63235294 50.36764706],0
s1,1,0.776431,0.080641,[  7 134] ; [  6 135],[  6.5 134.5] ; [  6.5 134.5],0
u1,1,0.89821,0.016364,[45 97] ; [44 98],[44.5 97.5] ; [44.5 97.5],0
r1,1,0.962512,0.002209,[123  19] ; [121  19],[122.86524823  19.13475177] ; [121.13475177  18.86524823],0
d5,1,0.991852,0.000104,[137   4] ; [136   4],[136.98576512   4.01423488] ; [136.01423488   3.98576512],0
a1,1,1.0,0.0,[ 10 132] ; [ 10 132],[ 10. 132.] ; [ 10. 132.],0
b5,1,1.0,0.0,[85 57] ; [85 57],[85. 57.] ; [85. 57.],0
