Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,75.309722,[239  11] ; [15 17],[225.17730496  24.82269504] ; [28.82269504  3.17730496],1
p6,1,9.5e-05,15.232144,[127 120] ; [ 6 30],[116.08127208 130.91872792] ; [16.91872792 19.08127208],1
r4,1,0.000181,14.021899,[244   7] ; [30  6],[239.63066202  11.36933798] ; [34.36933798  1.63066202],1
p8,1,0.000629,11.687284,[157  92] ; [11 23],[147.81625442 101.18374558] ; [20.18374558 13.81625442],1
a3,1,0.00395,8.306539,[198  52] ; [20 15],[191.22807018  58.77192982] ; [26.77192982  8.22807018],0
n5,1,0.003996,8.285725,[204  47] ; [21 14],[197.46503497  53.53496503] ; [27.53496503  7.46503497],0
d1,1,0.006223,7.484501,[170  81] ; [16 20],[162.66898955  88.33101045] ; [23.33101045 12.66898955],0
s8,1,0.006298,7.462988,[153  96] ; [13 22],[145.54225352 103.45774648] ; [20.45774648 14.54225352],0
d3,1,0.007101,7.247201,[186  64] ; [19 17],[179.1958042  70.8041958] ; [25.8041958 10.1958042],0
a7,1,0.007841,7.069503,[178  73] ; [17 18],[171.13636364  79.86363636] ; [23.86363636 11.13636364],0
p2,1,0.01337,6.119448,[220  31] ; [26 10],[215.14285714  35.85714286] ; [30.85714286  5.14285714],0
a8,1,0.014302,6.000489,[ 24 206] ; [ 8 23],[ 28.19923372 201.80076628] ; [ 3.80076628 27.19923372],0
p11,1,0.016437,5.755472,[204  47] ; [23 13],[198.5261324  52.4738676] ; [28.4738676  7.5261324],0
a5,1,0.016437,5.755472,[204  47] ; [23 13],[198.5261324  52.4738676] ; [28.4738676  7.5261324],0
p4,1,0.017413,5.65424,[174  75] ; [18 18],[167.74736842  81.25263158] ; [24.25263158 11.74736842],0
p7,1,0.019249,5.478758,[185  59] ; [20 15],[179.28315412  64.71684588] ; [25.71684588  9.28315412],0
p3,1,0.022948,5.172444,[154  96] ; [15 21],[147.72727273 102.27272727] ; [21.27272727 14.72727273],0
v1,1,0.035947,4.399616,[159  89] ; [16 19],[153.35689046  94.64310954] ; [21.64310954 13.35689046],0
n6,1,0.041099,4.171944,[227  22] ; [28  7],[223.57394366  25.42605634] ; [31.42605634  3.57394366],0
p12,1,0.058529,3.578589,[ 35 216] ; [ 1 35],[ 31.48432056 219.51567944] ; [ 4.51567944 31.48432056],0
a6,1,0.079954,3.065835,[162  87] ; [18 18],[157.26315789  91.73684211] ; [22.73684211 13.26315789],0
b5,1,0.103165,2.655923,[131 120] ; [24 12],[135.55749129 115.44250871] ; [19.44250871 16.55749129],0
b2,1,0.119276,2.426808,[64 80] ; [ 8 20],[60.27906977 83.72093023] ; [11.72093023 16.27906977],0
b3,1,0.119276,2.426808,[64 80] ; [ 8 20],[60.27906977 83.72093023] ; [11.72093023 16.27906977],0
r1,1,0.119359,2.425715,[213  37] ; [27  9],[209.79020979  40.20979021] ; [30.20979021  5.79020979],0
d5,1,0.122149,2.389544,[212  37] ; [27  9],[208.81052632  40.18947368] ; [30.18947368  5.81052632],0
n4,1,0.135093,2.232977,[200  51] ; [24 11],[196.58741259  54.41258741] ; [27.41258741  7.58741259],0
