Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.565314,[67 32] ; [12 37],[52.84459459 46.15540541] ; [26.15540541 22.84459459],1
s8,1,1e-06,23.310432,[53 46] ; [ 6 43],[39.46621622 59.53378378] ; [19.53378378 29.46621622],1
s3,1,3e-05,17.39033,[67 32] ; [15 33],[55.2244898 43.7755102] ; [26.7755102 21.2244898],1
s5,1,4.1e-05,16.846775,[43 52] ; [ 5 42],[32.11267606 62.88732394] ; [15.88732394 31.11267606],1
s7,1,4.2e-05,16.767711,[56 36] ; [11 35],[44.66666667 47.33333333] ; [22.33333333 23.66666667],1
r1,1,8.9e-05,15.346911,[84 14] ; [27 21],[74.50684932 23.49315068] ; [36.49315068 11.50684932],1
r2,1,9.4e-05,15.26163,[97  2] ; [38 10],[90.91836735  8.08163265] ; [44.08163265  3.91836735],1
r4,1,0.000117,14.836807,[90  9] ; [32 17],[81.60810811 17.39189189] ; [40.39189189  8.60810811],1
p4,1,0.00022,13.65194,[65 34] ; [16 32],[54.55102041 44.44897959] ; [26.44897959 21.55102041],1
d5,1,0.000401,12.528409,[84 15] ; [28 20],[75.42857143 23.57142857] ; [36.57142857 11.42857143],1
p10,1,0.001251,10.413671,[67 28] ; [21 28],[58.05555556 36.94444444] ; [29.94444444 19.05555556],0
p9,1,0.004071,8.251954,[76 20] ; [27 21],[68.66666667 27.33333333] ; [34.33333333 13.66666667],0
a5,1,0.007733,7.094356,[67 32] ; [22 27],[59.53378378 39.46621622] ; [29.46621622 19.53378378],0
v2,1,0.008504,6.924107,[50 44] ; [14 33],[42.66666667 51.33333333] ; [21.33333333 25.66666667],0
r3,1,0.010456,6.555448,[92  5] ; [40  9],[87.69863014  9.30136986] ; [44.30136986  4.69863014],0
v1,1,0.013385,6.117498,[54 44] ; [16 32],[46.98630137 51.01369863] ; [23.01369863 24.98630137],0
d1,1,0.017006,5.69572,[57 42] ; [18 31],[50.16891892 48.83108108] ; [24.83108108 24.16891892],0
u3,1,0.02383,5.106993,[21 11] ; [ 8 15],[16.87272727 15.12727273] ; [12.12727273 10.87272727],0
d4,1,0.027646,4.850031,[82 17] ; [32 16],[76.7755102 22.2244898] ; [37.2244898 10.7755102],0
a7,1,0.039601,4.234912,[76 23] ; [29 19],[70.71428571 28.28571429] ; [34.28571429 13.71428571],0
n1,1,0.043445,4.078006,[17 19] ; [ 2 11],[13.95918367 22.04081633] ; [5.04081633 7.95918367],0
p3,1,0.052033,3.774706,[49 50] ; [16 33],[43.47972973 55.52027027] ; [21.52027027 27.47972973],0
v4,1,0.056103,3.648988,[95  4] ; [42  6],[92.26530612  6.73469388] ; [44.73469388  3.26530612],0
a4,1,0.06521,3.399649,[46 53] ; [15 34],[40.80405405 58.19594595] ; [20.19594595 28.80405405],0
u2,1,0.090428,2.866745,[18 13] ; [ 8 15],[14.92592593 16.07407407] ; [11.07407407 11.92592593],0
n6,1,0.137795,2.202413,[74 23] ; [31 17],[70.24137931 26.75862069] ; [34.75862069 13.24137931],0
d2,1,0.144055,2.1341,[51 48] ; [19 30],[46.82432432 52.17567568] ; [23.17567568 25.82432432],0
n5,1,0.159308,1.98078,[65 32] ; [27 22],[61.12328767 35.87671233] ; [30.87671233 18.12328767],0
v3,1,0.209636,1.573942,[32 63] ; [11 36],[28.76760563 66.23239437] ; [14.23239437 32.76760563],0
a3,1,0.228454,1.45046,[65 34] ; [26 21],[61.70547945 37.29452055] ; [29.29452055 17.70547945],0
u1,1,0.231262,1.433085,[20 79] ; [ 6 43],[17.39189189 81.60810811] ; [ 8.60810811 40.39189189],0
b5,1,0.231603,1.430988,[63 36] ; [36 13],[66.22297297 32.77702703] ; [32.77702703 16.22297297],0
a2,1,0.270946,1.211951,[24 75] ; [ 8 41],[21.40540541 77.59459459] ; [10.59459459 38.40540541],0
p8,1,0.293822,1.102026,[39 58] ; [15 33],[36.12413793 60.87586207] ; [17.87586207 30.12413793],0
s1,1,0.365018,0.820554,[ 5 91] ; [ 1 48],[ 3.97241379 92.02758621] ; [ 2.02758621 46.97241379],0
p7,1,0.401562,0.703643,[56 40] ; [25 24],[53.62758621 42.37241379] ; [27.37241379 21.62758621],0
d3,1,0.403291,0.698493,[70 29] ; [30 17],[67.80821918 31.19178082] ; [32.19178082 14.80821918],0
n4,1,0.412428,0.67179,[66 31] ; [30 19],[63.78082192 33.21917808] ; [32.21917808 16.78082192],0
b4,1,0.522056,0.40983,[60 39] ; [27 22],[58.19594595 40.80405405] ; [28.80405405 20.19594595],0
a8,1,0.582396,0.302378,[ 9 80] ; [ 3 39],[ 8.15267176 80.84732824] ; [ 3.84732824 38.15267176],0
n2,1,0.582417,0.302343,[26 10] ; [9 5],[25.2 10.8] ; [9.8 4.2],0
s4,1,0.587574,0.294148,[22 77] ; [ 9 40],[20.73648649 78.26351351] ; [10.26351351 38.73648649],0
a1,1,0.726836,0.122037,[ 3 96] ; [ 1 48],[ 2.67567568 96.32432432] ; [ 1.32432432 47.67567568],0
b3,1,0.727163,0.121733,[14 34] ; [ 5 15],[13.41176471 34.58823529] ; [ 5.58823529 14.41176471],0
b2,1,0.727163,0.121733,[14 34] ; [ 5 15],[13.41176471 34.58823529] ; [ 5.58823529 14.41176471],0
a6,1,0.754389,0.09788,[60 39] ; [31 18],[60.87162162 38.12837838] ; [30.12837838 18.87162162],0
p6,1,0.837695,0.041961,[34 63] ; [16 32],[33.44827586 63.55172414] ; [16.55172414 31.44827586],0
n3,1,0.873215,0.025465,[24 12] ; [9 5],[23.76 12.24] ; [9.24 4.76],0
b1,1,0.954808,0.003211,[51 48] ; [25 24],[50.83783784 48.16216216] ; [25.16216216 23.83783784],0
