Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,80.813487,[17 61] ; [141  33],[48.9047619 29.0952381] ; [109.0952381  64.9047619],1
s7,1,3.2e-05,17.278593,[27 47] ; [109  58],[41.7593361 32.2406639] ; [94.2406639 72.7593361],1
s8,1,0.003054,8.774729,[30 48] ; [102  72],[40.85714286 37.14285714] ; [91.14285714 82.85714286],0
a2,1,0.010413,6.562816,[ 9 69] ; [ 45 129],[16.71428571 61.28571429] ; [ 37.28571429 136.71428571],0
p2,1,0.015434,5.866197,[59 18] ; [154  20],[65.34262948 11.65737052] ; [147.65737052  26.34262948],0
v4,1,0.018268,5.570292,[72  6] ; [171   3],[75.21428571  2.78571429] ; [167.78571429   6.21428571],0
a4,1,0.019673,5.44072,[26 52] ; [85 88],[34.4940239 43.5059761] ; [76.5059761 96.4940239],0
r1,1,0.022741,5.188149,[54 24] ; [142  31],[60.90836653 17.09163347] ; [135.09163347  37.90836653],0
a3,1,0.026699,4.910168,[45 33] ; [125  49],[52.61904762 25.38095238] ; [117.38095238  56.61904762],0
n5,1,0.026742,4.907366,[51 26] ; [138  36],[57.98007968 19.01992032] ; [131.01992032  42.98007968],0
s5,1,0.030987,4.653691,[25 52] ; [81 91],[32.77911647 44.22088353] ; [73.22088353 98.77911647],0
r2,1,0.040533,4.195441,[68  9] ; [165   8],[71.764  5.236] ; [161.236  11.764],0
u1,1,0.044802,4.02606,[ 7 71] ; [ 33 141],[12.38095238 65.61904762] ; [ 27.61904762 146.38095238],0
p4,1,0.05423,3.70559,[42 35] ; [117  57],[48.77689243 28.22310757] ; [110.22310757  63.77689243],0
r3,1,0.054742,3.689927,[70  8] ; [166   7],[73.33864542  4.66135458] ; [162.66135458  10.33864542],0
d1,1,0.076977,3.127593,[35 43] ; [99 75],[41.47619048 36.52380952] ; [92.52380952 81.47619048],0
s4,1,0.08165,3.031746,[15 61] ; [ 52 119],[20.61538462 55.38461538] ; [ 46.38461538 124.61538462],0
r4,1,0.123527,2.37202,[68 10] ; [162  12],[71.19047619  6.80952381] ; [158.80952381  15.19047619],0
d2,1,0.131373,2.276201,[29 49] ; [82 91],[34.4940239 43.5059761] ; [76.5059761 96.4940239],0
n4,1,0.133475,2.251612,[55 23] ; [137  36],[59.66533865 18.33466135] ; [132.33466135  40.66533865],0
p11,1,0.22902,1.446936,[56 22] ; [137  37],[59.73809524 18.26190476] ; [133.26190476  40.73809524],0
b1,1,0.240674,1.37664,[31 47] ; [83 91],[35.28571429 42.71428571] ; [78.71428571 95.28571429],0
p3,1,0.25914,1.273345,[33 44] ; [88 86],[37.11952191 39.88047809] ; [83.88047809 90.11952191],0
p6,1,0.263687,1.249294,[25 52] ; [ 69 104],[28.952 48.048] ; [ 65.048 107.952],0
n1,1,0.272992,1.201649,[ 8 15] ; [21 22],[10.10606061 12.89393939] ; [18.89393939 24.10606061],0
b5,1,0.282046,1.157207,[50 28] ; [99 75],[46.11904762 31.88095238] ; [102.88095238  71.11904762],0
d3,1,0.301442,1.067803,[48 30] ; [118  55],[51.58565737 26.41434263] ; [114.41434263  58.58565737],0
s1,1,0.345031,0.891648,[ 3 74] ; [ 12 160],[ 4.63855422 72.36144578] ; [ 10.36144578 161.63855422],0
d5,1,0.349337,0.875863,[58 20] ; [137  35],[60.84 17.16] ; [134.16  37.84],0
u3,1,0.389098,0.741758,[19 13] ; [33 15],[20.8 11.2] ; [31.2 16.8],0
p10,1,0.419088,0.652872,[58 18] ; [139  33],[60.37096774 15.62903226] ; [136.62903226  35.37096774],0
p5,1,0.482204,0.493875,[ 9 68] ; [ 26 147],[10.78 66.22] ; [ 24.22 148.78],0
n2,1,0.499689,0.455596,[16  8] ; [32 11],[17.19402985  6.80597015] ; [30.80597015 12.19402985],0
a8,1,0.5411,0.373504,[ 8 67] ; [ 22 141],[ 9.45378151 65.54621849] ; [ 20.54621849 142.45378151],0
n3,1,0.582069,0.302901,[16  7] ; [27 16],[14.98484848  8.01515152] ; [28.01515152 14.98484848],0
a5,1,0.587598,0.294111,[56 22] ; [119  55],[54.16666667 23.83333333] ; [120.83333333  53.16666667],0
u4,1,0.59259,0.286318,[ 1 77] ; [  4 170],[ 1.54761905 76.45238095] ; [  3.45238095 170.54761905],0
a6,1,0.603061,0.270404,[46 32] ; [108  65],[47.85657371 30.14342629] ; [106.14342629  66.85657371],0
p8,1,0.61679,0.250404,[43 35] ; [90 84],[41.16666667 36.83333333] ; [91.83333333 82.16666667],0
u2,1,0.63144,0.230114,[21 12] ; [28 20],[19.96296296 13.03703704] ; [29.03703704 18.96296296],0
d4,1,0.712451,0.135841,[61 17] ; [138  34],[62.088 15.912] ; [136.912  35.088],0
v3,1,0.719218,0.129243,[18 60] ; [ 36 135],[16.91566265 61.08433735] ; [ 37.08433735 133.91566265],0
p1,1,0.726199,0.122631,[ 7 71] ; [ 18 155],[ 7.7689243 70.2310757] ; [ 17.2310757 155.7689243],0
n6,1,0.771723,0.084171,[67 11] ; [147  27],[66.23809524 11.76190476] ; [147.76190476  26.23809524],0
b2,1,0.809562,0.058077,[16 27] ; [39 72],[15.35714286 27.64285714] ; [39.64285714 71.35714286],0
b3,1,0.809562,0.058077,[16 27] ; [39 72],[15.35714286 27.64285714] ; [39.64285714 71.35714286],0
a7,1,0.84226,0.039602,[51 27] ; [116  58],[51.69047619 26.30952381] ; [115.30952381  58.69047619],0
a1,1,0.854942,0.033422,[ 4 74] ; [  8 166],[ 3.71428571 74.28571429] ; [  8.28571429 165.71428571],0
p7,1,0.865089,0.028866,[48 28] ; [108  60],[48.59016393 27.40983607] ; [107.40983607  60.59016393],0
p9,1,0.880388,0.022644,[65 13] ; [142  30],[64.584 13.416] ; [142.416  29.584],0
p12,1,0.886854,0.020245,[ 5 73] ; [ 12 162],[ 5.26190476 72.73809524] ; [ 11.73809524 162.26190476],0
v1,1,0.975705,0.000927,[32 45] ; [71 99],[32.10931174 44.89068826] ; [70.89068826 99.10931174],0
b4,1,0.994795,4.3e-05,[43 35] ; [96 78],[43.02380952 34.97619048] ; [95.97619048 78.02380952],0
