Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002577,9.084794,[23 51] ; [21 13],[30.14814815 43.85185185] ; [13.85185185 20.14814815],0
d3,1,0.003725,8.413355,[30 44] ; [24 10],[37. 37.] ; [17. 17.],0
v3,1,0.006663,7.361685,[11 63] ; [13 21],[16.44444444 57.55555556] ; [ 7.55555556 26.44444444],0
d4,1,0.010947,6.473869,[45 29] ; [29  5],[50.7037037 23.2962963] ; [23.2962963 10.7037037],0
d5,1,0.019077,5.494436,[44 30] ; [28  6],[49.33333333 24.66666667] ; [22.66666667 11.33333333],0
v1,1,0.0212,5.310309,[19 52] ; [16 16],[24.12621359 46.87378641] ; [10.87378641 21.12621359],0
r3,1,0.028592,4.79204,[50 23] ; [30  4],[54.57943925 18.42056075] ; [25.42056075  8.57943925],0
d2,1,0.039138,4.254863,[27 45] ; [20 14],[31.9245283 40.0754717] ; [15.0754717 18.9245283],0
s6,1,0.043625,4.071031,[23 51] ; [17 16],[27.6635514 46.3364486] ; [12.3364486 20.6635514],0
n3,1,0.056582,3.634833,[13 14] ; [9 2],[15.63157895 11.36842105] ; [6.36842105 4.63157895],0
u3,1,0.084614,2.97397,[12 23] ; [7 4],[14.45652174 20.54347826] ; [4.54347826 6.45652174],0
p4,1,0.104338,2.637953,[19 55] ; [14 20],[22.61111111 51.38888889] ; [10.38888889 23.61111111],0
p11,1,0.104338,2.637953,[40 34] ; [24 10],[43.85185185 30.14814815] ; [20.14814815 13.85185185],0
p6,1,0.121686,2.395488,[ 9 64] ; [ 8 25],[11.70754717 61.29245283] ; [ 5.29245283 27.70754717],0
b5,1,0.123229,2.375788,[43 31] ; [25  9],[46.59259259 27.40740741] ; [21.40740741 12.59259259],0
a7,1,0.144644,2.127842,[39 35] ; [23 11],[42.48148148 31.51851852] ; [19.51851852 14.48148148],0
p2,1,0.144644,2.127842,[39 35] ; [23 11],[42.48148148 31.51851852] ; [19.51851852 14.48148148],0
a3,1,0.144644,2.127842,[39 35] ; [23 11],[42.48148148 31.51851852] ; [19.51851852 14.48148148],0
s2,1,0.186893,1.741943,[21 53] ; [14 20],[23.98148148 50.01851852] ; [11.01851852 22.98148148],0
u2,1,0.229767,1.442301,[12 23] ; [6 5],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
p1,1,0.241193,1.373609,[10 64] ; [ 2 32],[ 8.22222222 65.77777778] ; [ 3.77777778 30.22222222],0
n6,1,0.258176,1.278513,[51 23] ; [27  7],[53.44444444 20.55555556] ; [24.55555556  9.44444444],0
a6,1,0.265774,1.238427,[35 39] ; [20 14],[37.68518519 36.31481481] ; [17.31481481 16.68518519],0
s8,1,0.272051,1.206375,[11 63] ; [ 8 26],[13.01851852 60.98148148] ; [ 5.98148148 28.01851852],0
n5,1,0.304543,1.054194,[51 23] ; [20 14],[48.64814815 25.35185185] ; [22.35185185 11.64814815],0
s3,1,0.327502,0.958749,[23 50] ; [14 20],[25.24299065 47.75700935] ; [11.75700935 22.24299065],0
a2,1,0.381815,0.76485,[ 5 69] ; [ 4 30],[ 6.16666667 67.83333333] ; [ 2.83333333 31.16666667],0
u1,1,0.381815,0.76485,[ 5 69] ; [ 4 30],[ 6.16666667 67.83333333] ; [ 2.83333333 31.16666667],0
a5,1,0.393618,0.727736,[37 37] ; [20 14],[39.05555556 34.94444444] ; [17.94444444 16.05555556],0
p5,1,0.413279,0.669349,[ 5 68] ; [ 1 33],[ 4.09345794 68.90654206] ; [ 1.90654206 32.09345794],0
n4,1,0.415462,0.663115,[44 30] ; [23 11],[45.90740741 28.09259259] ; [21.09259259 12.90740741],0
s4,1,0.489315,0.478032,[15 59] ; [ 5 29],[13.7037037 60.2962963] ; [ 6.2962963 27.7037037],0
p9,1,0.518767,0.416345,[51 19] ; [22 11],[49.61165049 20.38834951] ; [23.38834951  9.61165049],0
p3,1,0.523473,0.407045,[16 58] ; [ 9 24],[17.28971963 56.71028037] ; [ 7.71028037 25.28971963],0
s7,1,0.533547,0.387632,[18 53] ; [10 22],[19.30097087 51.69902913] ; [ 8.69902913 23.30097087],0
n1,1,0.558045,0.3431,[ 8 19] ; [2 8],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
r2,1,0.568373,0.325413,[54 18] ; [23 10],[52.8 19.2] ; [24.2  8.8],0
b2,1,0.570424,0.321974,[20 20] ; [ 8 11],[18.98305085 21.01694915] ; [9.01694915 9.98305085],0
b3,1,0.570424,0.321974,[20 20] ; [ 8 11],[18.98305085 21.01694915] ; [9.01694915 9.98305085],0
b4,1,0.603455,0.269816,[44 30] ; [22 12],[45.22222222 28.77777778] ; [20.77777778 13.22222222],0
a8,1,0.648478,0.207824,[ 7 64] ; [ 4 27],[ 7.65686275 63.34313725] ; [ 3.34313725 27.65686275],0
p10,1,0.667302,0.184774,[44 29] ; [19 15],[42.98130841 30.01869159] ; [20.01869159 13.98130841],0
a4,1,0.688104,0.161146,[25 48] ; [13 21],[25.92523364 47.07476636] ; [12.07476636 21.92523364],0
b1,1,0.726185,0.122644,[30 44] ; [15 19],[30.83333333 43.16666667] ; [14.16666667 19.83333333],0
r4,1,0.758246,0.094732,[35 39] ; [15 19],[34.25925926 39.74074074] ; [15.74074074 18.25925926],0
s1,1,0.796549,0.066469,[ 3 71] ; [ 1 32],[ 2.76635514 71.23364486] ; [ 1.23364486 31.76635514],0
p8,1,0.801655,0.063105,[15 59] ; [ 6 27],[14.52336449 59.47663551] ; [ 6.47663551 26.52336449],0
n2,1,0.858273,0.031888,[18  9] ; [7 4],[17.76315789  9.23684211] ; [7.23684211 3.76315789],0
a1,1,0.900574,0.015609,[ 6 68] ; [ 3 31],[ 6.16666667 67.83333333] ; [ 2.83333333 31.16666667],0
v4,1,0.951678,0.003672,[54 20] ; [25  9],[54.12962963 19.87037037] ; [24.87037037  9.12962963],0
p12,1,0.953132,0.003454,[ 2 71] ; [ 1 33],[ 2.04672897 70.95327103] ; [ 0.95327103 33.04672897],0
s5,1,0.974104,0.001054,[14 57] ; [ 6 24],[14.05940594 56.94059406] ; [ 5.94059406 24.05940594],0
