Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.806292,[ 2 12] ; [87 18],[10.47058824  3.52941176] ; [78.52941176 26.47058824],1
a5,1,5.8e-05,16.174384,[ 2 12] ; [73 32],[8.82352941 5.17647059] ; [66.17647059 38.82352941],1
r3,1,8.2e-05,15.521759,[6 8] ; [90 14],[11.38983051  2.61016949] ; [84.61016949 19.38983051],1
a7,1,0.000347,12.798953,[ 3 11] ; [73 31],[9.01694915 4.98305085] ; [66.98305085 37.01694915],1
v4,1,0.000792,11.260375,[7 7] ; [90 14],[11.50847458  2.49152542] ; [85.49152542 18.50847458],1
d3,1,0.001452,10.138209,[ 3 11] ; [69 36],[8.47058824 5.52941176] ; [63.52941176 41.47058824],0
r1,1,0.001597,9.96337,[6 8] ; [85 20],[10.70588235  3.29411765] ; [80.29411765 24.70588235],0
a6,1,0.005761,7.623624,[ 4 10] ; [70 35],[8.70588235 5.29411765] ; [65.29411765 39.70588235],0
a3,1,0.00753,7.142038,[ 3 10] ; [65 40],[7.49152542 5.50847458] ; [60.50847458 44.49152542],0
v1,1,0.008383,6.949872,[ 1 13] ; [46 59],[5.52941176 8.47058824] ; [41.47058824 63.52941176],0
p11,1,0.009743,6.681354,[ 3 11] ; [61 44],[7.52941176 6.47058824] ; [56.47058824 48.52941176],0
d1,1,0.015326,5.878559,[ 2 12] ; [51 54],[6.23529412 7.76470588] ; [46.76470588 58.23529412],0
d4,1,0.021142,5.315078,[6 8] ; [76 28],[9.72881356 4.27118644] ; [72.27118644 31.72881356],0
s4,1,0.043246,4.085744,[ 4 10] ; [10 92],[ 1.68965517 12.31034483] ; [12.31034483 89.68965517],0
a4,1,0.047515,3.927046,[ 2 12] ; [43 60],[5.38461538 8.61538462] ; [39.61538462 63.38461538],0
v3,1,0.059806,3.542761,[ 2 12] ; [41 61],[5.18965517 8.81034483] ; [37.81034483 64.18965517],0
p10,1,0.080326,3.058292,[ 1 13] ; [30 73],[ 3.70940171 10.29059829] ; [27.29059829 75.70940171],0
p12,1,0.092544,2.829552,[ 1 13] ; [  1 103],[ 0.23728814 13.76271186] ; [  1.76271186 102.23728814],0
s8,1,0.106563,2.604459,[ 1 13] ; [28 76],[ 3.44067797 10.55932203] ; [25.55932203 78.44067797],0
d2,1,0.123545,2.371794,[ 4 10] ; [52 51],[6.7008547 7.2991453] ; [49.2991453 53.7008547],0
p2,1,0.150445,2.06773,[6 8] ; [66 39],[8.47058824 5.52941176] ; [63.52941176 41.47058824],0
n5,1,0.151466,2.057423,[8 6] ; [79 26],[10.23529412  3.76470588] ; [76.76470588 28.23529412],0
b4,1,0.158792,1.985696,[11  3] ; [62 43],[8.58823529 5.41176471] ; [64.41176471 40.58823529],0
s7,1,0.180272,1.795379,[ 2 10] ; [35 62],[4.0733945 7.9266055] ; [32.9266055 64.0733945],0
d5,1,0.207803,1.586667,[8 6] ; [77 28],[10.  4.] ; [75. 30.],0
p8,1,0.207803,1.586667,[ 2 12] ; [32 73],[ 4. 10.] ; [30. 75.],0
n6,1,0.216511,1.527349,[8 6] ; [76 28],[9.96610169 4.03389831] ; [74.03389831 29.96610169],0
a2,1,0.219009,1.510854,[ 1 13] ; [22 83],[ 2.70588235 11.29411765] ; [20.29411765 84.70588235],0
u3,1,0.230293,1.439053,[3 8] ; [19 21],[4.74509804 6.25490196] ; [17.25490196 22.74509804],0
s5,1,0.234021,1.416254,[ 1 13] ; [21 82],[ 2.63247863 11.36752137] ; [19.36752137 83.63247863],0
n1,1,0.345033,0.891641,[1 3] ; [16 16],[1.88888889 2.11111111] ; [15.11111111 16.88888889],0
a1,1,0.39836,0.713272,[ 2 12] ; [ 8 97],[ 1.17647059 12.82352941] ; [ 8.82352941 96.17647059],0
p4,1,0.432581,0.615885,[ 4 10] ; [41 63],[5.33898305 8.66101695] ; [39.66101695 64.33898305],0
n2,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
a8,1,0.508693,0.436755,[ 2 11] ; [ 9 86],[ 1.32407407 11.67592593] ; [ 9.67592593 85.32407407],0
s3,1,0.512536,0.428886,[5 8] ; [50 54],[6.11111111 6.88888889] ; [48.88888889 55.11111111],0
u2,1,0.56594,0.329523,[6 5] ; [17 21],[5.16326531 5.83673469] ; [17.83673469 20.16326531],0
p7,1,0.571421,0.320311,[5 9] ; [45 58],[5.98290598 8.01709402] ; [44.01709402 58.98290598],0
s2,1,0.588576,0.292573,[ 4 10] ; [37 66],[4.90598291 9.09401709] ; [36.09401709 66.90598291],0
b2,1,0.645462,0.211669,[3 8] ; [23 44],[3.66666667 7.33333333] ; [22.33333333 44.66666667],0
b3,1,0.645462,0.211669,[3 8] ; [23 44],[3.66666667 7.33333333] ; [22.33333333 44.66666667],0
p3,1,0.65379,0.201155,[ 4 10] ; [36 68],[4.74576271 9.25423729] ; [35.25423729 68.74576271],0
b1,1,0.658425,0.195442,[9 5] ; [61 44],[8.23529412 5.76470588] ; [61.76470588 43.23529412],0
p6,1,0.669823,0.181809,[ 2 11] ; [21 82],[ 2.57758621 10.42241379] ; [20.42241379 82.57758621],0
p1,1,0.689816,0.159285,[ 1 13] ; [11 93],[ 1.42372881 12.57627119] ; [10.57627119 93.42372881],0
n3,1,0.719918,0.128571,[2 2] ; [19 13],[2.33333333 1.66666667] ; [18.66666667 13.33333333],0
s6,1,0.816195,0.054029,[6 8] ; [48 56],[6.40677966 7.59322034] ; [47.59322034 56.40677966],0
p5,1,0.831022,0.045536,[ 1 13] ; [ 6 99],[ 0.82352941 13.17647059] ; [ 6.17647059 98.82352941],0
v2,1,0.881959,0.022048,[6 8] ; [42 61],[5.74358974 8.25641026] ; [42.25641026 60.74358974],0
b5,1,0.946196,0.004554,[8 6] ; [59 46],[7.88235294 6.11764706] ; [59.11764706 45.88235294],0
s1,1,0.961533,0.002326,[ 1 13] ; [ 7 96],[ 0.95726496 13.04273504] ; [ 7.04273504 95.95726496],0
