Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.2e-05,16.356848,[87 26] ; [29 33],[74.90285714 38.09714286] ; [41.09714286 20.90285714],1
d5,1,6e-05,16.093975,[93 19] ; [34 28],[81.74712644 30.25287356] ; [45.25287356 16.74712644],1
d3,1,7.3e-05,15.742562,[78 34] ; [24 38],[65.65517241 46.34482759] ; [36.34482759 25.65517241],1
a6,1,0.000859,11.110235,[71 41] ; [23 39],[60.50574713 51.49425287] ; [33.49425287 28.50574713],1
r1,1,0.001558,10.008681,[82 29] ; [31 31],[72.50289017 38.49710983] ; [40.49710983 21.50289017],0
r3,1,0.002182,9.38987,[93 20] ; [38 24],[84.58857143 28.41142857] ; [46.41142857 15.58857143],0
r2,1,0.004369,8.123615,[102  10] ; [45 15],[95.72093023 16.27906977] ; [51.27906977  8.72093023],0
b3,1,0.008852,6.85246,[10 45] ; [16 21],[15.54347826 39.45652174] ; [10.45652174 26.54347826],0
b2,1,0.008852,6.85246,[10 45] ; [16 21],[15.54347826 39.45652174] ; [10.45652174 26.54347826],0
a2,1,0.009569,6.713438,[27 86] ; [ 5 57],[20.66285714 92.33714286] ; [11.33714286 50.66285714],0
s6,1,0.011361,6.4079,[68 45] ; [24 36],[60.09248555 52.90751445] ; [31.90751445 28.09248555],0
a5,1,0.016127,5.789,[74 39] ; [29 33],[66.50857143 46.49142857] ; [36.49142857 25.50857143],0
b5,1,0.02019,5.395375,[75 38] ; [30 32],[67.8 45.2] ; [37.2 24.8],0
v4,1,0.02773,4.844752,[97 16] ; [44 17],[91.56896552 21.43103448] ; [49.43103448 11.56896552],0
d1,1,0.0349,4.450062,[57 56] ; [21 41],[50.36571429 62.63428571] ; [27.63428571 34.36571429],0
b1,1,0.055289,3.673356,[54 59] ; [39 23],[60.05142857 52.94857143] ; [32.94857143 29.05142857],0
p9,1,0.070158,3.279319,[63 46] ; [25 33],[57.43712575 51.56287425] ; [30.56287425 27.43712575],0
a1,1,0.076561,3.136442,[  6 107] ; [ 8 54],[  9.04 103.96] ; [ 4.96 57.04],0
s1,1,0.092079,2.837645,[  5 106] ; [ 7 55],[  7.69942197 103.30057803] ; [ 4.30057803 57.69942197],0
n3,1,0.096344,2.765043,[29 16] ; [13 16],[25.54054054 19.45945946] ; [16.45945946 12.54054054],0
u1,1,0.106702,2.602395,[14 99] ; [ 3 59],[ 10.97714286 102.02285714] ; [ 6.02285714 55.97714286],0
p10,1,0.107404,2.59201,[54 55] ; [22 38],[49.01775148 59.98224852] ; [26.98224852 33.01775148],0
d4,1,0.133836,2.247439,[87 25] ; [41 20],[82.86705202 29.13294798] ; [45.13294798 15.86705202],0
p2,1,0.242913,1.363607,[66 47] ; [30 31],[62.34482759 50.65517241] ; [33.65517241 27.34482759],0
s4,1,0.276844,1.182517,[24 89] ; [ 9 53],[21.30857143 91.69142857] ; [11.69142857 50.30857143],0
v2,1,0.280618,1.164094,[41 66] ; [18 42],[37.80239521 69.19760479] ; [21.19760479 38.80239521],0
a4,1,0.283823,1.148691,[46 66] ; [20 41],[42.7283237 69.2716763] ; [23.2716763 37.7283237],0
n5,1,0.290732,1.11623,[61 52] ; [38 23],[64.29310345 48.70689655] ; [34.70689655 26.29310345],0
u3,1,0.295271,1.095429,[20 20] ; [10 17],[17.91044776 22.08955224] ; [12.08955224 14.91044776],0
u2,1,0.344018,0.895401,[16 23] ; [ 8 19],[14.18181818 24.81818182] ; [ 9.81818182 17.18181818],0
n6,1,0.364916,0.820902,[72 41] ; [34 26],[69.23699422 43.76300578] ; [36.76300578 23.23699422],0
a3,1,0.395403,0.722263,[71 40] ; [35 26],[68.40697674 42.59302326] ; [37.59302326 23.40697674],0
p3,1,0.439968,0.596366,[29 84] ; [19 42],[31.17241379 81.82758621] ; [16.82758621 44.17241379],0
p8,1,0.467175,0.52865,[29 83] ; [13 49],[27.03448276 84.96551724] ; [14.96551724 47.03448276],0
n4,1,0.500938,0.452948,[62 50] ; [37 24],[64.09248555 47.90751445] ; [34.90751445 26.09248555],0
n2,1,0.525245,0.403582,[30 16] ; [18 13],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
