Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.2e-05,16.356848,[87 26] ; [29 33],[74.90285714 38.09714286] ; [41.09714286 20.90285714],1
s5,1,0.581152,0.304377,[28 82] ; [13 47],[26.52941176 83.47058824] ; [14.47058824 45.52941176],0
v3,1,0.628036,0.234734,[34 75] ; [16 42],[32.63473054 76.36526946] ; [17.36526946 40.63473054],0
s8,1,0.641407,0.216906,[31 82] ; [15 47],[29.70285714 83.29714286] ; [16.29714286 45.70285714],0
b4,1,0.6641,0.188581,[64 49] ; [33 29],[62.63428571 50.36571429] ; [34.36571429 27.63428571],0
p1,1,0.715069,0.133267,[  9 104] ; [ 4 58],[  8.39428571 104.60571429] ; [ 4.60571429 57.39428571],0
s2,1,0.768298,0.08679,[43 70] ; [25 37],[43.90857143 69.09142857] ; [24.09142857 37.90857143],0
p7,1,0.785934,0.073764,[40 73] ; [20 40],[39.19075145 73.80924855] ; [20.80924855 39.19075145],0
s3,1,0.858089,0.031972,[53 59] ; [28 33],[52.43930636 59.56069364] ; [28.56069364 32.43930636],0
p5,1,0.90111,0.01544,[  6 106] ; [ 3 58],[  5.8265896 106.1734104] ; [ 3.1734104 57.8265896],0
s7,1,0.910457,0.012648,[34 73] ; [17 38],[33.68518519 73.31481481] ; [17.31481481 37.68518519],0
a8,1,0.924642,0.008947,[10 93] ; [ 6 53],[10.17283951 92.82716049] ; [ 5.82716049 53.17283951],0
p12,1,0.949661,0.003986,[  2 111] ; [ 1 60],[  1.94827586 111.05172414] ; [ 1.05172414 59.94827586],0
p4,1,0.963281,0.002119,[40 72] ; [22 39],[40.13872832 71.86127168] ; [21.86127168 39.13872832],0
d2,1,0.976269,0.000885,[48 64] ; [26 35],[47.90751445 64.09248555] ; [26.09248555 34.90751445],0
v1,1,0.978787,0.000707,[42 70] ; [23 38],[42.08092486 69.91907514] ; [22.91907514 38.08092486],0
n1,1,0.994877,4.1e-05,[17 27] ; [12 19],[17.01333333 26.98666667] ; [11.98666667 19.01333333],0
