Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,89.805556,[163  90] ; [ 4 80],[125.37388724 127.62611276] ; [41.62611276 42.37388724],1
d4,1,0.0,60.385851,[218  34] ; [37 46],[191.82089552  60.17910448] ; [63.17910448 19.82089552],1
d3,1,0.0,32.423348,[181  72] ; [31 53],[159.15727003  93.84272997] ; [52.84272997 31.15727003],1
a7,1,0.0,29.708223,[194  58] ; [38 46],[174.  78.] ; [58. 26.],1
a5,1,0.0,28.309104,[181  72] ; [33 51],[160.65875371  92.34124629] ; [53.34124629 30.65875371],1
a3,1,2e-06,22.923553,[175  78] ; [33 50],[156.61904762  96.38095238] ; [51.38095238 31.61904762],1
d2,1,4e-06,21.517385,[126 124] ; [18 66],[107.78443114 142.21556886] ; [36.21556886 47.78443114],1
a4,1,0.000145,14.431132,[106 146] ; [16 68],[ 91.5 160.5] ; [30.5 53.5],1
r3,1,0.0002,13.834994,[228  23] ; [63 21],[218.03283582  32.96716418] ; [72.96716418 11.03283582],1
r1,1,0.000288,13.144444,[193  59] ; [47 37],[180.  72.] ; [60. 24.],1
v2,1,0.000315,12.977731,[112 131] ; [18 60],[ 98.41121495 144.58878505] ; [31.58878505 46.41121495],1
a2,1,0.000389,12.58538,[ 55 198] ; [ 4 80],[ 44.29376855 208.70623145] ; [14.70623145 69.29376855],1
r2,1,0.000573,11.861212,[226  23] ; [64 20],[216.84684685  32.15315315] ; [73.15315315 10.84684685],1
r4,1,0.001324,10.308853,[208  45] ; [55 29],[197.44510386  55.55489614] ; [65.55489614 18.44510386],0
s7,1,0.00417,8.20822,[ 92 149] ; [16 62],[ 81.59247649 159.40752351] ; [26.40752351 51.59247649],0
a6,1,0.007512,7.146315,[176  77] ; [45 39],[165.91394659  87.08605341] ; [55.08605341 28.91394659],0
u1,1,0.008152,6.9998,[ 36 217] ; [ 3 81],[ 29.27893175 223.72106825] ; [ 9.72106825 74.27893175],0
p10,1,0.012247,6.274747,[180  71] ; [46 35],[170.86144578  80.13855422] ; [55.13855422 25.86144578],0
s2,1,0.030489,4.681501,[100 152] ; [22 61],[ 91.77313433 160.22686567] ; [30.22686567 52.77313433],0
v4,1,0.04452,4.036732,[224  27] ; [67 16],[218.68562874  32.31437126] ; [72.31437126 10.68562874],0
u3,1,0.04694,3.947537,[40 37] ; [17 33],[34.55905512 42.44094488] ; [22.44094488 27.55905512],0
n6,1,0.052754,3.751707,[194  57] ; [56 28],[187.31343284  63.68656716] ; [62.68656716 21.31343284],0
s8,1,0.069278,3.300042,[ 78 175] ; [17 66],[ 71.5327381 181.4672619] ; [23.4672619 59.5327381],0
p2,1,0.105532,2.619883,[177  75] ; [51 33],[171.  81.] ; [57. 27.],0
s6,1,0.105792,2.615975,[136 115] ; [36 46],[129.64564565 121.35435435] ; [42.35435435 39.64564565],0
n4,1,0.135985,2.222819,[172  81] ; [49 34],[166.4077381  86.5922619] ; [54.5922619 28.4077381],0
p7,1,0.149606,2.076264,[115 134] ; [30 51],[109.40909091 139.59090909] ; [35.59090909 45.40909091],0
p1,1,0.16721,1.907777,[ 11 239] ; [ 7 77],[ 13.47305389 236.52694611] ; [ 4.52694611 79.47305389],0
p4,1,0.198315,1.654741,[101 151] ; [26 55],[ 96.10810811 155.89189189] ; [30.89189189 50.10810811],0
s3,1,0.244521,1.354337,[124 127] ; [34 47],[119.45180723 131.54819277] ; [38.54819277 42.45180723],0
p12,1,0.254812,1.296729,[  6 247] ; [ 4 79],[  7.5297619 245.4702381] ; [ 2.4702381 80.5297619],0
s4,1,0.282452,1.155255,[ 39 214] ; [17 66],[ 42.16666667 210.83333333] ; [13.83333333 69.16666667],0
p8,1,0.29914,1.078024,[ 92 158] ; [25 57],[ 88.10240964 161.89759036] ; [28.89759036 53.10240964],0
p9,1,0.385841,0.75201,[174  74] ; [52 28],[170.87804878  77.12195122] ; [55.12195122 24.87804878],0
v3,1,0.431059,0.619968,[ 66 179] ; [18 62],[ 63.32307692 181.67692308] ; [20.67692308 59.32307692],0
b1,1,0.463001,0.53863,[ 97 156] ; [36 48],[ 99.84866469 153.15133531] ; [33.15133531 50.84866469],0
b5,1,0.468913,0.524536,[141 112] ; [43 41],[138.13649852 114.86350148] ; [45.86350148 38.13649852],0
n2,1,0.558632,0.342078,[47 29] ; [23 11],[48.36363636 27.63636364] ; [21.63636364 12.36363636],0
p3,1,0.581554,0.303729,[ 77 175] ; [23 61],[ 75. 177.] ; [25. 59.],0
u2,1,0.606186,0.265766,[37 39] ; [22 28],[35.58730159 40.41269841] ; [23.41269841 26.58730159],0
b4,1,0.680683,0.169358,[154  99] ; [49 35],[152.40059347 100.59940653] ; [50.59940653 33.40059347],0
n5,1,0.699808,0.148672,[159  92] ; [50 32],[157.53453453  93.46546547] ; [51.46546547 30.53453453],0
p11,1,0.719135,0.129323,[174  79] ; [56 28],[172.67062315  80.32937685] ; [57.32937685 26.67062315],0
s1,1,0.72102,0.127517,[ 10 242] ; [ 4 78],[ 10.56287425 241.43712575] ; [ 3.43712575 78.56287425],0
s5,1,0.736839,0.112924,[ 58 189] ; [18 65],[ 56.88484848 190.11515152] ; [19.11515152 63.88484848],0
p5,1,0.736843,0.112921,[ 10 242] ; [ 4 79],[ 10.53134328 241.46865672] ; [ 3.46865672 79.53134328],0
n3,1,0.770967,0.084745,[47 28] ; [21 11],[47.6635514 27.3364486] ; [20.3364486 11.6635514],0
n1,1,0.864923,0.028938,[26 49] ; [12 21],[26.38888889 48.61111111] ; [11.61111111 21.38888889],0
a1,1,0.873314,0.025424,[ 11 242] ; [ 4 80],[ 11.2611276 241.7388724] ; [ 3.7388724 80.2611276],0
a8,1,0.947116,0.0044,[ 24 207] ; [ 8 71],[ 23.84516129 207.15483871] ; [ 8.15483871 70.84516129],0
b2,1,0.953226,0.003441,[ 38 108] ; [11 32],[ 37.85185185 108.14814815] ; [11.14814815 31.85185185],0
b3,1,0.953226,0.003441,[ 38 108] ; [11 32],[ 37.85185185 108.14814815] ; [11.14814815 31.85185185],0
