Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,71.483157,[13 37] ; [81  4],[34.81481481 15.18518519] ; [59.18518519 25.81481481],1
r2,1,0.0,42.772802,[26 22] ; [84  1],[39.69924812  8.30075188] ; [70.30075188 14.69924812],1
v4,1,0.0,41.228628,[24 26] ; [82  4],[38.97058824 11.02941176] ; [67.02941176 18.97058824],1
s6,1,0.0,34.65271,[ 6 44] ; [54 30],[22.3880597 27.6119403] ; [37.6119403 46.3880597],1
r1,1,0.0,29.24677,[15 35] ; [65 19],[29.85074627 20.14925373] ; [50.14925373 33.85074627],1
n6,1,2.2e-05,17.989263,[19 30] ; [65 21],[30.48888889 18.51111111] ; [53.51111111 32.48888889],1
d5,1,0.000113,14.908199,[23 27] ; [66 18],[33.20895522 16.79104478] ; [55.79104478 28.20895522],1
p2,1,0.000187,13.96202,[18 31] ; [60 26],[28.31111111 20.68888889] ; [49.68888889 36.31111111],1
u3,1,0.000231,13.561301,[ 3 19] ; [20 11],[ 9.54716981 12.45283019] ; [13.45283019 17.54716981],1
a7,1,0.000261,13.333789,[22 28] ; [64 21],[31.85185185 18.14814815] ; [54.14814815 30.85185185],1
s8,1,0.00065,11.627241,[ 4 46] ; [29 56],[12.22222222 37.77777778] ; [20.77777778 64.22222222],1
p4,1,0.000696,11.499618,[10 40] ; [42 43],[19.25925926 30.74074074] ; [32.74074074 52.25925926],1
s5,1,0.0011,10.651146,[ 4 45] ; [27 54],[11.68461538 37.31538462] ; [19.31538462 61.68461538],0
a1,1,0.00159,9.970999,[10 40] ; [ 3 83],[ 4.77941176 45.22058824] ; [ 8.22058824 77.77941176],0
p7,1,0.003723,8.414019,[12 37] ; [43 43],[19.96296296 29.03703704] ; [35.03703704 50.96296296],0
s2,1,0.00443,8.098661,[10 40] ; [38 48],[17.64705882 32.35294118] ; [30.35294118 55.64705882],0
n3,1,0.007247,7.210809,[10 17] ; [23  9],[15.10169492 11.89830508] ; [17.89830508 14.10169492],0
p3,1,0.007774,7.084748,[ 9 40] ; [35 51],[15.97037037 33.02962963] ; [28.02962963 57.97037037],0
s3,1,0.008501,6.924724,[15 34] ; [46 39],[22.30597015 26.69402985] ; [38.69402985 46.30597015],0
p6,1,0.009451,6.735584,[ 4 45] ; [23 63],[ 9.8 39.2] ; [17.2 68.8],0
b5,1,0.01178,6.343654,[24 26] ; [60 26],[30.88235294 19.11764706] ; [53.11764706 32.88235294],0
p8,1,0.015065,5.908884,[ 8 41] ; [31 55],[14.15555556 34.84444444] ; [24.84444444 61.15555556],0
p9,1,0.015648,5.841985,[19 29] ; [51 32],[25.64885496 22.35114504] ; [44.35114504 38.64885496],0
s7,1,0.018947,5.506408,[10 37] ; [33 46],[16.03968254 30.96031746] ; [26.96031746 52.03968254],0
d1,1,0.022972,5.170645,[15 35] ; [43 43],[21.32352941 28.67647059] ; [36.67647059 49.32352941],0
n2,1,0.031747,4.612098,[12 15] ; [25 10],[16.11290323 10.88709677] ; [20.88709677 14.11290323],0
p5,1,0.037407,4.331802,[ 1 47] ; [11 75],[ 4.29850746 43.70149254] ; [ 7.70149254 78.29850746],0
u1,1,0.046002,3.981527,[ 2 48] ; [13 73],[ 5.51470588 44.48529412] ; [ 9.48529412 76.51470588],0
b2,1,0.050844,3.813407,[14 17] ; [11 35],[10.06493506 20.93506494] ; [14.93506494 31.06493506],0
b3,1,0.050844,3.813407,[14 17] ; [11 35],[10.06493506 20.93506494] ; [14.93506494 31.06493506],0
