Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.207112,[ 9 33] ; [60 29],[22.1221374 19.8778626] ; [46.8778626 42.1221374],1
p2,1,0.000124,14.723375,[26 16] ; [81  9],[34.04545455  7.95454545] ; [72.95454545 17.04545455],1
p10,1,0.000175,14.080283,[27 15] ; [81  8],[34.6259542  7.3740458] ; [73.3740458 15.6259542],1
p6,1,0.000645,11.640212,[10 32] ; [50 40],[19.09090909 22.90909091] ; [40.90909091 49.09090909],1
p3,1,0.002963,8.829847,[17 25] ; [61 29],[24.81818182 17.18181818] ; [53.18181818 36.81818182],0
p4,1,0.00416,8.212695,[19 23] ; [64 26],[26.40909091 15.59090909] ; [56.59090909 33.40909091],0
p9,1,0.004464,8.084668,[31 11] ; [82  7],[36.22900763  5.77099237] ; [76.77099237 12.22900763],0
s3,1,0.00503,7.868783,[25 17] ; [74 16],[31.5 10.5] ; [67.5 22.5],0
r4,1,0.005124,7.835204,[29 13] ; [80 10],[34.68181818  7.31818182] ; [74.31818182 15.68181818],0
s5,1,0.007575,7.13137,[11 29] ; [46 41],[17.95275591 22.04724409] ; [39.04724409 47.95275591],0
s6,1,0.009046,6.813796,[28 13] ; [77 11],[33.37209302  7.62790698] ; [71.62790698 16.37209302],0
s8,1,0.009573,6.712749,[24 18] ; [71 19],[30.22727273 11.77272727] ; [64.77272727 25.22727273],0
v3,1,0.011714,6.353581,[12 28] ; [48 41],[18.60465116 21.39534884] ; [41.39534884 47.60465116],0
s2,1,0.014735,5.947848,[24 18] ; [70 20],[29.90909091 12.09090909] ; [64.09090909 25.90909091],0
v4,1,0.043797,4.064356,[35  6] ; [85  4],[37.84615385  3.15384615] ; [82.15384615  6.84615385],0
d3,1,0.044906,4.022164,[15 27] ; [49 41],[20.36363636 21.63636364] ; [43.63636364 46.36363636],0
p11,1,0.053682,3.722553,[30 12] ; [77 13],[34.04545455  7.95454545] ; [72.95454545 17.04545455],0
v2,1,0.05741,3.610678,[15 26] ; [48 40],[20.02325581 20.97674419] ; [42.97674419 45.02325581],0
s4,1,0.060298,3.529157,[ 6 35] ; [27 63],[10.32824427 30.67175573] ; [22.67175573 67.32824427],0
r3,1,0.060681,3.51867,[38  4] ; [88  2],[40.09090909  1.90909091] ; [85.90909091  4.09090909],0
b5,1,0.065423,3.394286,[24 18] ; [36 54],[19.09090909 22.90909091] ; [40.90909091 49.09090909],0
d5,1,0.08547,2.957684,[30 12] ; [75 14],[33.66412214  8.33587786] ; [71.33587786 17.66412214],0
n5,1,0.095501,2.779122,[32 10] ; [78 11],[35.26717557  6.73282443] ; [74.73282443 14.26717557],0
