Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000244,13.461551,[ 1 11] ; [48 26],[6.8372093 5.1627907] ; [42.1627907 31.8372093],1
d3,1,0.00193,9.614544,[5 7] ; [61 13],[9.20930233 2.79069767] ; [56.79069767 17.20930233],0
d5,1,0.05754,3.606907,[8 4] ; [65  9],[10.18604651  1.81395349] ; [62.81395349 11.18604651],0
d2,1,0.061872,3.486486,[3 9] ; [40 34],[6. 6.] ; [37. 37.],0
s5,1,0.065925,3.38167,[ 2 10] ; [31 38],[4.88888889 7.11111111] ; [28.11111111 40.88888889],0
u3,1,0.079746,3.070069,[2 2] ; [15  2],[3.23809524 0.76190476] ; [13.76190476  3.23809524],0
a5,1,0.088123,2.908327,[11  1] ; [50 24],[8.51162791 3.48837209] ; [52.48837209 21.51162791],0
p6,1,0.092127,2.836817,[ 2 10] ; [30 41],[4.62650602 7.37349398] ; [27.37349398 43.62650602],0
p3,1,0.126899,2.330031,[3 9] ; [36 38],[5.44186047 6.55813953] ; [33.55813953 40.44186047],0
v1,1,0.128924,2.305413,[8 4] ; [31 41],[5.57142857 6.42857143] ; [33.42857143 38.57142857],0
p10,1,0.155907,2.013485,[11  1] ; [53 20],[9.03529412 2.96470588] ; [54.96470588 18.03529412],0
p2,1,0.162038,1.9551,[11  1] ; [54 20],[9.06976744 2.93023256] ; [55.93023256 18.06976744],0
a2,1,0.187137,1.740015,[ 1 11] ; [19 55],[2.79069767 9.20930233] ; [17.20930233 56.79069767],0
b4,1,0.198469,1.653603,[6 6] ; [51 23],[7.95348837 4.04651163] ; [49.04651163 24.95348837],0
n4,1,0.213202,1.54955,[4 8] ; [39 35],[6. 6.] ; [37. 37.],0
v3,1,0.237142,1.397504,[ 2 10] ; [23 45],[3.75 8.25] ; [21.25 46.75],0
a4,1,0.266922,1.232497,[3 9] ; [31 43],[4.74418605 7.25581395] ; [29.25581395 44.74418605],0
v2,1,0.340354,0.909098,[5 7] ; [39 30],[6.51851852 5.48148148] ; [37.48148148 31.51851852],0
b2,1,0.361437,0.832894,[2 6] ; [21 29],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
b3,1,0.361437,0.832894,[2 6] ; [21 29],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
a3,1,0.438379,0.600521,[8 4] ; [57 17],[9.06976744 2.93023256] ; [55.93023256 18.06976744],0
r1,1,0.445458,0.582182,[10  2] ; [54 20],[8.93023256 3.06976744] ; [55.06976744 18.93023256],0
b5,1,0.464855,0.53418,[8 4] ; [41 33],[6.8372093 5.1627907] ; [42.1627907 31.8372093],0
n6,1,0.472224,0.516767,[9 3] ; [47 26],[7.90588235 4.09411765] ; [48.09411765 24.90588235],0
s2,1,0.47949,0.500023,[6 6] ; [45 29],[7.11627907 4.88372093] ; [43.88372093 30.11627907],0
a6,1,0.490894,0.474567,[9 3] ; [48 26],[7.95348837 4.04651163] ; [49.04651163 24.95348837],0
s4,1,0.490894,0.474567,[3 9] ; [26 48],[4.04651163 7.95348837] ; [24.95348837 49.04651163],0
a8,1,0.545526,0.365393,[ 2 10] ; [ 7 59],[ 1.38461538 10.61538462] ; [ 7.61538462 58.38461538],0
b1,1,0.546945,0.362818,[3 9] ; [25 49],[3.90697674 8.09302326] ; [24.09302326 49.90697674],0
p4,1,0.592164,0.286977,[5 7] ; [37 37],[5.86046512 6.13953488] ; [36.13953488 37.86046512],0
p8,1,0.625661,0.237991,[6 6] ; [31 42],[5.22352941 6.77647059] ; [31.77647059 41.22352941],0
n1,1,0.656005,0.198413,[2 2] ; [ 8 13],[1.6 2.4] ; [ 8.4 12.6],0
p9,1,0.664124,0.188552,[10  2] ; [56 16],[9.42857143 2.57142857] ; [56.57142857 15.42857143],0
u2,1,0.779855,0.078125,[3 1] ; [13  3],[3.2 0.8] ; [12.8  3.2],0
n3,1,0.82215,0.050526,[3 1] ; [16  4],[3.16666667 0.83333333] ; [15.83333333  4.16666667],0
p7,1,0.827374,0.047555,[7 5] ; [45 28],[7.34117647 4.65882353] ; [44.65882353 28.34117647],0
s8,1,0.849737,0.035893,[7 5] ; [41 33],[6.69767442 5.30232558] ; [41.30232558 32.69767442],0
r2,1,0.862684,0.029915,[11  1] ; [67  5],[11.14285714  0.85714286] ; [66.85714286  5.14285714],0
p11,1,0.876078,0.024318,[8 4] ; [51 23],[8.23255814 3.76744186] ; [50.76744186 23.23255814],0
p1,1,0.890195,0.01906,[ 1 11] ; [ 7 66],[ 1.12941176 10.87058824] ; [ 6.87058824 66.12941176],0
s3,1,0.90331,0.014758,[8 4] ; [48 26],[7.81395349 4.18604651] ; [48.18604651 25.81395349],0
a7,1,0.959693,0.002554,[9 3] ; [56 18],[9.06976744 2.93023256] ; [55.93023256 18.06976744],0
s6,1,0.960313,0.002476,[9 3] ; [55 19],[8.93023256 3.06976744] ; [55.06976744 18.93023256],0
v4,1,0.968843,0.001526,[10  1] ; [67  7],[9.96470588 1.03529412] ; [67.03529412  6.96470588],0
