Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000428,12.40648,[2 2] ; [ 5 95],[0.26923077 3.73076923] ; [ 6.73076923 93.26923077],1
r1,1,0.043891,4.060734,[1 3] ; [72 28],[2.80769231 1.19230769] ; [70.19230769 29.80769231],0
s3,1,0.075434,3.160635,[2 2] ; [85 16],[3.31428571 0.68571429] ; [83.68571429 17.31428571],0
s6,1,0.077977,3.106563,[2 2] ; [84 16],[3.30769231 0.69230769] ; [82.69230769 17.30769231],0
p8,1,0.125565,2.3465,[3 1] ; [37 63],[1.53846154 2.46153846] ; [38.46153846 61.53846154],0
a3,1,0.157974,1.993517,[1 3] ; [61 40],[2.36190476 1.63809524] ; [59.63809524 41.36190476],0
v1,1,0.166464,1.914502,[3 1] ; [39 58],[1.66336634 2.33663366] ; [40.33663366 56.66336634],0
a1,1,0.18156,1.78481,[1 3] ; [ 7 94],[0.3047619 3.6952381] ; [ 7.6952381 93.3047619],0
r2,1,0.185249,1.755,[3 1] ; [93  7],[3.69230769 0.30769231] ; [92.30769231  7.69230769],0
p7,1,0.236459,1.401579,[1 3] ; [54 44],[2.15686275 1.84313725] ; [52.84313725 45.15686275],0
d3,1,0.263438,1.250601,[2 2] ; [75 25],[2.96153846 1.03846154] ; [74.03846154 25.96153846],0
v2,1,0.278719,1.173326,[1 3] ; [50 45],[2.06060606 1.93939394] ; [48.93939394 46.06060606],0
v3,1,0.309793,1.031558,[2 2] ; [26 71],[1.10891089 2.89108911] ; [26.89108911 70.10891089],0
p4,1,0.336181,0.924942,[3 1] ; [51 50],[2.05714286 1.94285714] ; [51.94285714 49.05714286],0
d2,1,0.417689,0.656808,[1 3] ; [46 55],[1.79047619 2.20952381] ; [45.20952381 55.79047619],0
p11,1,0.508273,0.43762,[3 1] ; [59 42],[2.36190476 1.63809524] ; [59.63809524 41.36190476],0
r4,1,0.532377,0.389851,[3 1] ; [87 14],[3.42857143 0.57142857] ; [86.57142857 14.42857143],0
a6,1,0.557871,0.343404,[2 2] ; [65 36],[2.55238095 1.44761905] ; [64.44761905 36.55238095],0
n4,1,0.608321,0.262627,[1 3] ; [38 63],[1.48571429 2.51428571] ; [37.51428571 63.48571429],0
b5,1,0.617142,0.249905,[2 2] ; [63 38],[2.47619048 1.52380952] ; [62.52380952 38.47619048],0
a4,1,0.634881,0.225499,[1 3] ; [37 64],[1.44761905 2.55238095] ; [36.55238095 64.44761905],0
b4,1,0.677224,0.173267,[2 2] ; [61 40],[2.4 1.6] ; [60.6 40.4],0
b1,1,0.689947,0.159142,[1 3] ; [35 66],[1.37142857 2.62857143] ; [34.62857143 66.37142857],0
p6,1,0.777647,0.079742,[1 3] ; [32 69],[1.25714286 2.74285714] ; [31.74285714 69.25714286],0
u3,1,0.791701,0.06975,[2 1] ; [28 10],[2.19512195 0.80487805] ; [27.80487805 10.19512195],0
p3,1,0.799162,0.064736,[2 2] ; [44 57],[1.75238095 2.24761905] ; [44.24761905 56.75238095],0
a5,1,0.808313,0.058856,[3 1] ; [70 31],[2.78095238 1.21904762] ; [70.21904762 30.78095238],0
d1,1,0.829912,0.046145,[2 2] ; [56 45],[2.20952381 1.79047619] ; [55.79047619 45.20952381],0
d5,1,0.847677,0.036896,[3 1] ; [79 21],[3.15384615 0.84615385] ; [78.84615385 21.15384615],0
