Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.209628,[10 23] ; [52  7],[22.23913043 10.76086957] ; [39.76086957 19.23913043],1
r2,1,0.002385,9.226947,[21 12] ; [53  6],[26.54347826  6.45652174] ; [47.45652174 11.54347826],0
r3,1,0.002908,8.864219,[22 11] ; [53  5],[27.1978022  5.8021978] ; [47.8021978 10.1978022],0
d4,1,0.01054,6.54124,[20 13] ; [49  9],[25.02197802  7.97802198] ; [43.97802198 14.02197802],0
v4,1,0.016195,5.781559,[23 10] ; [52  6],[27.1978022  5.8021978] ; [47.8021978 10.1978022],0
d1,1,0.019027,5.499064,[ 9 24] ; [31 28],[14.34782609 18.65217391] ; [25.65217391 33.34782609],0
d3,1,0.025757,4.972281,[14 18] ; [40 19],[18.98901099 13.01098901] ; [35.01098901 23.98901099],0
s4,1,0.028852,4.776399,[10 23] ; [ 7 52],[ 6.09782609 26.90217391] ; [10.90217391 48.09782609],0
d5,1,0.03146,4.627688,[18 15] ; [45 14],[22.59782609 10.40217391] ; [40.40217391 18.59782609],0
a5,1,0.05042,3.827427,[12 21] ; [34 25],[16.5 16.5] ; [29.5 29.5],0
p6,1,0.054185,3.706981,[11 21] ; [ 9 46],[ 7.35632184 24.64367816] ; [12.64367816 42.35632184],0
b4,1,0.060419,3.525835,[14 19] ; [37 22],[18.29347826 14.70652174] ; [32.70652174 26.29347826],0
v2,1,0.061446,3.49792,[10 23] ; [26 25],[14.14285714 18.85714286] ; [21.85714286 29.14285714],0
a6,1,0.086663,2.93529,[17 16] ; [41 18],[20.80434783 12.19565217] ; [37.19565217 21.80434783],0
b1,1,0.099753,2.709483,[21 12] ; [27 32],[17.2173913 15.7826087] ; [30.7826087 28.2173913],0
p1,1,0.10027,2.70125,[ 5 28] ; [ 3 56],[ 2.86956522 30.13043478] ; [ 5.13043478 53.86956522],0
v3,1,0.107787,2.586371,[ 4 28] ; [15 40],[ 6.98850575 25.01149425] ; [12.01149425 42.98850575],0
a7,1,0.107982,2.583513,[18 15] ; [42 17],[21.52173913 11.47826087] ; [38.47826087 20.52173913],0
s6,1,0.116547,2.463118,[12 21] ; [31 27],[15.59340659 17.40659341] ; [27.40659341 30.59340659],0
u2,1,0.121024,2.404019,[10  8] ; [18  5],[12.29268293  5.70731707] ; [15.70731707  7.29268293],0
a2,1,0.136924,2.21219,[ 2 31] ; [10 49],[ 4.30434783 28.69565217] ; [ 7.69565217 51.30434783],0
n1,1,0.175926,1.831705,[6 7] ; [ 5 16],[4.20588235 8.79411765] ; [ 6.79411765 14.20588235],0
n5,1,0.198033,1.656819,[11 22] ; [12 45],[ 8.43333333 24.56666667] ; [14.56666667 42.43333333],0
a3,1,0.200281,1.640326,[15 18] ; [35 24],[17.93478261 15.06521739] ; [32.06521739 26.93478261],0
p3,1,0.211525,1.560961,[ 7 25] ; [20 38],[ 9.6 22.4] ; [17.4 40.6],0
p2,1,0.301002,1.069749,[18 15] ; [38 20],[20.30769231 12.69230769] ; [35.69230769 22.30769231],0
s8,1,0.334353,0.931965,[ 8 25] ; [20 39],[10.04347826 22.95652174] ; [17.95652174 41.04347826],0
p8,1,0.357792,0.84563,[11 20] ; [26 31],[13.03409091 17.96590909] ; [23.96590909 33.03409091],0
a4,1,0.4142,0.666713,[ 9 24] ; [21 38],[10.76086957 22.23913043] ; [19.23913043 39.76086957],0
s3,1,0.41894,0.653287,[15 18] ; [32 27],[16.85869565 16.14130435] ; [30.14130435 28.85869565],0
n3,1,0.445009,0.583333,[9 5] ; [16  5],[10.  4.] ; [15.  6.],0
b5,1,0.468775,0.524863,[17 16] ; [35 24],[18.65217391 14.34782609] ; [33.34782609 25.65217391],0
s2,1,0.471646,0.518116,[12 21] ; [26 33],[13.63043478 19.36956522] ; [24.36956522 34.63043478],0
n2,1,0.485667,0.486111,[9 5] ; [11 10],[8. 6.] ; [12.  9.],0
v1,1,0.529168,0.395989,[12 21] ; [25 33],[13.41758242 19.58241758] ; [23.58241758 34.41758242],0
