Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,86.004693,[173  88] ; [ 34 133],[126.23130841 134.76869159] ; [80.76869159 86.23130841],1
s3,1,0.0,70.62083,[185  75] ; [ 50 118],[142.75700935 117.24299065] ; [92.24299065 75.75700935],1
s8,1,0.0,61.570675,[135 130] ; [ 23 145],[ 96.69745958 168.30254042] ; [ 61.30254042 106.69745958],1
s7,1,0.0,55.165404,[145 109] ; [ 32 128],[108.5942029 145.4057971] ; [68.4057971 91.5942029],1
s5,1,0.0,31.129385,[ 97 160] ; [ 20 140],[ 72.10791367 184.89208633] ; [ 44.89208633 115.10791367],1
p9,1,0.0,28.796231,[221  41] ; [102  64],[197.72429907  64.27570093] ; [125.27570093  40.72429907],1
p4,1,1.6e-05,18.557265,[133 131] ; [ 49 118],[111.48027842 152.51972158] ; [70.51972158 96.48027842],1
p10,1,2.8e-05,17.556109,[204  57] ; [99 68],[184.77336449  76.22663551] ; [118.22663551  48.77336449],1
r3,1,5.3e-05,16.347082,[257   8] ; [145  22],[246.59722222  18.40277778] ; [155.40277778  11.59722222],1
n6,1,7.6e-05,15.653989,[222  42] ; [114  54],[205.33333333  58.66666667] ; [130.66666667  37.33333333],1
r4,1,9.8e-05,15.170387,[245  20] ; [134  34],[231.95150115  33.04849885] ; [147.04849885  20.95150115],1
r1,1,0.000214,13.70481,[218  44] ; [114  54],[202.28837209  59.71162791] ; [129.71162791  38.28837209],1
b5,1,0.000457,12.284364,[186  79] ; [90 78],[168.91454965  96.08545035] ; [107.08545035  60.91454965],1
v4,1,0.000485,12.174099,[256   9] ; [146  20],[247.16937355  17.83062645] ; [154.83062645  11.16937355],1
u1,1,0.000491,12.151344,[ 62 203] ; [ 17 151],[ 48.34872979 216.65127021] ; [ 30.65127021 137.34872979],1
p12,1,0.000745,11.374724,[ 21 244] ; [  1 166],[ 13.49537037 251.50462963] ; [  8.50462963 158.49537037],1
v1,1,0.000859,11.108693,[133 121] ; [ 59 106],[116.39140811 137.60859189] ; [75.60859189 89.39140811],1
d5,1,0.000872,11.080857,[222  42] ; [118  49],[208.25986079  55.74013921] ; [131.74013921  35.25986079],1
a2,1,0.00153,10.041963,[ 80 185] ; [ 28 140],[ 66.09699769 198.90300231] ; [ 41.90300231 126.09699769],0
s4,1,0.001712,9.835686,[ 57 204] ; [ 17 151],[ 45.02097902 215.97902098] ; [ 28.97902098 139.02097902],0
p3,1,0.001791,9.752798,[108 156] ; [ 44 124],[ 92.88888889 171.11111111] ; [ 59.11111111 108.88888889],0
d1,1,0.005585,7.679622,[156 109] ; [76 92],[141.98614319 123.01385681] ; [90.01385681 77.98614319],0
a5,1,0.005767,7.621667,[193  72] ; [101  67],[179.93071594  85.06928406] ; [114.06928406  53.93071594],0
n5,1,0.019474,5.458448,[190  73] ; [102  64],[179.01165501  83.98834499] ; [112.98834499  53.01165501],0
p6,1,0.020872,5.337472,[ 69 193] ; [ 28 139],[ 59.24009324 202.75990676] ; [ 37.75990676 129.24009324],0
v2,1,0.030775,4.66547,[137 112] ; [71 90],[126.32195122 122.67804878] ; [81.67804878 79.32195122],0
d2,1,0.033079,4.541698,[141 122] ; [71 94],[130.27102804 132.72897196] ; [81.72897196 83.27102804],0
d3,1,0.04397,4.057702,[181  83] ; [98 68],[171.29302326  92.70697674] ; [107.70697674  58.29302326],0
p2,1,0.051579,3.78936,[194  70] ; [108  59],[184.9837587  79.0162413] ; [117.0162413  49.9837587],0
n4,1,0.052148,3.771022,[198  65] ; [112  56],[189.16473318  73.83526682] ; [120.83526682  47.16473318],0
b4,1,0.080193,3.06098,[166  99] ; [91 77],[157.28637413 107.71362587] ; [99.71362587 68.28637413],0
a7,1,0.087578,2.918341,[190  75] ; [106  60],[181.99535963  83.00464037] ; [114.00464037  51.99535963],0
n2,1,0.113249,2.508281,[62 20] ; [34 20],[57.88235294 24.11764706] ; [38.11764706 15.88235294],0
u4,1,0.123366,2.374054,[  7 258] ; [  1 167],[  4.8960739 260.1039261] ; [  3.1039261 164.8960739],0
p7,1,0.148792,2.084593,[112 145] ; [ 61 106],[104.86084906 152.13915094] ; [68.13915094 98.86084906],0
v3,1,0.154017,2.032009,[ 93 158] ; [ 48 111],[ 86.3195122 164.6804878] ; [ 54.6804878 104.3195122],0
d4,1,0.154601,2.026255,[214  50] ; [125  41],[208.13023256  55.86976744] ; [130.86976744  35.13023256],0
a8,1,0.209804,1.572778,[ 30 212] ; [ 13 142],[ 26.2115869 215.7884131] ; [ 16.7884131 138.2115869],0
u3,1,0.216608,1.526702,[50 26] ; [28 23],[46.67716535 29.32283465] ; [31.32283465 19.67716535],0
n3,1,0.225616,1.468287,[63 19] ; [35 17],[59.97014925 22.02985075] ; [38.02985075 13.97014925],0
