Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.875911,[124  11] ; [30 18],[113.60655738  21.39344262] ; [40.39344262  7.60655738],1
p5,1,0.330335,0.947583,[ 19 117] ; [ 4 43],[ 17.09289617 118.90710383] ; [ 5.90710383 41.09289617],0
a8,1,0.333996,0.933341,[ 17 102] ; [ 4 42],[ 15.14545455 103.85454545] ; [ 5.85454545 40.14545455],0
d2,1,0.392536,0.731072,[57 79] ; [24 25],[59.54594595 76.45405405] ; [21.45405405 27.54594595],0
b3,1,0.39588,0.720805,[32 54] ; [ 7 18],[30.21621622 55.78378378] ; [ 8.78378378 16.21621622],0
b2,1,0.39588,0.720805,[32 54] ; [ 7 18],[30.21621622 55.78378378] ; [ 8.78378378 16.21621622],0
n2,1,0.408501,0.68316,[23  8] ; [12  7],[21.7  9.3] ; [13.3  5.7],0
a2,1,0.424819,0.636945,[ 26 110] ; [12 37],[ 27.93513514 108.06486486] ; [10.06486486 38.93513514],0
s5,1,0.454961,0.558262,[45 89] ; [19 29],[47.12087912 86.87912088] ; [16.87912088 31.12087912],0
a5,1,0.45565,0.556558,[107  29] ; [36 13],[105.12432432  30.87567568] ; [37.87567568 11.12432432],0
b5,1,0.545006,0.366341,[85 51] ; [33 16],[86.74594595 49.25405405] ; [31.25405405 17.74594595],0
r1,1,0.598386,0.277437,[105  31] ; [36 13],[103.65405405  32.34594595] ; [37.34594595 11.65405405],0
v2,1,0.627256,0.2358,[78 56] ; [26 22],[76.57142857 57.42857143] ; [27.42857143 20.57142857],0
b4,1,0.717105,0.131283,[79 57] ; [27 22],[77.92432432 58.07567568] ; [28.07567568 20.92432432],0
a7,1,0.722905,0.125727,[98 38] ; [34 15],[97.03783784 38.96216216] ; [34.96216216 14.03783784],0
n1,1,0.752819,0.099178,[ 9 22] ; [ 6 12],[ 9.48979592 21.51020408] ; [ 5.51020408 12.48979592],0
p1,1,0.766288,0.088348,[  7 129] ; [ 2 47],[  6.61621622 129.38378378] ; [ 2.38378378 46.61621622],0
d3,1,0.798298,0.065306,[97 39] ; [34 15],[96.3027027 39.6972973] ; [34.6972973 14.3027027],0
n3,1,0.801493,0.063209,[20 10] ; [12  7],[19.59183673 10.40816327] ; [12.40816327  6.59183673],0
u3,1,0.802897,0.0623,[26 21] ; [10  7],[26.4375 20.5625] ; [9.5625 7.4375],0
u1,1,0.817332,0.053351,[ 23 113] ; [ 9 40],[ 23.52432432 112.47567568] ; [ 8.47567568 40.52432432],0
s8,1,0.829524,0.046359,[50 85] ; [19 30],[50.625 84.375] ; [18.375 30.625],0
d5,1,0.834022,0.04391,[112  24] ; [41  8],[112.47567568  23.52432432] ; [40.52432432  8.47567568],0
p3,1,0.8609,0.030705,[70 66] ; [24 24],[69.47826087 66.52173913] ; [24.52173913 23.47826087],0
a3,1,0.939847,0.005695,[88 48] ; [32 17],[88.21621622 47.78378378] ; [31.78378378 17.21621622],0
s7,1,0.964672,0.001962,[50 79] ; [18 28],[50.12571429 78.87428571] ; [17.87428571 28.12571429],0
