Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.5e-05,18.71677,[36 59] ; [46 17],[49.30379747 45.69620253] ; [32.69620253 30.30379747],1
s4,1,0.010237,6.593231,[29 68] ; [ 8 56],[22.29192547 74.70807453] ; [14.70807453 49.29192547],0
b2,1,0.013177,6.145185,[21 43] ; [25 19],[27.25925926 36.74074074] ; [18.74074074 25.25925926],0
b3,1,0.013177,6.145185,[21 43] ; [25 19],[27.25925926 36.74074074] ; [18.74074074 25.25925926],0
p3,1,0.014403,5.98806,[40 57] ; [39 25],[47.59627329 49.40372671] ; [31.40372671 32.59627329],0
v1,1,0.045502,3.999941,[47 49] ; [41 22],[53.13207547 42.86792453] ; [34.86792453 28.13207547],0
n5,1,0.047048,3.943673,[69 26] ; [55  9],[74.08805031 20.91194969] ; [49.91194969 14.08805031],0
n6,1,0.050878,3.812284,[75 20] ; [58  6],[79.46540881 15.53459119] ; [53.53459119 10.46540881],0
p6,1,0.10406,2.642194,[34 60] ; [31 32],[38.91719745 55.08280255] ; [26.08280255 36.91719745],0
r4,1,0.109414,2.562666,[79 18] ; [58  6],[82.54037267 14.45962733] ; [54.45962733  9.54037267],0
r1,1,0.136037,2.222222,[68 28] ; [52 12],[72. 24.] ; [48. 16.],0
n4,1,0.145835,2.115286,[70 26] ; [53 11],[73.8 22.2] ; [49.2 14.8],0
s8,1,0.158435,1.9891,[56 41] ; [44 20],[60.2484472 36.7515528] ; [39.7515528 24.2484472],0
n3,1,0.170693,1.876848,[19 11] ; [14  3],[21.06382979  8.93617021] ; [11.93617021  5.06382979],0
d2,1,0.183507,1.768991,[20 77] ; [ 8 56],[16.86956522 80.13043478] ; [11.13043478 52.86956522],0
a3,1,0.223468,1.481959,[64 33] ; [48 16],[67.47826087 29.52173913] ; [44.52173913 19.47826087],0
a5,1,0.248413,1.332207,[58 39] ; [44 20],[61.45341615 35.54658385] ; [40.54658385 23.45341615],0
p1,1,0.268176,1.226054,[ 7 89] ; [ 8 56],[ 9. 87.] ; [ 6. 58.],0
d3,1,0.271396,1.209679,[37 60] ; [30 34],[40.36645963 56.63354037] ; [26.63354037 37.36645963],0
a7,1,0.29942,1.076775,[61 36] ; [35 29],[57.83850932 39.16149068] ; [38.16149068 25.83850932],0
p7,1,0.326155,0.964103,[63 30] ; [48 16],[65.75159236 27.24840764] ; [45.24840764 18.75159236],0
a6,1,0.358579,0.842864,[52 45] ; [39 25],[54.82608696 42.17391304] ; [36.17391304 27.82608696],0
