Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,57.881779,[116 164] ; [240  94],[162.34527687 117.65472313] ; [193.65472313 140.34527687],1
v3,1,0.0,44.270038,[ 81 202] ; [184 149],[121.74512987 161.25487013] ; [143.25487013 189.74512987],1
p4,1,1e-06,24.053708,[140 145] ; [234 108],[170. 115.] ; [204. 138.],1
n5,1,6e-06,20.5148,[208  79] ; [298  45],[230.51111111  56.48888889] ; [275.48888889  67.51111111],1
p6,1,2.8e-05,17.55062,[ 82 203] ; [152 185],[107.21864952 177.78135048] ; [126.78135048 210.21864952],1
p10,1,8.1e-05,15.542456,[213  71] ; [295  43],[231.94855305  52.05144695] ; [276.05144695  61.94855305],1
s6,1,0.000101,15.111593,[156 127] ; [238 101],[179.26366559 103.73633441] ; [214.73633441 124.26366559],1
p7,1,0.000104,15.061195,[157 126] ; [235  98],[180.09090909 102.90909091] ; [211.90909091 121.09090909],1
p9,1,0.00011,14.964232,[220  62] ; [303  36],[237.49758454  44.50241546] ; [285.50241546  53.49758454],1
s8,1,0.000154,14.324195,[102 185] ; [172 168],[125.41945774 161.58054226] ; [148.58054226 191.41945774],1
p3,1,0.000195,13.882444,[120 167] ; [194 148],[143.2718601 143.7281399] ; [170.7281399 171.2718601],1
r1,1,0.00029,13.135506,[210  79] ; [288  53],[228.44761905  60.55238095] ; [269.55238095  71.44761905],1
p8,1,0.000303,13.05072,[129 155] ; [202 135],[151.37520129 132.62479871] ; [179.62479871 157.37520129],1
p2,1,0.00081,11.219033,[226  61] ; [302  39],[241.29936306  45.70063694] ; [286.70063694  54.29936306],1
a5,1,0.001229,10.445871,[191  97] ; [267  76],[209.03961965  78.96038035] ; [248.96038035  94.03961965],0
r4,1,0.001898,9.645755,[248  41] ; [320  23],[259.73417722  29.26582278] ; [308.26582278  34.73417722],0
s2,1,0.002027,9.524787,[114 173] ; [177 163],[133.20095694 153.79904306] ; [157.79904306 182.20095694],0
n4,1,0.002107,9.454287,[223  66] ; [296  46],[237.70364501  51.29635499] ; [281.29635499  60.70364501],0
v4,1,0.002215,9.362235,[264  23] ; [333   9],[272.3990461  14.6009539] ; [324.6009539  17.3990461],0
r2,1,0.002286,9.304294,[258  27] ; [327  12],[267.1875  17.8125] ; [317.8125  21.1875],0
s7,1,0.004158,8.213636,[115 161] ; [173 151],[132.48 143.52] ; [155.52 168.48],0
b5,1,0.008401,6.946008,[152 137] ; [216 127],[168.27848101 120.72151899] ; [199.72151899 143.27848101],0
p11,1,0.013489,6.103861,[221  68] ; [289  54],[233.21202532  55.78797468] ; [276.78797468  66.21202532],0
u3,1,0.01459,5.965309,[39 55] ; [53 36],[47.2568306 46.7431694] ; [44.7431694 44.2568306],0
u4,1,0.016933,5.703256,[  2 287] ; [ 12 331],[  6.40189873 282.59810127] ; [  7.59810127 335.40189873],0
s5,1,0.018201,5.576741,[ 76 207] ; [119 214],[ 89.58603896 193.41396104] ; [105.41396104 227.58603896],0
r3,1,0.019744,5.434381,[266  21] ; [331  11],[272.3990461  14.6009539] ; [324.6009539  17.3990461],0
d1,1,0.020793,5.344063,[154 135] ; [214 129],[168.27848101 120.72151899] ; [199.72151899 143.27848101],0
d4,1,0.022454,5.210279,[224  63] ; [291  51],[234.98410175  52.01589825] ; [280.01589825  61.98410175],0
