Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,25.437931,[71  2] ; [5 5],[66.84337349  6.15662651] ; [9.15662651 0.84337349],1
r1,1,2e-06,22.764604,[63 10] ; [2 8],[57.1686747 15.8313253] ; [7.8313253 2.1686747],1
r3,1,8.3e-05,15.490349,[71  1] ; [7 3],[68.48780488  3.51219512] ; [9.51219512 0.48780488],1
v4,1,0.003027,8.790971,[70  3] ; [7 3],[67.72289157  5.27710843] ; [9.27710843 0.72289157],0
b4,1,0.005562,7.68713,[48 25] ; [2 8],[43.97590361 29.02409639] ; [6.02409639 3.97590361],0
s6,1,0.009192,6.785213,[64  7] ; [6 4],[61.35802469  9.64197531] ; [8.64197531 1.35802469],0
d1,1,0.0097,6.689097,[52 21] ; [3 7],[48.37349398 24.62650602] ; [6.62650602 3.37349398],0
a3,1,0.01499,5.917602,[56 17] ; [4 6],[52.77108434 20.22891566] ; [7.22891566 2.77108434],0
b1,1,0.039024,4.259803,[33 40] ; [8 2],[36.06024096 36.93975904] ; [4.93975904 5.06024096],0
n6,1,0.054664,3.692307,[62 11] ; [6 4],[59.80722892 13.19277108] ; [8.19277108 1.80722892],0
d2,1,0.070043,3.282006,[44 29] ; [3 7],[41.3373494 31.6626506] ; [5.6626506 4.3373494],0
s5,1,0.082462,3.0157,[39 29] ; [2 6],[36.68421053 31.31578947] ; [4.31578947 3.68421053],0
v3,1,0.08572,2.952976,[27 45] ; [1 9],[24.58536585 47.41463415] ; [3.41463415 6.58536585],0
s1,1,0.096335,2.76519,[ 4 69] ; [2 8],[ 5.27710843 67.72289157] ; [0.72289157 9.27710843],0
a7,1,0.137353,2.20737,[47 26] ; [4 6],[44.85542169 28.14457831] ; [6.14457831 3.85542169],0
s8,1,0.141127,2.165628,[40 33] ; [3 7],[37.81927711 35.18072289] ; [5.18072289 4.81927711],0
d5,1,0.183466,1.769326,[63 10] ; [7 3],[61.56626506 11.43373494] ; [8.43373494 1.56626506],0
p2,1,0.183466,1.769326,[63 10] ; [7 3],[61.56626506 11.43373494] ; [8.43373494 1.56626506],0
d4,1,0.183466,1.769326,[63 10] ; [7 3],[61.56626506 11.43373494] ; [8.43373494 1.56626506],0
a5,1,0.209875,1.57229,[57 16] ; [6 4],[55.40963855 17.59036145] ; [7.59036145 2.40963855],0
p9,1,0.236992,1.398399,[62 11] ; [7 3],[60.68674699 12.31325301] ; [8.31325301 1.68674699],0
p10,1,0.295916,1.09251,[61 12] ; [7 3],[59.80722892 13.19277108] ; [8.19277108 1.80722892],0
n1,1,0.345099,0.891396,[5 9] ; [3 2],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
d3,1,0.354527,0.857189,[54 19] ; [6 4],[52.77108434 20.22891566] ; [7.22891566 2.77108434],0
u3,1,0.362656,0.828676,[12  5] ; [3 3],[11.08695652  5.91304348] ; [3.91304348 2.08695652],0
s7,1,0.4218,0.645293,[45 25] ; [7 2],[46.07594937 23.92405063] ; [5.92405063 3.07594937],0
p7,1,0.42778,0.628843,[58 15] ; [9 1],[58.92771084 14.07228916] ; [8.07228916 1.92771084],0
a4,1,0.474571,0.511314,[38 35] ; [4 6],[36.93975904 36.06024096] ; [5.06024096 4.93975904],0
p6,1,0.535531,0.383886,[44 29] ; [5 5],[43.09638554 29.90361446] ; [5.90361446 4.09638554],0
a6,1,0.608441,0.262452,[45 28] ; [7 3],[45.73493976 27.26506024] ; [6.26506024 3.73493976],0
n3,1,0.636982,0.222711,[10  4] ; [3 2],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
s3,1,0.659324,0.194346,[55 17] ; [7 3],[54.43902439 17.56097561] ; [7.56097561 2.43902439],0
p11,1,0.680946,0.169063,[54 19] ; [8 2],[54.53012048 18.46987952] ; [7.46987952 2.53012048],0
p4,1,0.687389,0.161927,[62 11] ; [8 2],[61.56626506 11.43373494] ; [8.43373494 1.56626506],0
u2,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
n2,1,0.708687,0.139592,[10  4] ; [4 1],[10.31578947  3.68421053] ; [3.68421053 1.31578947],0
b5,1,0.713023,0.135276,[41 32] ; [5 5],[40.45783133 32.54216867] ; [5.54216867 4.45783133],0
n4,1,0.715523,0.132823,[55 18] ; [7 3],[54.53012048 18.46987952] ; [7.46987952 2.53012048],0
v2,1,0.728319,0.120661,[33 39] ; [4 6],[32.48780488 39.51219512] ; [4.51219512 5.48780488],0
v1,1,0.775341,0.081451,[40 33] ; [5 5],[39.57831325 33.42168675] ; [5.42168675 4.57831325],0
n5,1,0.789522,0.071252,[54 19] ; [7 3],[53.65060241 19.34939759] ; [7.34939759 2.65060241],0
p8,1,0.855501,0.033162,[49 24] ; [7 3],[49.25301205 23.74698795] ; [6.74698795 3.25301205],0
s2,1,0.971474,0.001279,[50 22] ; [7 3],[50.04878049 21.95121951] ; [6.95121951 3.04878049],0
