Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.46852,[67 97] ; [84 40],[85.98611111 78.01388889] ; [65.01388889 58.98611111],1
s6,1,0.000452,12.304476,[79 91] ; [85 42],[93.87205387 76.12794613] ; [70.12794613 56.87205387],1
v3,1,0.001223,10.454695,[ 43 123] ; [55 70],[ 55.90378007 110.09621993] ; [42.09621993 82.90378007],0
s8,1,0.002419,9.200969,[ 49 123] ; [59 71],[ 61.50993377 110.49006623] ; [46.49006623 83.50993377],0
p3,1,0.003857,8.350143,[ 29 143] ; [40 89],[ 39.42857143 132.57142857] ; [29.57142857 99.42857143],0
s2,1,0.007557,7.135609,[ 60 111] ; [66 65],[71.34437086 99.65562914] ; [54.65562914 76.34437086],0
s5,1,0.008434,6.939022,[ 34 131] ; [43 82],[ 43.81034483 121.18965517] ; [33.18965517 91.81034483],0
b3,1,0.013979,6.040756,[25 68] ; [33 40],[32.4939759 60.5060241] ; [25.5060241 47.4939759],0
b2,1,0.013979,6.040756,[25 68] ; [33 40],[32.4939759 60.5060241] ; [25.5060241 47.4939759],0
p6,1,0.014747,5.94639,[ 19 151] ; [27 98],[ 26.50847458 143.49152542] ; [ 19.49152542 105.50847458],0
p2,1,0.016097,5.792201,[111  60] ; [101  29],[120.43853821  50.56146179] ; [91.56146179 38.43853821],0
b5,1,0.016858,5.711105,[102  70] ; [95 36],[111.82838284  60.17161716] ; [85.17161716 45.82838284],0
a7,1,0.01757,5.638541,[131  40] ; [84 47],[121.7384106  49.2615894] ; [93.2615894 37.7384106],0
r2,1,0.018688,5.530517,[154  15] ; [126   3],[158.79194631  10.20805369] ; [121.20805369   7.79194631],0
v4,1,0.029655,4.729173,[148  22] ; [122   7],[153.51170569  16.48829431] ; [116.48829431  12.51170569],0
s7,1,0.032511,4.571322,[ 54 110] ; [57 69],[ 62.77241379 101.22758621] ; [48.22758621 77.77241379],0
p9,1,0.037264,4.338289,[117  49] ; [103  24],[124.64163823  41.35836177] ; [95.35836177 31.64163823],0
s3,1,0.0388,4.269598,[75 95] ; [73 57],[83.86666667 86.13333333] ; [64.13333333 65.86666667],0
a5,1,0.05099,3.808597,[115  57] ; [101  30],[122.61386139  49.38613861] ; [93.38613861 37.61386139],0
r1,1,0.090929,2.857857,[123  49] ; [104  26],[129.28476821  42.71523179] ; [97.71523179 32.28476821],0
p12,1,0.098585,2.728293,[  5 165] ; [  9 119],[  7.98657718 162.01342282] ; [  6.01342282 121.98657718],0
a4,1,0.10504,2.627306,[74 97] ; [69 62],[80.97019868 90.02980132] ; [62.02980132 68.97019868],0
a3,1,0.112213,2.522771,[121  51] ; [102  28],[127.00662252  44.99337748] ; [95.99337748 34.00662252],0
p7,1,0.113819,2.500381,[71 97] ; [63 59],[77.62758621 90.37241379] ; [56.37241379 65.62758621],0
r4,1,0.117572,2.449374,[138  34] ; [114  17],[143.04950495  28.95049505] ; [108.95049505  22.04950495],0
r3,1,0.131979,2.269073,[151  19] ; [122   8],[154.7  15.3] ; [118.3  11.7],0
p11,1,0.151423,2.057857,[110  62] ; [94 37],[115.8019802  56.1980198] ; [88.1980198 42.8019802],0
p5,1,0.162039,1.955092,[  4 166] ; [  7 122],[  6.2541806 163.7458194] ; [  4.7458194 124.2541806],0
p1,1,0.194525,1.683011,[  7 162] ; [ 10 121],[  9.57666667 159.42333333] ; [  7.42333333 123.57666667],0
n1,1,0.212301,1.555666,[19 40] ; [17 21],[21.89690722 37.10309278] ; [14.10309278 23.89690722],0
n5,1,0.218423,1.514702,[102  68] ; [87 43],[107.1  62.9] ; [81.9 48.1],0
