Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000129,14.655931,[ 4 12] ; [52 17],[10.54117647  5.45882353] ; [45.45882353 23.54117647],1
v4,1,0.000228,13.588235,[11  5] ; [66  2],[14.66666667  1.33333333] ; [62.33333333  5.66666667],1
b1,1,0.005236,7.79595,[10  6] ; [18 51],[ 5.27058824 10.72941176] ; [22.72941176 46.27058824],0
p10,1,0.036697,4.364403,[10  6] ; [58 10],[12.95238095  3.04761905] ; [55.04761905 12.95238095],0
d5,1,0.038217,4.295333,[7 9] ; [49 20],[10.54117647  5.45882353] ; [45.45882353 23.54117647],0
b4,1,0.041448,4.157609,[ 6 10] ; [45 24],[9.6 6.4] ; [41.4 27.6],0
s7,1,0.057979,3.594266,[ 3 13] ; [29 36],[6.32098765 9.67901235] ; [25.67901235 39.32098765],0
d1,1,0.083347,2.998405,[ 3 13] ; [29 40],[6.02352941 9.97647059] ; [25.97647059 43.02352941],0
s4,1,0.106495,2.605474,[ 6 10] ; [13 56],[ 3.57647059 12.42352941] ; [15.42352941 53.57647059],0
a7,1,0.112399,2.520167,[7 9] ; [45 24],[9.78823529 6.21176471] ; [42.21176471 26.78823529],0
n1,1,0.133456,2.251838,[3 2] ; [ 5 15],[1.6 3.4] ; [ 6.4 13.6],0
a6,1,0.159684,1.977217,[11  5] ; [34 35],[8.47058824 7.52941176] ; [36.52941176 32.47058824],0
p12,1,0.162318,1.952496,[ 3 13] ; [ 5 63],[ 1.52380952 14.47619048] ; [ 6.47619048 61.52380952],0
v3,1,0.169028,1.891544,[ 3 13] ; [25 43],[ 5.33333333 10.66666667] ; [22.66666667 45.33333333],0
n6,1,0.173442,1.852941,[12  4] ; [60  8],[13.71428571  2.28571429] ; [58.28571429  9.71428571],0
d4,1,0.20475,1.608165,[9 7] ; [50 19],[11.10588235  4.89411765] ; [47.89411765 21.10588235],0
d3,1,0.254675,1.297475,[7 9] ; [41 28],[9.03529412 6.96470588] ; [38.96470588 30.03529412],0
b3,1,0.260785,1.264585,[1 8] ; [12 29],[2.34 6.66] ; [10.66 30.34],0
b2,1,0.260785,1.264585,[1 8] ; [12 29],[2.34 6.66] ; [10.66 30.34],0
a3,1,0.271523,1.209038,[ 5 11] ; [32 37],[6.96470588 9.03529412] ; [30.03529412 38.96470588],0
s8,1,0.290071,1.119293,[ 4 12] ; [27 42],[ 5.83529412 10.16470588] ; [25.16470588 43.83529412],0
u2,1,0.382329,0.763201,[7 4] ; [18 19],[5.72916667 5.27083333] ; [19.27083333 17.72916667],0
d2,1,0.40636,0.689425,[ 3 13] ; [20 49],[ 4.32941176 11.67058824] ; [18.67058824 50.32941176],0
p1,1,0.437579,0.602623,[ 1 15] ; [ 9 59],[ 1.9047619 14.0952381] ; [ 8.0952381 59.9047619],0
s2,1,0.45517,0.557747,[ 6 10] ; [33 36],[7.34117647 8.65882353] ; [31.65882353 37.34117647],0
s5,1,0.46467,0.534622,[ 3 13] ; [18 47],[ 4.14814815 11.85185185] ; [16.85185185 48.14814815],0
a8,1,0.473765,0.51318,[ 2 13] ; [ 5 61],[ 1.2962963 13.7037037] ; [ 5.7037037 60.2962963],0
p9,1,0.482999,0.492084,[12  4] ; [57 12],[12.98823529  3.01176471] ; [56.01176471 12.98823529],0
p6,1,0.489456,0.477722,[ 6 10] ; [32 36],[7.23809524 8.76190476] ; [30.76190476 37.23809524],0
s3,1,0.489456,0.477722,[ 6 10] ; [32 36],[7.23809524 8.76190476] ; [30.76190476 37.23809524],0
a1,1,0.490986,0.474366,[ 2 14] ; [ 5 64],[ 1.31764706 14.68235294] ; [ 5.68235294 63.31764706],0
n4,1,0.501965,0.45078,[9 7] ; [45 24],[10.16470588  5.83529412] ; [43.83529412 25.16470588],0
n5,1,0.505445,0.443486,[10  6] ; [49 20],[11.10588235  4.89411765] ; [47.89411765 21.10588235],0
n2,1,0.520146,0.413603,[4 1] ; [13  7],[3.4 1.6] ; [13.6  6.4],0
n3,1,0.520146,0.413603,[4 1] ; [13  7],[3.4 1.6] ; [13.6  6.4],0
p7,1,0.542389,0.37113,[11  5] ; [51 16],[11.95180723  4.04819277] ; [50.04819277 16.95180723],0
p11,1,0.548896,0.3593,[14  2] ; [56 13],[13.17647059  2.82352941] ; [56.82352941 12.17647059],0
v1,1,0.557639,0.343808,[ 6 10] ; [31 37],[7.04761905 8.95238095] ; [29.95238095 38.04761905],0
p4,1,0.557754,0.343607,[11  5] ; [42 27],[9.97647059 6.02352941] ; [43.02352941 25.97647059],0
u3,1,0.573798,0.316368,[4 7] ; [17 20],[4.8125 6.1875] ; [16.1875 20.8125],0
a4,1,0.616916,0.250226,[ 3 13] ; [17 52],[ 3.76470588 12.23529412] ; [16.23529412 52.76470588],0
v2,1,0.707114,0.141176,[ 6 10] ; [29 39],[6.66666667 9.33333333] ; [28.33333333 39.66666667],0
p3,1,0.768523,0.086617,[9 7] ; [36 33],[8.47058824 7.52941176] ; [36.52941176 32.47058824],0
s6,1,0.78449,0.074787,[9 7] ; [39 26],[9.48148148 6.51851852] ; [38.51851852 26.48148148],0
a5,1,0.849323,0.036093,[9 7] ; [37 32],[8.65882353 7.34117647] ; [37.34117647 31.65882353],0
b5,1,0.904032,0.014537,[10  6] ; [42 27],[9.78823529 6.21176471] ; [42.21176471 26.78823529],0
p5,1,0.917453,0.010742,[ 3 13] ; [12 56],[ 2.85714286 13.14285714] ; [12.14285714 55.85714286],0
s1,1,0.944696,0.004812,[ 1 15] ; [ 4 65],[ 0.94117647 15.05882353] ; [ 4.05882353 64.94117647],0
r3,1,0.953467,0.003405,[14  2] ; [60  9],[13.92941176  2.07058824] ; [60.07058824  8.92941176],0
p2,1,0.97312,0.001135,[13  3] ; [55 13],[12.95238095  3.04761905] ; [55.04761905 12.95238095],0
