Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,75.265735,[80 26] ; [ 34 124],[45.77272727 60.22727273] ; [68.22727273 89.77272727],1
s2,1,0.0,51.514257,[82 26] ; [ 52 113],[53.01098901 54.98901099] ; [80.98901099 84.01098901],1
s3,1,0.0,41.159022,[83 24] ; [ 62 102],[57.25092251 49.74907749] ; [87.74907749 76.25092251],1
s6,1,1e-06,24.940519,[91 19] ; [87 76],[71.72161172 38.27838828] ; [106.27838828  56.72161172],1
s5,1,4.6e-05,16.595108,[48 59] ; [ 35 128],[32.89259259 74.10740741] ; [ 50.10740741 112.89259259],1
a3,1,0.000972,10.879381,[94 18] ; [109  56],[82.07942238 29.92057762] ; [120.92057762  44.07942238],1
r1,1,0.001343,10.282795,[99 11] ; [122  42],[88.72262774 21.27737226] ; [132.27737226  31.72262774],0
d2,1,0.0014,10.205625,[65 47] ; [ 64 102],[51.97122302 60.02877698] ; [77.02877698 88.97122302],0
p9,1,0.001934,9.611338,[101   9] ; [128  37],[91.6 18.4] ; [137.4  27.6],0
v3,1,0.003726,8.412532,[62 44] ; [65 96],[50.41947566 55.58052434] ; [76.58052434 84.41947566],0
p7,1,0.011059,6.455822,[68 40] ; [77 86],[57.78597786 50.21402214] ; [87.21402214 75.78597786],0
p10,1,0.011793,6.341777,[94 15] ; [122  44],[85.61454545 23.38545455] ; [130.38545455  35.61454545],0
a8,1,0.016763,5.721008,[21 77] ; [ 16 137],[14.44621514 83.55378486] ; [ 22.55378486 130.44621514],0
r4,1,0.017854,5.61045,[104   8] ; [138  28],[97.49640288 14.50359712] ; [144.50359712  21.49640288],0
v4,1,0.019488,5.457159,[108   2] ; [149  14],[103.55311355   6.44688645] ; [153.44688645   9.55311355],0
u4,1,0.029756,4.723321,[  5 107] ; [  1 165],[  2.41726619 109.58273381] ; [  3.58273381 162.41726619],0
a2,1,0.049033,3.874232,[33 79] ; [ 32 134],[26.18705036 85.81294964] ; [ 38.81294964 127.18705036],0
p8,1,0.054999,3.682106,[57 54] ; [65 99],[49.24363636 61.75636364] ; [72.75636364 91.24363636],0
p3,1,0.060159,3.533009,[59 53] ; [68 97],[51.35018051 60.64981949] ; [75.64981949 89.35018051],0
r3,1,0.072446,3.226713,[108   4] ; [149  15],[104.28985507   7.71014493] ; [152.71014493  11.28985507],0
d1,1,0.078583,3.093974,[68 44] ; [83 83],[60.83453237 51.16546763] ; [90.16546763 75.83453237],0
n4,1,0.089989,2.874564,[88 22] ; [117  48],[82. 28.] ; [123.  42.],0
a7,1,0.091429,2.849029,[70 42] ; [119  46],[76.41877256 35.58122744] ; [112.58122744  52.41877256],0
d5,1,0.099478,2.713892,[93 19] ; [124  42],[87.42446043 24.57553957] ; [129.57553957  36.42446043],0
b1,1,0.108684,2.573257,[47 65] ; [ 54 112],[40.69064748 71.30935252] ; [ 60.30935252 105.69064748],0
a4,1,0.112062,2.524904,[57 55] ; [68 97],[50.54151625 61.45848375] ; [74.45848375 90.54151625],0
n1,1,0.118246,2.4404,[14 13] ; [12 25],[10.96875 16.03125] ; [15.03125 21.96875],0
s4,1,0.138249,2.197338,[21 91] ; [ 20 143],[16.69818182 95.30181818] ; [ 24.30181818 138.69818182],0
