Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.506762,[122 156] ; [166  83],[151.92409867 126.07590133] ; [136.07590133 112.92409867],1
v3,1,1e-06,24.151701,[ 78 202] ; [121 128],[105.33081285 174.66918715] ; [ 93.66918715 155.33081285],1
n5,1,2.9e-05,17.4872,[177 112] ; [200  57],[199.54761905  89.45238095] ; [177.45238095  79.54761905],1
p3,1,0.000101,15.112589,[ 89 202] ; [121 138],[111.10909091 179.89090909] ; [ 98.89090909 160.10909091],1
p4,1,0.00095,10.923417,[116 173] ; [140 118],[135.25411335 153.74588665] ; [120.74588665 137.25411335],1
p2,1,0.002007,9.54281,[212  79] ; [217  42],[226.98  64.02] ; [202.02  56.98],0
p5,1,0.004099,8.239262,[ 10 281] ; [ 24 232],[ 18.08775137 272.91224863] ; [ 15.91224863 240.08775137],0
p9,1,0.004937,7.902429,[214  73] ; [216  40],[227.27440147  59.72559853] ; [202.72559853  53.27440147],0
s8,1,0.006386,7.438114,[ 90 202] ; [108 149],[105.31147541 186.68852459] ; [ 92.68852459 164.31147541],0
v4,1,0.008081,7.015531,[267  23] ; [248   7],[274.03669725  15.96330275] ; [240.96330275  14.03669725],0
n4,1,0.008756,6.871995,[191 100] ; [195  62],[204.97445255  86.02554745] ; [181.02554745  75.97445255],0
b3,1,0.009492,6.727841,[ 38 118] ; [ 62 102],[ 48.75 107.25] ; [ 51.25 112.75],0
b2,1,0.009492,6.727841,[ 38 118] ; [ 62 102],[ 48.75 107.25] ; [ 51.25 112.75],0
a5,1,0.010867,6.486872,[192 100] ; [196  63],[205.61887477  86.38112523] ; [182.38112523  76.61887477],0
a3,1,0.011955,6.317466,[185 107] ; [190  69],[198.72958258  93.27041742] ; [176.27041742  82.72958258],0
r1,1,0.015333,5.877762,[220  71] ; [215  41],[231.41681901  59.58318099] ; [203.58318099  52.41681901],0
s2,1,0.018275,5.569627,[118 172] ; [129 125],[131.67279412 158.32720588] ; [115.32720588 138.67279412],0
s6,1,0.019447,5.460825,[164 125] ; [169  85],[177.2320442 111.7679558] ; [155.7679558  98.2320442],0
a4,1,0.024125,5.085649,[107 185] ; [119 139],[119.98545455 172.01454545] ; [106.01454545 151.98545455],0
p12,1,0.034766,4.456611,[  9 282] ; [ 18 239],[ 14.33759124 276.66240876] ; [ 12.66240876 244.33759124],0
r2,1,0.037339,4.334892,[264  27] ; [244  12],[270.25228519  20.74771481] ; [237.74771481  18.25228519],0
p8,1,0.039108,4.256156,[108 181] ; [118 138],[119.84220183 169.15779817] ; [106.15779817 149.84220183],0
b5,1,0.046708,3.955882,[164 128] ; [167  92],[175.41197822 116.58802178] ; [155.58802178 103.41197822],0
s5,1,0.048641,3.887711,[ 68 217] ; [ 79 172],[ 78.16231343 206.83768657] ; [ 68.83768657 182.16231343],0
n6,1,0.048944,3.877288,[227  65] ; [216  40],[236.05109489  55.94890511] ; [206.94890511  49.05109489],0
p7,1,0.049953,3.843031,[134 152] ; [141 114],[145.37892791 140.62107209] ; [129.62107209 125.37892791],0
u3,1,0.057222,3.616114,[50 55] ; [43 26],[56.12068966 48.87931034] ; [36.87931034 32.12068966],0
