Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.59198,[14 40] ; [65  8],[33.59055118 20.40944882] ; [45.40944882 27.59055118],1
p11,1,4e-06,21.476564,[21 34] ; [58 16],[33.68217054 21.31782946] ; [45.31782946 28.68217054],1
v4,1,3.3e-05,17.24226,[34 21] ; [68  6],[43.48837209 11.51162791] ; [58.51162791 15.48837209],1
n6,1,3.6e-05,17.094632,[32 22] ; [66  7],[41.66929134 12.33070866] ; [56.33070866 16.66929134],1
r3,1,9.1e-05,15.315985,[34 21] ; [67  7],[43.0620155 11.9379845] ; [57.9379845 16.0620155],1
r4,1,0.000278,13.210316,[31 24] ; [63 11],[40.07751938 14.92248062] ; [53.92248062 20.07751938],1
v2,1,0.000439,12.358719,[16 38] ; [43 27],[25.69354839 28.30645161] ; [33.30645161 36.69354839],1
s8,1,0.000881,11.062878,[12 43] ; [37 36],[21.0546875 33.9453125] ; [27.9453125 45.0546875],1
s2,1,0.001917,9.627166,[14 41] ; [38 34],[22.51968504 32.48031496] ; [29.48031496 42.51968504],0
p7,1,0.002494,9.145045,[10 44] ; [31 39],[17.85483871 36.14516129] ; [23.14516129 46.85483871],0
s7,1,0.00509,7.847054,[14 38] ; [37 34],[21.56097561 30.43902439] ; [29.43902439 41.56097561],0
n3,1,0.005929,7.571633,[11 12] ; [16  2],[15.14634146  7.85365854] ; [11.85365854  6.14634146],0
n2,1,0.007117,7.243234,[15 11] ; [17  1],[18.90909091  7.09090909] ; [13.09090909  4.90909091],0
b1,1,0.009469,6.73221,[35 20] ; [30 44],[27.71317829 27.28682171] ; [37.28682171 36.71317829],0
a7,1,0.010017,6.631874,[28 27] ; [54 20],[34.96124031 20.03875969] ; [47.03875969 26.96124031],0
p8,1,0.010335,6.576176,[ 6 49] ; [22 52],[11.9379845 43.0620155] ; [16.0620155 57.9379845],0
d3,1,0.016578,5.74051,[24 30] ; [48 25],[30.61417323 23.38582677] ; [41.38582677 31.61417323],0
s3,1,0.01674,5.723389,[18 35] ; [40 32],[24.592 28.408] ; [33.408 38.592],0
p3,1,0.017817,5.61404,[13 42] ; [32 41],[19.3359375 35.6640625] ; [25.6640625 47.3359375],0
p12,1,0.018665,5.532667,[ 1 54] ; [10 64],[ 4.68992248 50.31007752] ; [ 6.31007752 67.68992248],0
s5,1,0.019396,5.465414,[ 7 47] ; [21 47],[12.39344262 41.60655738] ; [15.60655738 52.39344262],0
s6,1,0.026076,4.950971,[23 32] ; [45 28],[29.21875 25.78125] ; [38.78125 34.21875],0
p4,1,0.026319,4.934934,[10 45] ; [26 46],[15.59055118 39.40944882] ; [20.40944882 51.59055118],0
r2,1,0.038637,4.276744,[44  9] ; [68  4],[47.488  5.512] ; [64.512  7.488],0
a6,1,0.042165,4.128577,[29 25] ; [52 21],[34.44094488 19.55905512] ; [46.55905512 26.44094488],0
d1,1,0.083377,2.997818,[25 30] ; [45 29],[29.84496124 25.15503876] ; [40.15503876 33.84496124],0
u4,1,0.084864,2.969188,[ 4 51] ; [ 1 73],[ 2.13178295 52.86821705] ; [ 2.86821705 71.13178295],0
r1,1,0.09011,2.87241,[34 21] ; [56 18],[38.37209302 16.62790698] ; [51.62790698 22.37209302],0
d4,1,0.098064,2.736747,[35 19] ; [57 16],[39.11811024 14.88188976] ; [52.88188976 20.11811024],0
p6,1,0.101295,2.685028,[ 7 47] ; [18 55],[10.62992126 43.37007874] ; [14.37007874 58.62992126],0
s4,1,0.111629,2.531013,[ 6 48] ; [16 57],[ 9.35433071 44.64566929] ; [12.64566929 60.35433071],0
b5,1,0.114762,2.487395,[25 30] ; [44 30],[29.41860465 25.58139535] ; [39.58139535 34.41860465],0
n5,1,0.132367,2.264522,[41 14] ; [63 11],[44.34108527 10.65891473] ; [59.65891473 14.34108527],0
u2,1,0.181489,1.785392,[ 8 13] ; [15 11],[10.27659574 10.72340426] ; [12.72340426 13.27659574],0
p1,1,0.194593,1.682494,[ 3 52] ; [ 9 65],[ 5.11627907 49.88372093] ; [ 6.88372093 67.11627907],0
a1,1,0.24504,1.351363,[ 8 47] ; [ 6 68],[ 5.96899225 49.03100775] ; [ 8.03100775 65.96899225],0
v3,1,0.294927,1.096992,[17 35] ; [29 40],[19.76859504 32.23140496] ; [26.23140496 42.76859504],0
v1,1,0.309746,1.031759,[18 36] ; [30 41],[20.736 33.264] ; [27.264 43.736],0
a5,1,0.313887,1.014251,[34 21] ; [52 22],[36.66666667 18.33333333] ; [49.33333333 24.66666667],0
d5,1,0.413868,0.667662,[34 20] ; [51 22],[36.14173228 17.85826772] ; [48.85826772 24.14173228],0
a4,1,0.423414,0.64082,[26 27] ; [31 43],[23.78740157 29.21259843] ; [33.21259843 40.78740157],0
s1,1,0.431225,0.619523,[ 6 49] ; [ 5 67],[ 4.76377953 50.23622047] ; [ 6.23622047 65.76377953],0
u3,1,0.562343,0.335664,[10 12] ; [14 12],[11. 11.] ; [13. 13.],0
u1,1,0.572829,0.317972,[ 9 46] ; [15 59],[10.23255814 44.76744186] ; [13.76744186 60.23255814],0
a8,1,0.59165,0.287775,[ 8 45] ; [ 8 60],[ 7.00826446 45.99173554] ; [ 8.99173554 59.00826446],0
p5,1,0.609985,0.260197,[ 4 51] ; [ 7 64],[ 4.8015873 50.1984127] ; [ 6.1984127 64.8015873],0
b4,1,0.611644,0.257788,[31 24] ; [45 29],[32.40310078 22.59689922] ; [43.59689922 30.40310078],0
a2,1,0.630063,0.231975,[10 45] ; [16 58],[11.08527132 43.91472868] ; [14.91472868 59.08527132],0
a3,1,0.763647,0.090418,[33 20] ; [48 26],[33.80314961 19.19685039] ; [47.19685039 26.80314961],0
n1,1,0.910853,0.012536,[14 12] ; [10  8],[14.18181818 11.81818182] ; [9.81818182 8.18181818],0
d2,1,0.916969,0.010869,[26 27] ; [36 36],[26.288 26.712] ; [35.712 36.288],0
b2,1,0.985091,0.000349,[16 25] ; [20 31],[16.04347826 24.95652174] ; [19.95652174 31.04347826],0
b3,1,0.985091,0.000349,[16 25] ; [20 31],[16.04347826 24.95652174] ; [19.95652174 31.04347826],0
