Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000482,12.182472,[25 21] ; [15 52],[16.28318584 29.71681416] ; [23.71681416 43.28318584],1
p8,1,0.002551,9.103402,[ 8 37] ; [30 36],[15.40540541 29.59459459] ; [22.59459459 43.40540541],0
n6,1,0.005525,7.699112,[20 26] ; [46 20],[27.10714286 18.89285714] ; [38.89285714 27.10714286],0
r3,1,0.011805,6.339856,[34 11] ; [62  5],[38.57142857  6.42857143] ; [57.42857143  9.57142857],0
p7,1,0.014845,5.934748,[14 31] ; [34 28],[20.18691589 24.81308411] ; [27.81308411 34.18691589],0
n5,1,0.022928,5.173926,[10 36] ; [28 38],[15.60714286 30.39285714] ; [22.39285714 43.60714286],0
p9,1,0.038481,4.283636,[22 19] ; [49 18],[26.9537037 14.0462963] ; [44.0462963 22.9537037],0
p10,1,0.049535,3.857143,[20 22] ; [44 22],[24.88888889 17.11111111] ; [39.11111111 26.88888889],0
p6,1,0.096946,2.75508,[ 7 38] ; [19 46],[10.63636364 34.36363636] ; [15.36363636 49.63636364],0
v2,1,0.100745,2.693709,[11 32] ; [27 39],[14.99082569 28.00917431] ; [23.00917431 42.99082569],0
p2,1,0.101022,2.689328,[29 17] ; [51 15],[32.85714286 13.14285714] ; [47.14285714 18.85714286],0
r4,1,0.120222,2.414431,[28 18] ; [50 17],[31.75221239 14.24778761] ; [46.24778761 20.75221239],0
p4,1,0.161955,1.955875,[11 35] ; [24 42],[14.375 31.625] ; [20.625 45.375],0
r2,1,0.172005,1.865377,[37  9] ; [60  7],[39.48672566  6.51327434] ; [57.51327434  9.48672566],0
d1,1,0.206337,1.596943,[16 30] ; [16 51],[13.02654867 32.97345133] ; [18.97345133 48.02654867],0
d2,1,0.209783,1.572925,[12 34] ; [11 56],[ 9.36283186 36.63716814] ; [13.63716814 53.36283186],0
b5,1,0.219724,1.506171,[32 14] ; [39 28],[28.90265487 17.09734513] ; [42.09734513 24.90265487],0
s5,1,0.220497,1.50113,[ 7 37] ; [17 49],[ 9.6 34.4] ; [14.4 51.6],0
a4,1,0.234591,1.412806,[ 4 42] ; [11 56],[ 6.10619469 39.89380531] ; [ 8.89380531 58.10619469],0
n1,1,0.238138,1.391585,[ 4 19] ; [ 6 12],[ 5.6097561 17.3902439] ; [ 4.3902439 13.6097561],0
b3,1,0.254451,1.298701,[ 6 16] ; [ 4 24],[ 4.4 17.6] ; [ 5.6 22.4],0
b2,1,0.254451,1.298701,[ 6 16] ; [ 4 24],[ 4.4 17.6] ; [ 5.6 22.4],0
d4,1,0.309159,1.034267,[33 12] ; [43 24],[30.53571429 14.46428571] ; [45.46428571 21.53571429],0
d5,1,0.330836,0.945624,[29 16] ; [37 30],[26.51785714 18.48214286] ; [39.48214286 27.51785714],0
u1,1,0.353629,0.860394,[ 2 44] ; [ 1 66],[ 1.22123894 44.77876106] ; [ 1.77876106 65.22123894],0
u3,1,0.366954,0.813953,[19  9] ; [24 18],[17.2 10.8] ; [25.8 16.2],0
s8,1,0.367045,0.813646,[13 33] ; [14 53],[10.99115044 35.00884956] ; [16.00884956 50.99115044],0
a7,1,0.444462,0.584737,[32 13] ; [43 24],[30.13392857 14.86607143] ; [44.86607143 22.13392857],0
n3,1,0.446805,0.578745,[14  9] ; [13  5],[15.14634146  7.85365854] ; [11.85365854  6.14634146],0
s6,1,0.467815,0.527132,[18 27] ; [31 35],[19.86486486 25.13513514] ; [29.13513514 36.86486486],0
u2,1,0.500595,0.453674,[17 10] ; [23 19],[15.65217391 11.34782609] ; [24.34782609 17.65217391],0
a8,1,0.504213,0.446058,[ 1 43] ; [ 3 60],[ 1.64485981 42.35514019] ; [ 2.35514019 60.64485981],0
p3,1,0.587161,0.294799,[ 9 37] ; [16 51],[10.17699115 35.82300885] ; [14.82300885 52.17699115],0
n2,1,0.601456,0.272805,[13 10] ; [11  6],[13.8  9.2] ; [10.2  6.8],0
s7,1,0.616749,0.250464,[12 30] ; [16 50],[10.88888889 31.11111111] ; [17.11111111 48.88888889],0
s3,1,0.633556,0.227269,[22 24] ; [29 38],[20.76106195 25.23893805] ; [30.23893805 36.76106195],0
p1,1,0.647698,0.208815,[ 3 43] ; [ 3 63],[ 2.46428571 43.53571429] ; [ 3.53571429 62.46428571],0
v3,1,0.735049,0.114526,[ 9 33] ; [12 52],[ 8.32075472 33.67924528] ; [12.67924528 51.32075472],0
b4,1,0.77731,0.079991,[28 18] ; [39 28],[27.27433628 18.72566372] ; [39.72566372 27.27433628],0
a1,1,0.792153,0.06944,[ 1 45] ; [ 2 65],[ 1.22123894 44.77876106] ; [ 1.77876106 65.22123894],0
v1,1,0.833343,0.044275,[13 31] ; [18 47],[12.51376147 31.48623853] ; [18.48623853 46.51376147],0
s2,1,0.845043,0.038199,[18 28] ; [25 42],[17.50442478 28.49557522] ; [25.49557522 41.50442478],0
v4,1,0.932951,0.007078,[40  5] ; [59  7],[40.13513514  4.86486486] ; [58.86486486  7.13513514],0
d3,1,0.943978,0.004938,[24 20] ; [37 30],[24.18018018 19.81981982] ; [36.81981982 30.18018018],0
r1,1,0.958872,0.002659,[27 19] ; [39 28],[26.86725664 19.13274336] ; [39.13274336 27.86725664],0
a3,1,0.96031,0.002477,[17 28] ; [25 42],[16.875 28.125] ; [25.125 41.875],0
a6,1,0.994587,4.6e-05,[22 24] ; [32 35],[21.98230088 24.01769912] ; [32.01769912 34.98230088],0
s4,1,0.996829,1.6e-05,[11 35] ; [16 51],[10.99115044 35.00884956] ; [16.00884956 50.99115044],0
