Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,41.223781,[84  8] ; [13 22],[70.26771654 21.73228346] ; [26.73228346  8.26771654],1
p7,1,9e-06,19.658733,[83  8] ; [20 15],[74.38888889 16.61111111] ; [28.61111111  6.38888889],1
d3,1,1.7e-05,18.4678,[55 37] ; [ 6 29],[44.18897638 47.81102362] ; [16.81102362 18.18897638],1
d2,1,2.8e-05,17.564428,[54 38] ; [ 6 29],[43.46456693 48.53543307] ; [16.53543307 18.46456693],1
a4,1,4.6e-05,16.593801,[47 45] ; [ 4 31],[36.94488189 55.05511811] ; [14.05511811 20.94488189],1
a5,1,0.000124,14.729171,[72 20] ; [15 20],[63.02362205 28.97637795] ; [23.97637795 11.02362205],1
p4,1,0.000428,12.406154,[73 18] ; [17 18],[65. 26.] ; [25. 10.],1
a3,1,0.000584,11.826466,[67 25] ; [14 21],[58.67716535 33.32283465] ; [22.32283465 12.67716535],1
p6,1,0.00157,9.994579,[53 38] ; [ 9 25],[45.136 45.864] ; [16.864 17.136],0
r1,1,0.002942,8.843215,[74 18] ; [19 16],[67.37007874 24.62992126] ; [25.62992126  9.37007874],0
r2,1,0.008746,6.873993,[83  6] ; [26  8],[78.8699187 10.1300813] ; [30.1300813  3.8699187],0
s5,1,0.009285,6.767163,[44 45] ; [ 8 26],[37.62601626 51.37398374] ; [14.37398374 19.62601626],0
r4,1,0.021444,5.29034,[83  9] ; [26  9],[78.96062992 13.03937008] ; [30.03937008  4.96062992],0
p1,1,0.025161,5.012785,[ 6 86] ; [ 7 28],[ 9.41732283 82.58267717] ; [ 3.58267717 31.41732283],0
u3,1,0.027199,4.878144,[14 11] ; [ 5 16],[10.32608696 14.67391304] ; [ 8.67391304 12.32608696],0
v3,1,0.03113,4.645773,[44 48] ; [ 9 25],[38.6984127 53.3015873] ; [14.3015873 19.6984127],0
a6,1,0.037889,4.309988,[29 63] ; [18 17],[34.04724409 57.95275591] ; [12.95275591 22.04724409],0
v4,1,0.064351,3.421544,[89  3] ; [30  4],[86.88888889  5.11111111] ; [32.11111111  1.88888889],0
v2,1,0.077268,3.121458,[54 38] ; [13 19],[49.70967742 42.29032258] ; [17.29032258 14.70967742],0
s7,1,0.080427,3.05626,[53 35] ; [15 20],[48.6504065 39.3495935] ; [19.3495935 15.6504065],0
v1,1,0.084394,2.978182,[52 39] ; [14 21],[47.66666667 43.33333333] ; [18.33333333 16.66666667],0
s4,1,0.156888,2.003969,[24 68] ; [ 5 30],[21.00787402 70.99212598] ; [ 7.99212598 27.00787402],0
p2,1,0.176949,1.82306,[82 10] ; [28  7],[79.68503937 12.31496063] ; [30.31496063  4.68503937],0
s2,1,0.181715,1.783541,[49 43] ; [14 21],[45.63779528 46.36220472] ; [17.36220472 17.63779528],0
n1,1,0.19043,1.714286,[12  9] ; [2 5],[10.5 10.5] ; [3.5 3.5],0
r3,1,0.239528,1.383369,[87  5] ; [31  4],[85.48031496  6.51968504] ; [32.51968504  2.48031496],0
p5,1,0.278985,1.172029,[18 74] ; [ 4 31],[15.93700787 76.06299213] ; [ 6.06299213 28.93700787],0
b5,1,0.281009,1.162205,[35 57] ; [17 18],[37.66929134 54.33070866] ; [14.33070866 20.66929134],0
n4,1,0.291885,1.110906,[76 16] ; [26  9],[73.88976378 18.11023622] ; [28.11023622  6.88976378],0
s1,1,0.307399,1.041819,[ 2 90] ; [ 2 33],[ 2.8976378 89.1023622] ; [ 1.1023622 33.8976378],0
b2,1,0.346379,0.886678,[25 31] ; [ 8 16],[23.1 32.9] ; [ 9.9 14.1],0
b3,1,0.346379,0.886678,[25 31] ; [ 8 16],[23.1 32.9] ; [ 9.9 14.1],0
p10,1,0.417143,0.658351,[79 13] ; [28  7],[77.51181102 14.48818898] ; [29.48818898  5.51181102],0
u1,1,0.418764,0.653781,[ 6 86] ; [ 1 34],[ 5.07086614 86.92913386] ; [ 1.92913386 33.07086614],0
b1,1,0.471594,0.518239,[46 46] ; [15 20],[44.18897638 47.81102362] ; [16.81102362 18.18897638],0
p11,1,0.482049,0.494225,[76 16] ; [27  8],[74.61417323 17.38582677] ; [28.38582677  6.61417323],0
p12,1,0.525813,0.402477,[ 5 86] ; [ 3 32],[ 5.77777778 85.22222222] ; [ 2.22222222 32.77777778],0
s8,1,0.530814,0.392833,[53 39] ; [18 17],[51.43307087 40.56692913] ; [19.56692913 15.43307087],0
a1,1,0.540694,0.374255,[ 5 87] ; [ 1 34],[ 4.34645669 87.65354331] ; [ 1.65354331 33.34645669],0
p3,1,0.58466,0.298761,[60 32] ; [21 14],[58.67716535 33.32283465] ; [22.32283465 12.67716535],0
s3,1,0.596687,0.280022,[52 40] ; [21 13],[53.3015873 38.6984127] ; [19.6984127 14.3015873],0
u2,1,0.603602,0.269597,[15 10] ; [11 10],[14.13043478 10.86956522] ; [11.86956522  9.13043478],0
s6,1,0.624285,0.239891,[61 27] ; [22 12],[59.86885246 28.13114754] ; [23.13114754 10.86885246],0
n2,1,0.648807,0.207407,[14  7] ; [4 3],[13.5  7.5] ; [4.5 2.5],0
n5,1,0.681218,0.168758,[74 18] ; [27  8],[73.16535433 18.83464567] ; [27.83464567  7.16535433],0
b4,1,0.747161,0.103932,[47 45] ; [19 16],[47.81102362 44.18897638] ; [18.18897638 16.81102362],0
n6,1,0.790108,0.070846,[78 14] ; [29  6],[77.51181102 14.48818898] ; [29.48818898  5.51181102],0
n3,1,0.89466,0.017532,[12  8] ; [4 3],[11.85185185  8.14814815] ; [4.14814815 2.85185185],0
