Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002362,9.244608,[12 11] ; [22 82],[ 6.15748031 16.84251969] ; [27.84251969 76.15748031],0
s6,1,0.021613,5.276654,[14  9] ; [36 67],[ 9.12698413 13.87301587] ; [40.87301587 62.12698413],0
s3,1,0.043312,4.083192,[14  9] ; [39 64],[ 9.67460317 13.32539683] ; [43.32539683 59.67460317],0
p3,1,0.045844,3.98731,[11 12] ; [28 77],[ 7.0078125 15.9921875] ; [31.9921875 73.0078125],0
s7,1,0.056808,3.628221,[ 9 12] ; [22 75],[ 5.51694915 15.48305085] ; [25.48305085 71.51694915],0
s5,1,0.0644,3.420271,[ 6 15] ; [13 90],[ 3.21774194 17.78225806] ; [15.78225806 87.21774194],0
a2,1,0.100054,2.704676,[ 1 22] ; [19 86],[ 3.59375 19.40625] ; [16.40625 88.59375],0
n4,1,0.108502,2.575901,[11 12] ; [69 36],[14.375  8.625] ; [65.625 39.375],0
u3,1,0.121483,2.398103,[8 3] ; [22 25],[5.68965517 5.31034483] ; [24.31034483 22.68965517],0
p9,1,0.132455,2.263494,[ 4 18] ; [35 66],[ 6.97560976 15.02439024] ; [32.02439024 68.97560976],0
r1,1,0.13896,2.189439,[11 12] ; [67 37],[14.12598425  8.87401575] ; [63.87401575 40.12598425],0
p4,1,0.193928,1.687522,[10 13] ; [31 74],[ 7.3671875 15.6328125] ; [33.6328125 71.3671875],0
p2,1,0.199451,1.64639,[15  8] ; [53 52],[12.21875 10.78125] ; [55.78125 49.21875],0
a5,1,0.233131,1.421657,[10 13] ; [60 45],[12.578125 10.421875] ; [57.421875 47.578125],0
a6,1,0.248243,1.333165,[10 13] ; [59 45],[12.49606299 10.50393701] ; [56.50393701 47.49606299],0
d2,1,0.265171,1.241557,[ 8 15] ; [49 54],[10.4047619 12.5952381] ; [46.5952381 56.4047619],0
r3,1,0.324377,0.971218,[15  8] ; [79 26],[16.890625  6.109375] ; [77.109375 27.890625],0
n3,1,0.339632,0.91182,[8 5] ; [19 22],[6.5 6.5] ; [20.5 20.5],0
p6,1,0.393503,0.728091,[ 6 17] ; [19 85],[ 4.52755906 18.47244094] ; [20.47244094 83.52755906],0
r4,1,0.42045,0.649056,[14  9] ; [73 32],[15.6328125  7.3671875] ; [71.3671875 33.6328125],0
a1,1,0.422454,0.643479,[ 1 22] ; [10 95],[ 1.9765625 21.0234375] ; [ 9.0234375 95.9765625],0
d3,1,0.515982,0.421918,[13 10] ; [51 53],[11.59055118 11.40944882] ; [52.40944882 51.59055118],0
d1,1,0.543678,0.368766,[ 7 16] ; [39 66],[ 8.265625 14.734375] ; [37.734375 67.265625],0
n2,1,0.55565,0.347293,[8 5] ; [23 21],[7.07017544 5.92982456] ; [23.92982456 20.07017544],0
p7,1,0.584106,0.299643,[ 8 15] ; [43 62],[ 9.1640625 13.8359375] ; [41.8359375 63.1640625],0
a4,1,0.595245,0.282227,[ 8 15] ; [42 61],[ 9.12698413 13.87301587] ; [40.87301587 62.12698413],0
s1,1,0.623563,0.240892,[ 3 20] ; [10 94],[ 2.35433071 20.64566929] ; [10.64566929 93.35433071],0
a3,1,0.682381,0.167458,[12 11] ; [58 44],[12.88 10.12] ; [57.12 44.88],0
b1,1,0.692188,0.156727,[11 12] ; [55 50],[11.859375 11.140625] ; [54.140625 50.859375],0
u1,1,0.703692,0.14466,[ 2 21] ; [12 93],[ 2.515625 20.484375] ; [11.484375 93.515625],0
n6,1,0.719591,0.128885,[13 10] ; [63 41],[13.76377953  9.23622047] ; [62.23622047 41.76377953],0
p8,1,0.724293,0.124416,[ 5 18] ; [26 77],[ 5.65873016 17.34126984] ; [25.34126984 77.65873016],0
b4,1,0.725561,0.123226,[12 11] ; [59 46],[12.7578125 10.2421875] ; [58.2421875 46.7578125],0
d5,1,0.741942,0.108428,[15  8] ; [64 40],[14.30708661  8.69291339] ; [64.69291339 39.30708661],0
n5,1,0.75837,0.094631,[13 10] ; [63 42],[13.65625  9.34375] ; [62.34375 42.65625],0
a7,1,0.789183,0.071488,[12 11] ; [58 47],[12.578125 10.421875] ; [57.421875 47.578125],0
u2,1,0.804206,0.061458,[4 7] ; [19 28],[4.36206897 6.63793103] ; [18.63793103 28.36206897],0
p11,1,0.806724,0.059856,[ 9 14] ; [44 61],[ 9.5234375 13.4765625] ; [43.4765625 61.5234375],0
b5,1,0.806724,0.059856,[14  9] ; [61 44],[13.4765625  9.5234375] ; [61.5234375 43.4765625],0
v1,1,0.814263,0.055192,[ 5 18] ; [25 79],[ 5.43307087 17.56692913] ; [24.56692913 79.43307087],0
v4,1,0.831876,0.04507,[18  5] ; [80 25],[17.609375  5.390625] ; [80.390625 24.609375],0
p1,1,0.881578,0.022192,[ 2 21] ; [ 8 95],[ 1.82539683 21.17460317] ; [ 8.17460317 94.82539683],0
v3,1,0.890078,0.019101,[ 4 19] ; [19 83],[ 4.232 18.768] ; [18.768 83.232],0
d4,1,0.942545,0.005194,[15  8] ; [67 37],[14.8503937  8.1496063] ; [67.1496063 36.8503937],0
n1,1,0.944642,0.004821,[5 8] ; [17 26],[5.10714286 7.89285714] ; [16.89285714 26.10714286],0
b2,1,0.987604,0.000241,[4 9] ; [22 49],[4.02380952 8.97619048] ; [21.97619048 49.02380952],0
b3,1,0.987604,0.000241,[4 9] ; [22 49],[4.02380952 8.97619048] ; [21.97619048 49.02380952],0
s8,1,0.992306,9.3e-05,[ 4 19] ; [18 85],[ 4.01587302 18.98412698] ; [17.98412698 85.01587302],0
r2,1,1.0,0.0,[17  4] ; [85 20],[17.  4.] ; [85. 20.],0
